diff_n_comp,res,z
5,0.07087708438113696,['01153']
4,0.07342389210700831,['01154']
5,0.07456642985498217,['01155']
5,0.5658004500644067,['01200']
5,0.5131683677871334,['01201']
5,0.5245224709308439,['01202']
5,0.5089611420982972,['01203']
4,0.5174794825047213,['01204']
5,0.49493759194881143,['01205']
5,0.4416810621649316,['01210']
5,0.27150273118242596,['01211']
5,0.3002872528204546,['01212']
5,0.21895718461505775,['01213']
4,0.23312978559738812,['01214']
5,0.219524946506404,['01215']
5,0.4815408257812318,['01220']
5,0.31151501780906266,['01221']
5,0.3426429615883674,['01222']
5,0.25345365268907505,['01223']
4,0.2728542604779758,['01224']
5,0.2379226909140204,['01225']
4,0.3953671422219055,['01230']
4,0.19692785344479674,['01231']
4,0.21851499204321445,['01232']
4,0.15118328100893452,['01233']
3,0.16314931803291643,['01234']
4,0.15474339250737532,['01235']
5,0.44133759559133523,['01240']
5,0.21733930765869947,['01241']
5,0.25239565896418825,['01242']
5,0.17252916583239486,['01243']
4,0.18370384977693102,['01244']
5,0.1602020376802205,['01245']
5,0.3217477481408252,['01250']
5,0.18761262290188915,['01251']
5,0.18766097898632952,['01252']
5,0.1494962552008227,['01253']
4,0.15288951424446404,['01254']
5,0.1537866566202515,['01255']
5,0.3481757632361779,['01300']
5,0.3100542762265609,['01301']
5,0.3104124996416616,['01302']
5,0.3028757676254906,['01303']
4,0.3092368150984197,['01304']
5,0.29988232318579194,['01305']
5,0.20283331732075605,['01310']
5,0.08039584283364155,['01311']
5,0.09332386180295046,['01312']
5,0.05680055325072222,['01313']
4,0.06328162639440789,['01314']
5,0.05642865440467592,['01315']
5,0.2524925642003442,['01320']
5,0.10333909954267294,['01321']
5,0.12167783621363348,['01322']
5,0.07228603265312851,['01323']
4,0.0795176139847381,['01324']
5,0.06572685987693651,['01325']
4,0.17011798982928936,['01330']
4,0.04933867499389172,['01331']
4,0.05764791573329054,['01332']
4,0.03480007340193758,['01333']
3,0.03775931807753236,['01334']
4,0.03478710956193788,['01335']
5,0.20944714899284714,['01340']
5,0.05833172317178691,['01341']
5,0.07161451703811121,['01342']
5,0.04042194283440174,['01343']
4,0.04522239495672746,['01344']
5,0.037420335442890244,['01345']
5,0.11321049262505917,['01350']
5,0.04393687619161316,['01351']
5,0.047355336578779966,['01352']
5,0.034096988195001815,['01353']
4,0.035413883769936885,['01354']
5,0.03540717460514875,['01355']
5,0.5122137253084397,['01400']
5,0.4529613790447628,['01401']
5,0.46198192751873923,['01402']
5,0.44323692678293675,['01403']
4,0.45346864975957035,['01404']
5,0.43893433896573686,['01405']
5,0.34197765480126585,['01410']
5,0.15705629143156724,['01411']
5,0.1800125222374955,['01412']
5,0.1132235420718489,['01413']
4,0.12489373342690435,['01414']
5,0.11000375802508697,['01415']
5,0.40309938261115996,['01420']
5,0.1848268386407562,['01421']
5,0.22264148084309027,['01422']
5,0.133929796273873,['01423']
4,0.15411311477686634,['01424']
5,0.1252171813308137,['01425']
4,0.28975304867118296,['01430']
4,0.09460575978854838,['01431']
4,0.11232211530584935,['01432']
4,0.07062784667525734,['01433']
3,0.07644041897485557,['01434']
4,0.06912539899399187,['01435']
5,0.33787822610395163,['01440']
5,0.11189694877978434,['01441']
5,0.1367430376657564,['01442']
5,0.07903182587807038,['01443']
4,0.08880379531820606,['01444']
5,0.07565047669016699,['01445']
5,0.2225885145834368,['01450']
5,0.09013225107105857,['01451']
5,0.0934107717636968,['01452']
5,0.07008502953670306,['01453']
4,0.07048034156239075,['01454']
5,0.07275613340845265,['01455']
4,0.01596045352810116,['01500']
4,0.014236631346273875,['01501']
4,0.01454394960497977,['01502']
4,0.013905848300467878,['01503']
3,0.01428961985047274,['01504']
4,0.013374340823821301,['01505']
4,0.007431170214063468,['01510']
4,0.0028169097461633917,['01511']
4,0.003300404745192013,['01512']
4,0.0020190001163009215,['01513']
3,0.0022429937169347615,['01514']
4,0.0019231710627782366,['01515']
4,0.010631330525571624,['01520']
4,0.003805621532495894,['01521']
4,0.004652216307756163,['01522']
4,0.002545759617933947,['01523']
3,0.0030270727265468973,['01524']
4,0.002368560840036963,['01525']
3,0.006348886157993355,['01530']
3,0.0017188071935570434,['01531']
3,0.002015246908870473,['01532']
3,0.0012417670105604212,['01533']
2,0.0013715443480723176,['01534']
3,0.001220437996721482,['01535']
4,0.00877468411670277,['01540']
4,0.0021107941606419746,['01541']
4,0.002610420109367384,['01542']
4,0.0014477146050369445,['01543']
3,0.0016341232052004408,['01544']
4,0.0013735309503721124,['01545']
4,0.0037554159156140067,['01550']
4,0.001504507715127005,['01551']
4,0.001625432735477317,['01552']
4,0.0011922187683787147,['01553']
3,0.0012148544058408425,['01554']
4,0.0012468609991039467,['01555']
5,0.7331707189054287,['02000']
5,0.7289258551644286,['02001']
5,0.7354868647231666,['02002']
5,0.7263175777539244,['02003']
4,0.7358999322939208,['02004']
5,0.7329202816034166,['02005']
5,0.7236496368525918,['02010']
5,0.7151735294373246,['02011']
5,0.7141310323949848,['02012']
5,0.6976156177596171,['02013']
4,0.7188002700950267,['02014']
5,0.6941604621992111,['02015']
5,0.7368564316982629,['02020']
5,0.7328748159757508,['02021']
5,0.7309468507754304,['02022']
5,0.7144116128831829,['02023']
4,0.714012791652574,['02024']
5,0.7159306136170379,['02025']
4,0.7315414583748848,['02030']
4,0.6995932008519147,['02031']
4,0.7103166634445972,['02032']
4,0.6896134282274899,['02033']
3,0.6949976874276803,['02034']
4,0.6830153084476501,['02035']
5,0.7231027533881388,['02040']
5,0.7093616042664649,['02041']
5,0.7048888291398383,['02042']
5,0.7018339948600606,['02043']
4,0.7055140504371482,['02044']
5,0.6910991641094849,['02045']
5,0.708473713394662,['02050']
5,0.6899165581539491,['02051']
5,0.684973305630917,['02052']
5,0.6928778057954171,['02053']
4,0.6911325310306276,['02054']
5,0.6899713487303175,['02055']
5,0.4421226350826403,['02100']
5,0.39831893816437897,['02101']
5,0.40820683468659186,['02102']
5,0.39297209655368737,['02103']
4,0.39447075296362694,['02104']
5,0.3819848353753995,['02105']
5,0.3149624808470031,['02110']
5,0.18720210401566006,['02111']
5,0.20452104136104146,['02112']
5,0.14747909592199543,['02113']
4,0.1585906690060805,['02114']
5,0.1421495952242296,['02115']
5,0.3667433341427568,['02120']
5,0.22150095457185517,['02121']
5,0.25277964307252543,['02122']
5,0.17615836770265622,['02123']
4,0.19016383079414972,['02124']
5,0.16624163133812753,['02125']
4,0.28839815799034385,['02130']
4,0.1318823757712163,['02131']
4,0.1501767582593034,['02132']
4,0.10259211705582175,['02133']
3,0.11070834430702896,['02134']
4,0.10311971172587824,['02135']
5,0.3283870834238292,['02140']
5,0.15801387458864932,['02141']
5,0.1765968084929411,['02142']
5,0.11822584007920137,['02143']
4,0.1302282544549496,['02144']
5,0.11672373072379444,['02145']
5,0.20407231973892434,['02150']
5,0.12037446162248934,['02151']
5,0.12495758927891432,['02152']
5,0.10018643215594115,['02153']
4,0.10126440036053266,['02154']
5,0.10035772491499881,['02155']
5,0.60017591785874,['02200']
5,0.5488960641218253,['02201']
5,0.56047190746517,['02202']
5,0.5320436886825907,['02203']
4,0.5431162710744905,['02204']
5,0.5302485390004904,['02205']
5,0.4880787840394338,['02210']
5,0.3224630372218983,['02211']
5,0.35591177641633925,['02212']
5,0.2732140975569147,['02213']
4,0.28835694935627393,['02214']
5,0.26567486640315285,['02215']
5,0.5247236114831497,['02220']
5,0.3698428906410677,['02221']
5,0.4062908828701091,['02222']
5,0.3057402552307845,['02223']
4,0.3302064300113595,['02224']
5,0.29433590697018036,['02225']
4,0.4453286097611881,['02230']
4,0.2504968174103913,['02231']
4,0.2721414754989655,['02232']
4,0.20335527634879216,['02233']
3,0.21442530970101034,['02234']
4,0.2008773725071066,['02235']
5,0.4855786639236632,['02240']
5,0.2847002621168517,['02241']
5,0.3135277798041795,['02242']
5,0.2248896515113744,['02243']
4,0.24449037525695294,['02244']
5,0.21268750206197792,['02245']
5,0.3720416010610589,['02250']
5,0.23194366929413976,['02251']
5,0.24086308769073453,['02252']
5,0.1990127579622189,['02253']
4,0.20085062551251154,['02254']
5,0.20334156119286836,['02255']
5,0.4042727259855881,['02300']
5,0.3668426949335838,['02301']
5,0.3609387732116671,['02302']
5,0.35751982231319673,['02303']
4,0.34610792196832,['02304']
5,0.3424597682896326,['02305']
5,0.25284095051972244,['02310']
5,0.11297444365330553,['02311']
5,0.12918694513817205,['02312']
5,0.08182636436391247,['02313']
4,0.09068663831098814,['02314']
5,0.08068909469142534,['02315']
5,0.29669611804960294,['02320']
5,0.14234779536536926,['02321']
5,0.16440862619664937,['02322']
5,0.10042806932095405,['02323']
4,0.1125379567804459,['02324']
5,0.09585192821952064,['02325']
4,0.2154314556177496,['02330']
4,0.07081415620273353,['02331']
4,0.08221403620170295,['02332']
4,0.05159044457862733,['02333']
3,0.05642777640190967,['02334']
4,0.0516872942904957,['02335']
5,0.25279260584660423,['02340']
5,0.08524747083246557,['02341']
5,0.10315085346236336,['02342']
5,0.05998295589783267,['02343']
4,0.06788958321617199,['02344']
5,0.05737601014260513,['02345']
5,0.150469241265207,['02350']
5,0.06427526439101387,['02351']
5,0.06863805268318417,['02352']
5,0.05189661977205383,['02353']
4,0.05236470773858723,['02354']
5,0.05280068211913042,['02355']
5,0.5428915890572183,['02400']
5,0.49508073110763934,['02401']
5,0.49856255759870854,['02402']
5,0.4751141586067317,['02403']
4,0.48867049449972255,['02404']
5,0.47159758105810096,['02405']
5,0.3953463555134716,['02410']
5,0.20917978250012492,['02411']
5,0.23003313730831879,['02412']
5,0.15897359567585412,['02413']
4,0.17180693341668038,['02414']
5,0.15071424771713468,['02415']
5,0.44477587555745957,['02420']
5,0.24532020310093602,['02421']
5,0.27754029075385417,['02422']
5,0.17932872348094184,['02423']
4,0.20258191502699707,['02424']
5,0.17489436482088655,['02425']
4,0.33921151031858876,['02430']
4,0.1346173413514161,['02431']
4,0.1516312012220426,['02432']
4,0.1018684157209165,['02433']
3,0.10846807879303261,['02434']
4,0.10053659259914109,['02435']
5,0.3912496117901312,['02440']
5,0.16032850961366185,['02441']
5,0.18521308018784713,['02442']
5,0.11663854328394341,['02443']
4,0.12998350353092478,['02444']
5,0.1124460706789886,['02445']
5,0.2732933308382852,['02450']
5,0.1271306828438445,['02451']
5,0.13256599930200222,['02452']
5,0.1008803470704732,['02453']
4,0.10317584317335186,['02454']
5,0.10590070253131262,['02455']
4,0.021639373455000527,['02500']
4,0.019123563764350433,['02501']
4,0.01961656004528357,['02502']
4,0.018676767124624082,['02503']
3,0.01944920917598639,['02504']
4,0.017802078277177603,['02505']
4,0.01031763397941628,['02510']
4,0.004101094698351069,['02511']
4,0.004748390428737124,['02512']
4,0.00294898707443052,['02513']
3,0.003320273340011349,['02514']
4,0.0028731303877963083,['02515']
4,0.014191218601043838,['02520']
4,0.0055501498673623745,['02521']
4,0.00667755824880995,['02522']
4,0.003820389667263719,['02523']
3,0.004501055217922166,['02524']
4,0.0035555539330028503,['02525']
3,0.008858233984176173,['02530']
3,0.0025230113031486866,['02531']
3,0.002989485626033207,['02532']
3,0.0018402294774781981,['02533']
2,0.0020381989527970754,['02534']
3,0.001852068593150581,['02535']
4,0.012111381390035383,['02540']
4,0.0031714475256769,['02541']
4,0.0038735730793887997,['02542']
4,0.002151481378957761,['02543']
3,0.0024639415046399478,['02544']
4,0.00205071914979454,['02545']
4,0.0053124364587952945,['02550']
4,0.002251801172407074,['02551']
4,0.002407929506963103,['02552']
4,0.0017741571333478585,['02553']
3,0.0018155645873250876,['02554']
4,0.0018508751155207578,['02555']
4,0.737391693947014,['03000']
4,0.7214980646006108,['03001']
4,0.719094763825583,['03002']
4,0.7213532944402518,['03003']
3,0.7287328156102638,['03004']
4,0.7210547806171899,['03005']
4,0.7136856522863031,['03010']
4,0.6923705372475762,['03011']
4,0.6951091222217408,['03012']
4,0.6817384378313154,['03013']
3,0.6838382949729069,['03014']
4,0.6683606875867532,['03015']
4,0.719255583516222,['03020']
4,0.703159668106097,['03021']
4,0.705272123100147,['03022']
4,0.6855832801809538,['03023']
3,0.6935437739919693,['03024']
4,0.696928878350395,['03025']
3,0.700554840456267,['03030']
3,0.6869255780737481,['03031']
3,0.6897887891479088,['03032']
3,0.6731093322604318,['03033']
2,0.6700276460944274,['03034']
3,0.6730156701069377,['03035']
4,0.7161742801561332,['03040']
4,0.6904983491198627,['03041']
4,0.6907570323292074,['03042']
4,0.681562573880451,['03043']
3,0.6841805682158857,['03044']
4,0.6746574070505443,['03045']
4,0.6934997416695605,['03050']
4,0.6616918201138352,['03051']
4,0.6601988696906803,['03052']
4,0.6574576824342923,['03053']
3,0.6615031565660825,['03054']
4,0.6550814989938766,['03055']
4,0.3591416482009503,['03100']
4,0.32462617095415913,['03101']
4,0.335805695957892,['03102']
4,0.3212118298092888,['03103']
3,0.3272265418068038,['03104']
4,0.31090569325236106,['03105']
4,0.2339076271933792,['03110']
4,0.11259668581482064,['03111']
4,0.1258163314242743,['03112']
4,0.08490715430418452,['03113']
3,0.09126388319253055,['03114']
4,0.08165741676720956,['03115']
4,0.280097788614404,['03120']
4,0.14318932882462393,['03121']
4,0.16702594057480316,['03122']
4,0.10358156612347973,['03123']
3,0.11730236237016416,['03124']
4,0.09638065838768181,['03125']
3,0.20596941914368253,['03130']
3,0.07330034183414282,['03131']
3,0.08240424150041616,['03132']
3,0.054332057927478694,['03133']
2,0.05929992102562695,['03134']
3,0.054592999373384965,['03135']
4,0.2490992326957976,['03140']
4,0.08799654265478525,['03141']
4,0.10643469348342027,['03142']
4,0.06279071208101333,['03143']
3,0.07075571157853079,['03144']
4,0.05919667115466775,['03145']
4,0.14171905583514086,['03150']
4,0.06591452862975111,['03151']
4,0.0679987574106889,['03152']
4,0.05330150528577117,['03153']
3,0.05409737335139101,['03154']
4,0.054283435241711524,['03155']
4,0.5371764863014598,['03200']
4,0.484394887706243,['03201']
4,0.49170181790470396,['03202']
4,0.4733365961508205,['03203']
3,0.4830682805656208,['03204']
4,0.46043151726588893,['03205']
4,0.390591993226201,['03210']
4,0.2216607973039777,['03211']
4,0.24025829295359621,['03212']
4,0.1664407398168605,['03213']
3,0.1820998727744491,['03214']
4,0.16403535245299172,['03215']
4,0.4482905407528208,['03220']
4,0.25880991844186957,['03221']
4,0.28649053394784885,['03222']
4,0.19608132504513806,['03223']
3,0.21914475408813094,['03224']
4,0.18441439327874867,['03225']
3,0.34930869884343213,['03230']
3,0.1508723879868071,['03231']
3,0.1675291521271177,['03232']
3,0.11067355905082904,['03233']
2,0.12369441835876896,['03234']
3,0.10947719765736276,['03235']
4,0.3929046360918591,['03240']
4,0.17361461407609827,['03241']
4,0.19874704944904395,['03242']
4,0.12418381861513517,['03243']
3,0.13792779715799242,['03244']
4,0.11934627568999176,['03245']
4,0.2764405957316605,['03250']
4,0.13589794905020885,['03251']
4,0.14543307892284857,['03252']
4,0.11200494804234913,['03253']
3,0.11092967578623002,['03254']
4,0.11266687048239714,['03255']
4,0.3186601113606269,['03300']
4,0.281852825612352,['03301']
4,0.2983729575654012,['03302']
4,0.277260592233259,['03303']
3,0.27535172453277074,['03304']
4,0.2690672283585589,['03305']
4,0.1739184904345073,['03310']
4,0.05638845983824453,['03311']
4,0.06660216904955964,['03312']
4,0.039407296384085896,['03313']
3,0.04345050993799689,['03314']
4,0.03905665605392554,['03315']
4,0.20673477445126553,['03320']
4,0.0743417082188052,['03321']
4,0.09031291866363933,['03322']
4,0.049607088948872044,['03323']
3,0.05648368943344096,['03324']
4,0.04524216133837453,['03325']
3,0.13989780177141148,['03330']
3,0.03336440487515605,['03331']
3,0.03953413244894276,['03332']
3,0.02276059536164301,['03333']
2,0.025120032639508797,['03334']
3,0.02324796250541436,['03335']
4,0.17382353392992006,['03340']
4,0.039514518175927424,['03341']
4,0.049271220950022544,['03342']
4,0.026730334733230034,['03343']
3,0.029863441346010097,['03344']
4,0.025663751679321403,['03345']
4,0.09175229548455277,['03350']
4,0.030758059320102463,['03351']
4,0.032237109239811754,['03352']
4,0.02326184563089506,['03353']
3,0.02322427374927004,['03354']
4,0.023988189991315773,['03355']
4,0.47097736237681564,['03400']
4,0.41942165833080397,['03401']
4,0.4272519191908525,['03402']
4,0.39981062357360636,['03403']
3,0.40692825540240146,['03404']
4,0.40126493017445725,['03405']
4,0.286112676823259,['03410']
4,0.11040083635371223,['03411']
4,0.13060739235829497,['03412']
4,0.07755112100563315,['03413']
3,0.08818774920735224,['03414']
4,0.07695852157394883,['03415']
4,0.34307896021085393,['03420']
4,0.13826468859769075,['03421']
4,0.16594736476953412,['03422']
4,0.09783533768281351,['03423']
3,0.1096925601167668,['03424']
4,0.08752915506415616,['03425']
3,0.2494088819476128,['03430']
3,0.06627518943496444,['03431']
3,0.07512081156668876,['03432']
3,0.046657155873690626,['03433']
2,0.051095956492116804,['03434']
3,0.04574073950759945,['03435']
4,0.2926241789414391,['03440']
4,0.0771458250092364,['03441']
4,0.09269154981393082,['03442']
4,0.05317151122292758,['03443']
3,0.060095040549453735,['03444']
4,0.0503276570719,['03445']
4,0.17569097712505016,['03450']
4,0.060585817916014285,['03451']
4,0.06408322201126831,['03452']
4,0.045292479020851775,['03453']
3,0.04655000108277679,['03454']
4,0.04914242840321338,['03455']
3,0.013977052908534009,['03500']
3,0.01255212093382525,['03501']
3,0.012782383703708825,['03502']
3,0.012363695203873424,['03503']
2,0.012388559619842442,['03504']
3,0.011510642224486306,['03505']
3,0.006299991219137053,['03510']
3,0.002088211445959163,['03511']
3,0.002445713443878348,['03512']
3,0.0014284875020890175,['03513']
2,0.0015904100886609922,['03514']
3,0.001373875993396211,['03515']
3,0.008655942663870734,['03520']
3,0.002813560685607339,['03521']
3,0.0034536713185148683,['03522']
3,0.0018019049093018402,['03523']
2,0.0021318827931242636,['03524']
3,0.0016652718550410359,['03525']
2,0.005067908848143455,['03530']
2,0.0011931309739747298,['03531']
2,0.001419261772038083,['03532']
2,0.0008569944978393186,['03533']
1,0.0009396499688006916,['03534']
2,0.00082925653538137,['03535']
3,0.0070272409540261494,['03540']
3,0.0014537072349661462,['03541']
3,0.0018423139458535668,['03542']
3,0.0009860100212510793,['03543']
2,0.0011253969196851972,['03544']
3,0.0009245962818146576,['03545']
3,0.0030742844775156074,['03550']
3,0.0010663395234168176,['03551']
3,0.0011303311251947311,['03552']
3,0.0008221166485161014,['03553']
2,0.0008418892432371595,['03554']
3,0.0008612608558290326,['03555']
5,0.7394006000455738,['04000']
5,0.7271389028906234,['04001']
5,0.7316372049265002,['04002']
5,0.7295850754578284,['04003']
4,0.7283118024601052,['04004']
5,0.7291248113527028,['04005']
5,0.7233444090241993,['04010']
5,0.7134406431553688,['04011']
