diff_n_comp,res,z
5,0.2055742047197308,['25101']
5,0.1975744634234312,['25102']
5,0.21486088558331518,['25103']
4,0.20578785632372162,['25104']
5,0.22827744188210414,['25105']
5,0.3871075952995325,['25110']
5,0.7418086356235449,['25111']
5,0.7181039796521361,['25112']
5,0.8093997970398985,['25113']
4,0.799554112995342,['25114']
5,0.8027051210560605,['25115']
5,0.32180228721891563,['25120']
5,0.7338673665684922,['25121']
5,0.69275999217736,['25122']
5,0.8135393763315922,['25123']
4,0.7937680036169485,['25124']
5,0.817955743711428,['25125']
4,0.5100084991509133,['25130']
4,0.8377765120705146,['25131']
4,0.8248088748244052,['25132']
4,0.8709172502922915,['25133']
3,0.8659293324336909,['25134']
4,0.8683284847551568,['25135']
5,0.4497405136048702,['25140']
5,0.8368663659238059,['25141']
5,0.8147869540392265,['25142']
5,0.8726959994057492,['25143']
4,0.8643048757225579,['25144']
5,0.8750115981958007,['25145']
5,0.5377490719981568,['25150']
5,0.8113131453599852,['25151']
5,0.8090881487108739,['25152']
5,0.8504567660687945,['25153']
4,0.8496539193815142,['25154']
5,0.841244332636621,['25155']
5,0.1631504301859761,['25200']
5,0.19704610043574633,['25201']
5,0.19076356653604484,['25202']
5,0.20697110875940042,['25203']
4,0.19391383254712857,['25204']
5,0.22100736906544005,['25205']
5,0.399198580043221,['25210']
5,0.7790026778533297,['25211']
5,0.7481306847821664,['25212']
5,0.8459951650407201,['25213']
4,0.8337692923777685,['25214']
5,0.842909474337571,['25215']
5,0.32091131196381656,['25220']
5,0.7509381861656687,['25221']
5,0.7033515800297774,['25222']
5,0.8375534400397059,['25223']
4,0.8142040487576078,['25224']
5,0.8474254154702662,['25225']
4,0.5267705628575965,['25230']
4,0.8727176948279628,['25231']
4,0.8579377700549693,['25232']
4,0.9046192909406234,['25233']
3,0.8992034058266452,['25234']
4,0.9030531545607577,['25235']
5,0.4390925200985021,['25240']
5,0.8615803882935589,['25241']
5,0.8362320205657539,['25242']
5,0.901921725924919,['25243']
4,0.8913892683626776,['25244']
5,0.9046821424660515,['25245']
5,0.6104896688790368,['25250']
5,0.8600724648758888,['25251']
5,0.8574681970144282,['25252']
5,0.8922490273700345,['25253']
4,0.891353801823717,['25254']
5,0.8843244851782778,['25255']
5,0.3711589584558256,['25300']
5,0.40094230511622575,['25301']
5,0.3850902509946394,['25302']
5,0.4066793404140289,['25303']
4,0.3967241444072998,['25304']
5,0.4302531873788564,['25305']
5,0.631719428536313,['25310']
5,0.8889647315755935,['25311']
5,0.8764091484664334,['25312']
5,0.9227976515555965,['25313']
4,0.9176766432864126,['25314']
5,0.9190831365046231,['25315']
5,0.5650332018080062,['25320']
5,0.8862188843899955,['25321']
5,0.8656432678909391,['25322']
5,0.9250095960861223,['25323']
4,0.9148590616595225,['25324']
5,0.9271354635105339,['25325']
4,0.7444098021977151,['25330']
4,0.9355671220591893,['25331']
4,0.9308115208544615,['25332']
4,0.9494711367051318,['25333']
3,0.9478953150468442,['25334']
4,0.9479396759958487,['25335']
5,0.6888282615723594,['25340']
5,0.9349629277442948,['25341']
5,0.9255559869566232,['25342']
5,0.9509582474307368,['25343']
4,0.9471679878009522,['25344']
5,0.9514254088374879,['25345']
5,0.7671781769573968,['25350']
5,0.9240151930961928,['25351']
5,0.9219164733903974,['25352']
5,0.9407650803131563,['25353']
4,0.9409155528322986,['25354']
5,0.9364873531559265,['25355']
5,0.3506535814092298,['25400']
5,0.380407758566094,['25401']
5,0.3655041248231378,['25402']
5,0.3960606795292961,['25403']
4,0.38289170598975025,['25404']
5,0.41651854104999847,['25405']
5,0.6470869548379901,['25410']
5,0.9078239757771192,['25411']
5,0.8927143318040289,['25412']
5,0.9392848398623213,['25413']
4,0.9335502750143856,['25414']
5,0.9383977400540557,['25415']
5,0.5539455243940306,['25420']
5,0.8951773156167449,['25421']
5,0.8695113793872767,['25422']
5,0.9356137168296669,['25423']
4,0.925258669505256,['25424']
5,0.9384814842601018,['25425']
4,0.7540248252374211,['25430']
4,0.9496360847341441,['25431']
4,0.9437865093266312,['25432']
4,0.9630706940899444,['25433']
3,0.9606460775830529,['25434']
4,0.9625670523957991,['25435']
5,0.6836049925815063,['25440']
5,0.9461635434417852,['25441']
5,0.9346131053560216,['25442']
5,0.9624466552065869,['25443']
4,0.957741626943063,['25444']
5,0.963228472338903,['25445']
5,0.8128877726635005,['25450']
5,0.9439268513936688,['25451']
5,0.9441245938834518,['25452']
5,0.9581204036870976,['25453']
4,0.9571513322432609,['25454']
5,0.95371447835129,['25455']
4,0.31074001279025076,['25500']
4,0.3373386107315041,['25501']
4,0.32800070895286854,['25502']
4,0.3518821435575797,['25503']
3,0.35017539676169646,['25504']
4,0.3615599875896719,['25505']
4,0.5323096190411333,['25510']
4,0.8233777719280801,['25511']
4,0.8110741460525287,['25512']
4,0.8695370122559696,['25513']
3,0.8640483402724833,['25514']
4,0.8635639939781852,['25515']
4,0.4834865805826486,['25520']
4,0.8310689247567541,['25521']
4,0.8069304740584293,['25522']
4,0.880033378173088,['25523']
3,0.8680461661348812,['25524']
4,0.8804884843980731,['25525']
3,0.6495729761072457,['25530']
3,0.8890439101505112,['25531']
3,0.8834896121920459,['25532']
3,0.9101063996280145,['25533']
2,0.9078091931382757,['25534']
3,0.907536729280215,['25535']
4,0.6162960377101018,['25540']
4,0.89403190726664,['25541']
4,0.8831691443470163,['25542']
4,0.913949306762187,['25543']
3,0.9099689606865037,['25544']
4,0.9148051886110361,['25545']
4,0.6473253159328389,['25550']
4,0.8652955607676572,['25551']
4,0.8641608706048268,['25552']
4,0.8940632409870133,['25553']
3,0.8931223181814607,['25554']
4,0.8867167344161647,['25555']
5,0.0024670793509243218,['30000']
5,0.0031168488342990137,['30001']
5,0.004370307001409501,['30002']
5,0.004643445148613411,['30003']
4,0.002086433392454767,['30004']
5,0.00433355332039917,['30005']
5,0.007278893745340186,['30010']
5,0.014329383839600536,['30011']
5,0.01334669098679877,['30012']
5,0.017644656809593543,['30013']
4,0.018990717839475917,['30014']
5,0.026560552147123658,['30015']
5,0.007509315148211536,['30020']
5,0.017738656076636963,['30021']
5,0.013794312459554753,['30022']
5,0.017667737597582833,['30023']
4,0.019046418387407255,['30024']
5,0.025322747910758715,['30025']
4,0.012111292218068916,['30030']
4,0.025874741085858684,['30031']
4,0.027450782514242676,['30032']
4,0.02492731678256567,['30033']
3,0.03250204047621486,['30034']
4,0.031951714892183715,['30035']
5,0.0119623368555166,['30040']
5,0.021134223286892986,['30041']
5,0.021524733886514973,['30042']
5,0.0316456323866599,['30043']
4,0.027605144272482764,['30044']
5,0.031115488401369726,['30045']
5,0.011443748420779064,['30050']
5,0.028954648567139182,['30051']
5,0.020025171784682612,['30052']
5,0.03144054904071484,['30053']
4,0.02171175785552184,['30054']
5,0.025496686876226724,['30055']
5,0.026280162307695157,['30100']
5,0.036416280986150205,['30101']
5,0.03164472454150557,['30102']
5,0.040583841603870525,['30103']
4,0.036920310998074024,['30104']
5,0.04467351337230039,['30105']
5,0.05831285544464968,['30110']
5,0.19240450874189968,['30111']
5,0.1672556278100061,['30112']
5,0.24394942509218215,['30113']
4,0.2395168949717551,['30114']
5,0.24793390304624693,['30115']
5,0.05144320778959099,['30120']
5,0.17000182058466737,['30121']
5,0.14301363282989182,['30122']
5,0.23686061354803364,['30123']
4,0.20747916793285573,['30124']
5,0.2443723503782457,['30125']
4,0.08554497307285275,['30130']
4,0.27935594983320555,['30131']
4,0.26373621372773265,['30132']
4,0.3419419377259524,['30133']
3,0.327233274079637,['30134']
4,0.3441543013288133,['30135']
5,0.06979793984733704,['30140']
5,0.26491800510042623,['30141']
5,0.23157956782843608,['30142']
5,0.3384341433164667,['30143']
4,0.3216002276237794,['30144']
5,0.3507748469606676,['30145']
5,0.09855461379022819,['30150']
5,0.2722914151031431,['30151']
5,0.25320587693261926,['30152']
5,0.32430046156063436,['30153']
4,0.32139557967579335,['30154']
5,0.3063605881394488,['30155']
5,0.02069326455969081,['30200']
5,0.027371540997606886,['30201']
5,0.0308251200387727,['30202']
5,0.036931984762644844,['30203']
4,0.03212209460536505,['30204']
5,0.04283962398948086,['30205']
5,0.05516224994703576,['30210']
5,0.1519039195264403,['30211']
5,0.14327820876484482,['30212']
5,0.22253446991276246,['30213']
4,0.20157611571594272,['30214']
5,0.2159700844329442,['30215']
5,0.039414721289276616,['30220']
5,0.13268332995403692,['30221']
5,0.11579174176016377,['30222']
5,0.21269575668268498,['30223']
4,0.17404405216662253,['30224']
5,0.2166355058323845,['30225']
4,0.07917089986008327,['30230']
4,0.25506585472905285,['30231']
4,0.2230948137328364,['30232']
4,0.3204501709692034,['30233']
3,0.3113225232644115,['30234']
4,0.33500648677971995,['30235']
5,0.05892415517539186,['30240']
5,0.22873777431509593,['30241']
5,0.1990915381773757,['30242']
5,0.30584022944445644,['30243']
4,0.28581264334814,['30244']
5,0.32286441898743673,['30245']
5,0.1078733062149386,['30250']
5,0.25927660424380056,['30251']
5,0.23863118777539494,['30252']
5,0.31301059492719946,['30253']
4,0.3056746164315731,['30254']
5,0.30107585919319535,['30255']
5,0.0544912176342766,['30300']
5,0.07739972993246962,['30301']
5,0.06276911104977777,['30302']
5,0.08407175196811732,['30303']
4,0.07321878172828342,['30304']
5,0.07758940900349878,['30305']
5,0.11763765461279176,['30310']
5,0.35688719952104214,['30311']
5,0.3305424210762256,['30312']
5,0.45448667593125375,['30313']
4,0.42881202402170676,['30314']
5,0.4482641030550552,['30315']
5,0.10717448295134556,['30320']
5,0.32759853462362387,['30321']
5,0.27505288514894066,['30322']
5,0.4445613234154837,['30323']
4,0.4008170488817134,['30324']
5,0.4613171000990002,['30325']
4,0.17899208567868677,['30330']
4,0.5037177823192627,['30331']
4,0.47833826406672897,['30332']
4,0.5812191621807219,['30333']
3,0.571548245093365,['30334']
4,0.5818530463483046,['30335']
5,0.14166876422231642,['30340']
5,0.4862942870674077,['30341']
5,0.4304048307194311,['30342']
5,0.5785119130715525,['30343']
4,0.548556467472484,['30344']
5,0.5879074512239892,['30345']
5,0.2126326356201676,['30350']
5,0.48406518714615104,['30351']
5,0.47670903412141274,['30352']
5,0.5522766138651609,['30353']
4,0.5533471399030586,['30354']
5,0.5323327631884873,['30355']
5,0.041302045950115746,['30400']
5,0.06456486562103442,['30401']
5,0.05554938578130337,['30402']
5,0.06686485199716773,['30403']
4,0.059530102429282236,['30404']
5,0.07250250965352051,['30405']
5,0.1072507776516707,['30410']
5,0.3151111143766067,['30411']
5,0.27293411602541845,['30412']
5,0.4237306624304224,['30413']
4,0.381897352085476,['30414']
5,0.422478383062823,['30415']
5,0.07609439202625415,['30420']
5,0.2739300078042157,['30421']
5,0.22644040684598388,['30422']
5,0.3876445275865599,['30423']
4,0.3437948605060391,['30424']
5,0.409177494307194,['30425']
4,0.14996559539940676,['30430']
4,0.47641138015956885,['30431']
4,0.429881890966521,['30432']
4,0.5621718054467424,['30433']
3,0.5438355374703069,['30434']
4,0.5603413749996727,['30435']
5,0.11156307606025904,['30440']
5,0.4259395551735935,['30441']
5,0.37895963044987846,['30442']
5,0.5446621899189112,['30443']
4,0.508300442947207,['30444']
5,0.5567602442724014,['30445']
5,0.20246347533972175,['30450']
5,0.46744126713092804,['30451']
5,0.46001749299440114,['30452']
5,0.5519544129746918,['30453']
4,0.5445176323595097,['30454']
5,0.5258091013380345,['30455']
4,0.06331841948747814,['30500']
4,0.07354853829138548,['30501']
4,0.08123032264591713,['30502']
4,0.08679761904281691,['30503']
3,0.08716292193509444,['30504']
4,0.09015978149642774,['30505']
4,0.12846566645692167,['30510']
4,0.34279857750382847,['30511']
4,0.3244452625248191,['30512']
4,0.42144080062528483,['30513']
3,0.4050596820823441,['30514']
4,0.4065084711697637,['30515']
4,0.11580369804108182,['30520']
4,0.3562501026141487,['30521']
4,0.3126937834487426,['30522']
4,0.43846782387885036,['30523']
3,0.41712929390916714,['30524']
4,0.4342180690153675,['30525']
3,0.194347851311405,['30530']
3,0.45969530783691925,['30531']
3,0.4516402140977071,['30532']
3,0.5137980015391556,['30533']
2,0.5137836092962461,['30534']
3,0.5070486930447609,['30535']
4,0.17603751321887656,['30540']
4,0.4747129269882892,['30541']
4,0.43863938540828434,['30542']
4,0.5308055699117815,['30543']
3,0.5152345131807585,['30544']
4,0.5276216416289173,['30545']
4,0.18786049944049546,['30550']
4,0.40800996005818135,['30551']
4,0.4048281448676417,['30552']
4,0.4675251890963887,['30553']
3,0.46816634256483913,['30554']
4,0.45616470667062287,['30555']
5,0.017692719857124013,['31000']
5,0.016808946562480963,['31001']
5,0.01791918369070702,['31002']
5,0.016012547765118755,['31003']
4,0.014969322417179505,['31004']
5,0.014861991105212975,['31005']
5,0.025250139517847527,['31010']
5,0.04884656882426539,['31011']
5,0.03992422644756036,['31012']
5,0.043681573081994295,['31013']
4,0.05738769111644408,['31014']
5,0.05581301031383845,['31015']
5,0.023191139201489172,['31020']
5,0.04897025899474497,['31021']
5,0.03187925828624474,['31022']
5,0.05095030423583476,['31023']
4,0.037643061924021566,['31024']
5,0.056554100126395154,['31025']
4,0.04069559740721373,['31030']
4,0.06730152942467052,['31031']
4,0.06472114046885519,['31032']
4,0.06856466718295222,['31033']
3,0.06167029868863113,['31034']
4,0.07482900834384418,['31035']
5,0.035405412517922494,['31040']
5,0.06319848133363631,['31041']
5,0.04882863381292981,['31042']
5,0.061520301463684944,['31043']
4,0.060272177958911904,['31044']
5,0.07119736402630229,['31045']
5,0.042966652064329425,['31050']
5,0.057714036668329305,['31051']
5,0.05658667118965596,['31052']
5,0.07097677528863446,['31053']
4,0.06189825890228391,['31054']
5,0.058517235417648986,['31055']
5,0.15824224543752222,['31100']
5,0.19298375194827366,['31101']
5,0.18203947620664424,['31102']
5,0.19580967676932237,['31103']
4,0.194585029345603,['31104']
5,0.21050421454730986,['31105']
5,0.3643095611432392,['31110']
5,0.7257608136938711,['31111']
5,0.7017059070532689,['31112']
5,0.8000882325309834,['31113']
4,0.7868479150039042,['31114']
5,0.7955714456644674,['31115']
5,0.30595636504745327,['31120']
5,0.7158597384767491,['31121']
5,0.6729718916151359,['31122']
5,0.8027248702266779,['31123']
4,0.7797859294309881,['31124']
5,0.8075555672958233,['31125']
4,0.484688750875344,['31130']
4,0.8320442262619097,['31131']
4,0.817817413379934,['31132']
4,0.8661259195745065,['31133']
3,0.8611502189322849,['31134']
4,0.863710773763411,['31135']
5,0.4204760054716661,['31140']
5,0.8277402674526397,['31141']
5,0.8033754453042758,['31142']
5,0.8685036450397948,['31143']
4,0.8590209035060382,['31144']
5,0.8702941215721495,['31145']
5,0.5267488621731454,['31150']
5,0.8073393099729506,['31151']
5,0.8030081727988533,['31152']
5,0.8470894876670302,['31153']
4,0.8457331252152896,['31154']
5,0.8369805045273359,['31155']
5,0.13610042013062554,['31200']
5,0.1639357883157441,['31201']
5,0.1595768534869868,['31202']
5,0.16889651177828532,['31203']
4,0.17214545609931867,['31204']
5,0.1848323248188363,['31205']
5,0.3511822746888347,['31210']
5,0.7436149827161201,['31211']
5,0.7096232613033885,['31212']
5,0.8233128946026115,['31213']
4,0.8065497927165277,['31214']
5,0.8225829233572577,['31215']
5,0.2752397385873086,['31220']
5,0.7096300036086362,['31221']
5,0.6570134700065668,['31222']
5,0.8089630752722671,['31223']
4,0.7804836313754024,['31224']
5,0.8229311274229435,['31225']
4,0.48085225360494804,['31230']
4,0.8525327194517388,['31231']
4,0.8343408170041805,['31232']
4,0.8913185010305463,['31233']
3,0.8848847615894646,['31234']
4,0.8897488393367377,['31235']
5,0.3844105924033913,['31240']
5,0.8360839599336554,['31241']
5,0.806058662623846,['31242']
5,0.8862060996832729,['31243']
4,0.8721972922822399,['31244']
5,0.891341315765287,['31245']
5,0.5789688707439613,['31250']
5,0.8419092374274806,['31251']
5,0.8402928031936145,['31252']
5,0.8802253590920611,['31253']
4,0.8792369565390227,['31254']
5,0.8705413038919765,['31255']
5,0.33296270987960463,['31300']
5,0.3667485249350532,['31301']
5,0.3594922583722384,['31302']
5,0.38284066099971276,['31303']
4,0.37163319187622806,['31304']
5,0.39437245596360054,['31305']
5,0.6080284879305415,['31310']
5,0.8823231113836234,['31311']
5,0.869021649756201,['31312']
5,0.9186681183675092,['31313']
4,0.9129986359352142,['31314']
5,0.9164322214677595,['31315']
5,0.5320143955321485,['31320']
5,0.8765933386616047,['31321']
5,0.8510583961069829,['31322']
5,0.9197845304955473,['31323']
4,0.9094850092690241,['31324']
5,0.9230203374415905,['31325']
4,0.723082579870347,['31330']
4,0.9330608451164916,['31331']
4,0.9266601912569435,['31332']
4,0.9481500101386698,['31333']
3,0.9463842699065156,['31334']
4,0.946843742716231,['31335']
5,0.6692927432673434,['31340']
5,0.9303924605569754,['31341']
5,0.9194839540703408,['31342']
5,0.9483129645030822,['31343']
4,0.9447883600205994,['31344']
5,0.9496236688037178,['31345']
5,0.759920605743031,['31350']
5,0.9223575162659993,['31351']
5,0.9197744119202435,['31352']
5,0.9395318140209346,['31353']
4,0.9392786947044643,['31354']
5,0.9349337797597096,['31355']
5,0.28932504513957724,['31400']
5,0.32068272930482045,['31401']
5,0.3084897323580957,['31402']
5,0.3338464076945469,['31403']
4,0.3239288588690865,['31404']
5,0.3572504032490293,['31405']
5,0.5983698986879621,['31410']
5,0.892118938185982,['31411']
5,0.8727622264610334,['31412']
5,0.9299769206748083,['31413']
4,0.9214320445113033,['31414']
5,0.9283690152788825,['31415']
5,0.4968578507812295,['31420']
5,0.8736637589652549,['31421']
5,0.8412918961172129,['31422']
5,0.9237864554784172,['31423']
4,0.910080874287675,['31424']
5,0.9280657183405004,['31425']
4,0.7121215527860286,['31430']
4,0.9422769608111755,['31431']
4,0.9342049175081718,['31432']
4,0.9583402124288599,['31433']
3,0.9555567735074469,['31434']
4,0.9575236034877987,['31435']
5,0.6274907896224199,['31440']
5,0.9352445809479711,['31441']
5,0.9214343345252,['31442']
5,0.9559466127482983,['31443']
4,0.9507539797626723,['31444']
5,0.9580280062582209,['31445']
5,0.7867913440864793,['31450']
5,0.9374591930295617,['31451']
5,0.9361363600381142,['31452']
5,0.9524517977656151,['31453']
4,0.9523801806886215,['31454']
5,0.9497032741926232,['31455']
4,0.3206284236631656,['31500']
4,0.3377163671445835,['31501']
4,0.3331081430007789,['31502']
4,0.3565125957199687,['31503']
3,0.3451165830998552,['31504']
4,0.3676328117652047,['31505']
4,0.5354431406122698,['31510']
4,0.8252185812947423,['31511']
4,0.8132941288016295,['31512']
4,0.8718656687260259,['31513']
3,0.86653190749237,['31514']
4,0.8654684168242418,['31515']
4,0.4954248878511192,['31520']
4,0.8345554536447403,['31521']
4,0.8103979476169593,['31522']
4,0.8817064874909549,['31523']
3,0.8714418948289376,['31524']
4,0.883137522306843,['31525']
3,0.6550087279373058,['31530']
3,0.8913874205028341,['31531']
3,0.8857200121631361,['31532']
3,0.9125324594236343,['31533']
2,0.9097062771322082,['31534']
3,0.9096541147934135,['31535']
4,0.6202689094572743,['31540']
4,0.8958736960503859,['31541']
4,0.8853500667246146,['31542']
4,0.9158505081054626,['31543']
3,0.9118752267538942,['31544']
4,0.9158601599428929,['31545']
4,0.6505812980782316,['31550']
4,0.8682212498490426,['31551']
4,0.8660347011304651,['31552']
4,0.8962222727681706,['31553']
3,0.8955962202045136,['31554']
4,0.8889199971646552,['31555']
5,0.015546544826926823,['32000']
5,0.015768801786335572,['32001']
5,0.016818050531043363,['32002']
5,0.02074864720490208,['32003']
4,0.022908034416739588,['32004']
5,0.017695104906553075,['32005']
5,0.03218223340656112,['32010']
5,0.04024307606885763,['32011']
5,0.05216350127223686,['32012']
5,0.04997915943478298,['32013']
4,0.05832619189377994,['32014']
5,0.0594521497778851,['32015']
5,0.02600932226010525,['32020']
5,0.0376937829104379,['32021']
5,0.05288618587919936,['32022']
5,0.05258168569334465,['32023']
4,0.03928954601982521,['32024']
5,0.06302854378807082,['32025']
4,0.04055132481980694,['32030']
4,0.06121147737125014,['32031']
4,0.06496566287965776,['32032']
4,0.0649918860019204,['32033']
3,0.06152364615672712,['32034']
4,0.07149360099399824,['32035']
5,0.03321415304127446,['32040']
5,0.050966785832148434,['32041']
5,0.04937777145673621,['32042']
5,0.061853047174660516,['32043']
4,0.05863927251872802,['32044']
5,0.06533657680887835,['32045']
5,0.030015883060964824,['32050']
5,0.053360110659936295,['32051']
5,0.06782178456270174,['32052']
5,0.05588624012214839,['32053']
4,0.0582567837199334,['32054']
5,0.05955465440892284,['32055']
5,0.15064515847825816,['32100']
5,0.17860437040449767,['32101']
5,0.16529393866549968,['32102']
5,0.188562814719715,['32103']
4,0.1819982910628682,['32104']
5,0.20426359787149817,['32105']
5,0.3484840596524924,['32110']
5,0.7265657248680663,['32111']
5,0.6959675635910257,['32112']
5,0.8001101654030711,['32113']
4,0.7859397789202067,['32114']
5,0.7958076054285518,['32115']
5,0.28466387235932167,['32120']
5,0.7068496641807925,['32121']
5,0.6573785198227566,['32122']
5,0.7982084806859813,['32123']
4,0.7728574603377837,['32124']
5,0.8054240834049036,['32125']
4,0.4772760416122578,['32130']
4,0.8293721722061059,['32131']
4,0.8160720961715238,['32132']
4,0.8688841646319475,['32133']
3,0.8625844193920966,['32134']
4,0.8663812948236544,['32135']
5,0.39970432814671164,['32140']
5,0.8241007366336296,['32141']
5,0.7982903187136444,['32142']
5,0.8666459263816759,['32143']
4,0.8575770906334088,['32144']
5,0.8699409869351793,['32145']
5,0.5328796645795202,['32150']
5,0.8096132249837451,['32151']
5,0.8066271258256356,['32152']
5,0.8506848932600592,['32153']
4,0.8503018449782289,['32154']
5,0.8406013368454658,['32155']
5,0.12270028310005844,['32200']
5,0.14763399340133218,['32201']
5,0.14331006697644727,['32202']
5,0.16569011744279255,['32203']
4,0.14957832987491804,['32204']
5,0.15606910329968404,['32205']
5,0.3255900162153174,['32210']
5,0.7211981149927642,['32211']
5,0.6782568165974827,['32212']
5,0.8072473675803223,['32213']
4,0.7885452901312632,['32214']
5,0.8043657533342727,['32215']
5,0.24342404859536332,['32220']
5,0.6807756026299406,['32221']
5,0.6145934786598509,['32222']
5,0.7858925639912652,['32223']
4,0.7522337951867594,['32224']
5,0.8002038203539106,['32225']
4,0.4383778946891614,['32230']
4,0.83727632963085,['32231']
4,0.8167922307760908,['32232']
4,0.8827314128399691,['32233']
3,0.874774032664503,['32234']
4,0.8823289624876545,['32235']
5,0.35440217378048466,['32240']
5,0.8179071851190266,['32241']
5,0.780501837754963,['32242']
5,0.8743170327230139,['32243']
4,0.8597966679460903,['32244']
5,0.8814831867421421,['32245']
5,0.5564606342667411,['32250']
5,0.8313745994738259,['32251']
5,0.8281057037790548,['32252']
5,0.872581047124514,['32253']
4,0.8712223225700979,['32254']
5,0.861324081154774,['32255']
5,0.3158699520429034,['32300']
5,0.34555388305613666,['32301']
5,0.33218421072934406,['32302']
5,0.3677338847423127,['32303']
4,0.35042426988924613,['32304']
5,0.38775525893889085,['32305']
5,0.60143962239551,['32310']
5,0.8812438210912621,['32311']
5,0.866517156313172,['32312']
5,0.9190642046100854,['32313']
4,0.9130548659536459,['32314']
5,0.9168633553603732,['32315']
5,0.5132724981801746,['32320']
5,0.8728630428392559,['32321']
5,0.844788258216749,['32322']
5,0.9181982764757115,['32323']
4,0.9065315379344836,['32324']
5,0.9213104868746611,['32325']
4,0.7164463349531145,['32330']
4,0.9337911781550401,['32331']
4,0.9255892088165165,['32332']
4,0.9488231256812758,['32333']
3,0.9463117755156132,['32334']
4,0.9478394146230411,['32335']
5,0.6460806220601123,['32340']
5,0.9302455346924191,['32341']
5,0.9176646511901093,['32342']
5,0.9488581598005167,['32343']
4,0.9445063252236005,['32344']
5,0.9507084402185547,['32345']
5,0.759243582691433,['32350']
5,0.9233779895547669,['32351']
5,0.9210111968687683,['32352']
5,0.9411862917275252,['32353']
4,0.9405373301990265,['32354']
5,0.9359665145482445,['32355']
5,0.2571084104915467,['32400']
5,0.29211618120512156,['32401']
5,0.2709291587392377,['32402']
5,0.30796859142530947,['32403']
4,0.2943610632202638,['32404']
5,0.33221521626086864,['32405']
5,0.5545865792756222,['32410']
5,0.8788834703649279,['32411']
5,0.85700183906899,['32412']
5,0.9219310605660183,['32413']
4,0.9129891778206816,['32414']
5,0.9219157446712041,['32415']
5,0.45448838411384473,['32420']
5,0.8553983292984502,['32421']
5,0.8197361168140819,['32422']
5,0.9132879302563316,['32423']
4,0.8967730876711082,['32424']
5,0.9201621307632899,['32425']
4,0.679369446155171,['32430']
4,0.935670634345852,['32431']
4,0.9274265932078285,['32432']
4,0.9547093637363496,['32433']
3,0.9515802930310691,['32434']
4,0.9544502230488454,['32435']
5,0.5871485512536647,['32440']
5,0.9280569649930013,['32441']
5,0.9109229068257223,['32442']
5,0.9515999712226418,['32443']
4,0.9453624850569673,['32444']
5,0.9542990357316822,['32445']
5,0.7693029474864138,['32450']
5,0.9329099993940428,['32451']
5,0.931688995952532,['32452']
5,0.9507471736894576,['32453']
4,0.9492060671887423,['32454']
5,0.9465284203722256,['32455']
4,0.33414160296184386,['32500']
4,0.36070761730388573,['32501']
4,0.3452682252345811,['32502']
4,0.37108857699828035,['32503']
3,0.36534945599299773,['32504']
4,0.38548771530111786,['32505']
4,0.5604101909581848,['32510']
4,0.8395794040982124,['32511']
4,0.8264958977811627,['32512']
4,0.8820965087884161,['32513']
3,0.8767998971679698,['32514']
4,0.875970684280668,['32515']
4,0.5156854489778571,['32520']
4,0.8467684765626605,['32521']
4,0.8233337319943018,['32522']
4,0.8906090148188393,['32523']
3,0.8817259924599632,['32524']
4,0.8920681445861085,['32525']
3,0.6757263908787565,['32530']
3,0.9006165976882334,['32531']
3,0.894842078536172,['32532']
3,0.919445610478102,['32533']
2,0.9174490467327864,['32534']
3,0.9170509672204838,['32535']
4,0.6432164768274978,['32540']
4,0.9048471150096127,['32541']
4,0.8942371078838789,['32542']
4,0.9227925259265068,['32543']
3,0.9191937024029965,['32544']
4,0.9231208434919652,['32545']
4,0.6711051204850478,['32550']
4,0.8793482491987676,['32551']
4,0.8768171183058965,['32552']
4,0.905035268211481,['32553']
3,0.9043877162319631,['32554']
4,0.897573374014259,['32555']
4,0.022282578249631074,['33000']
4,0.027334514984090105,['33001']
4,0.028478834966761936,['33002']
4,0.023289527201657244,['33003']
3,0.02743818793857637,['33004']
4,0.023597593822687786,['33005']
4,0.032586882779622114,['33010']
4,0.060126421203507835,['33011']
4,0.05997541116334389,['33012']
4,0.05880997944116642,['33013']
3,0.0677933621510119,['33014']
4,0.06486791427727429,['33015']
4,0.02979743737887548,['33020']
4,0.04777703457054965,['33021']
4,0.04980019423434202,['33022']
4,0.060843081741496385,['33023']
3,0.0534818668672185,['33024']
4,0.07119040688130508,['33025']
3,0.036513746009996184,['33030']
3,0.07057797266301385,['33031']
3,0.06713690430948432,['33032']
3,0.08883287778655255,['33033']
2,0.08393948431097059,['33034']
3,0.08000112200921472,['33035']
4,0.03520151364615459,['33040']
4,0.074040552849221,['33041']
4,0.06330322096837272,['33042']
4,0.08349664120505645,['33043']
3,0.07873195781707633,['33044']
4,0.08658246568604179,['33045']
4,0.04840054534714318,['33050']
4,0.07525032044861267,['33051']
4,0.06901418016830961,['33052']
4,0.08458005443415338,['33053']
3,0.07783457454386755,['33054']
4,0.09176427798433764,['33055']
4,0.25884917430894977,['33100']
4,0.29302377269928287,['33101']
4,0.2805389685504398,['33102']
4,0.30640598385671447,['33103']
3,0.2913270411628181,['33104']
4,0.313723264967747,['33105']
4,0.5089508683404701,['33110']
4,0.8287401218193321,['33111']
4,0.8099015766354548,['33112']
4,0.877849696663371,['33113']
3,0.8709082538227723,['33114']
4,0.8743772378051277,['33115']
4,0.4370083055695041,['33120']
4,0.8221870151697094,['33121']
4,0.7893323456163566,['33122']
