ratio,res,res_std_plus,res_std_minus,z_star_arr
0.1,0.9456414374415014,0.9456414374415014,0.9456414374415014,['43534']
0.35,0.9456414374415014,0.9456414374415014,0.9456414374415014,['43534']
0.6,0.9456414374415014,0.9456414374415014,0.9456414374415014,['43534']
0.8499999999999999,0.9456414374415014,0.9456414374415014,0.9456414374415014,['43534']
1.0999999999999999,0.9456414374415014,0.9456414374415014,0.9456414374415014,['43534']
1.3499999999999999,0.08461836584359694,0.0975010906500959,0.07173564103709798,['43034']
1.5999999999999999,0.08552757711244374,0.09852440158188001,0.07253075264300747,['43034']
1.8499999999999999,0.08189073203705659,0.09442334449279047,0.06935811958132271,['43034']
2.0999999999999996,0.07916309823051626,0.09133308720346885,0.06699310925756367,['43034']
2.3499999999999996,0.09098284472552444,0.10463918587692309,0.0773265035741258,['43034']
2.5999999999999996,0.08461836584359696,0.09750109065009592,0.071735641037098,['43034']
2.8499999999999996,0.08370915457475016,0.09647650109897277,0.07094180805052755,['43034']
3.0999999999999996,0.09189205599437124,0.10565440347746362,0.07812970851127886,['43034']
3.3499999999999996,0.07734467569282268,0.0892654028555134,0.06542394853013195,['43034']
3.5999999999999996,0.08370915457475016,0.09647650109897277,0.07094180805052755,['43034']
3.8499999999999996,0.08189073203705659,0.09442334449279047,0.06935811958132271,['43034']
4.1,0.0755262531551291,0.0871912601113479,0.06386124619891032,['43034']
4.349999999999999,0.08916442218783087,0.10260550490003228,0.07572333947562945,['43034']
4.599999999999999,0.08189073203705659,0.09442334449279047,0.06935811958132271,['43034']
4.849999999999999,0.0764354644239759,0.08822916479105741,0.0646417640568944,['43034']
5.099999999999999,0.08189073203705659,0.09442334449279047,0.06935811958132271,['43034']
5.349999999999999,0.08461836584359694,0.0975010906500959,0.07173564103709798,['43034']
5.599999999999999,0.08916442218783087,0.10260550490003228,0.07572333947562945,['43034']
5.849999999999999,0.08007230949936302,0.09236463065435438,0.06777998834437166,['43034']
6.099999999999999,0.07279861934858876,0.08406697167635743,0.061530267020820095,['43034']
6.349999999999999,0.07916309823051625,0.09133308720346883,0.06699310925756366,['43034']
6.599999999999999,0.08279994330590339,0.09545059794422638,0.0701492886675804,['43034']
6.849999999999999,0.08825521091898408,0.1015869891166249,0.07492343272134326,['43034']
7.099999999999999,0.08552757711244374,0.09852440158188001,0.07253075264300747,['43034']
7.349999999999999,0.08825521091898408,0.1015869891166249,0.07492343272134326,['43034']
7.599999999999999,0.07552625315512909,0.08719126011134788,0.0638612461989103,['43034']
7.849999999999999,0.09189205599437122,0.1056544034774636,0.07812970851127884,['43034']
8.1,0.08643678838129051,0.09954646727963275,0.07332710948294828,['43034']
8.349999999999998,0.07370783061743555,0.08511022445407128,0.06230543678079982,['43034']
8.599999999999998,0.09007363345667765,0.103622894902245,0.07652437201111031,['43034']
8.849999999999998,0.07643546442397589,0.08822916479105739,0.0646417640568944,['43034']
9.099999999999998,0.07643546442397589,0.08822916479105739,0.0646417640568944,['43034']
9.349999999999998,0.0873459996501373,0.1005673196305663,0.0741246796697083,['43034']
9.599999999999998,0.08279994330590339,0.09545059794422638,0.0701492886675804,['43034']
9.849999999999998,0.07825388696166945,0.09030002702830804,0.06620774689503085,['43034']
10.099999999999998,0.07916309823051626,0.09133308720346885,0.06699310925756367,['43034']
10.349999999999998,0.08643678838129051,0.09954646727963275,0.07332710948294828,['43034']
10.599999999999998,0.0755262531551291,0.0871912601113479,0.06386124619891032,['43034']
10.849999999999998,0.07825388696166945,0.09030002702830803,0.06620774689503087,['43034']
11.099999999999998,0.08461836584359694,0.0975010906500959,0.07173564103709798,['43034']
11.349999999999998,0.0809815207682098,0.09339470222310112,0.06856833931331849,['43034']
11.599999999999998,0.07370783061743555,0.08511022445407128,0.06230543678079982,['43034']
11.849999999999998,0.07734467569282268,0.0892654028555134,0.06542394853013195,['43034']
12.099999999999998,0.07461704188628232,0.08615163303238352,0.06308245074018112,['43034']
12.349999999999998,0.07734467569282268,0.0892654028555134,0.06542394853013195,['43034']
