ratio,res,res_std_plus,res_std_minus,z_star_arr
0.1,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
0.4,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
0.7000000000000001,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
1.0000000000000002,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
1.3000000000000003,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
1.6000000000000003,0.00015306369895961994,0.00015306369895961994,0.00015306369895961994,['43534']
1.9000000000000004,0.6173151693767771,0.6274256347304348,0.6072047040231194,['43034']
2.2000000000000006,0.621601017332873,0.6316409693302136,0.6115610653355323,['43034']
2.5000000000000004,0.6192932530488213,0.6293714162659909,0.6092150898316517,['43034']
2.8000000000000003,0.614677724480718,0.6248306199077953,0.6045248290536407,['43034']
3.1000000000000005,0.6158316066227438,0.6259660283175643,0.6056971849279233,['43034']
3.400000000000001,0.6143480438687106,0.6245061920747506,0.6041898956626706,['43034']
3.7000000000000006,0.62324942039291,0.6332617288504357,0.6132371119353842,['43034']
4.0,0.6247329831469431,0.6347201609044553,0.614745805389431,['43034']
4.300000000000001,0.6230845800869064,0.6330996660992888,0.6130694940745239,['43034']
4.6000000000000005,0.6192932530488214,0.629371416265991,0.6092150898316518,['43034']
4.9,0.6166558081527623,0.6267769492473357,0.6065346670581889,['43034']
5.2,0.6163261275407549,0.6264525894054095,0.6061996656761003,['43034']
5.5,0.6204471351908472,0.630506263886992,0.6103880064947023,['43034']
5.800000000000001,0.6112160780546405,0.6214235680049148,0.6010085881043662,['43034']
6.1000000000000005,0.618963572436814,0.6290471480871013,0.6088799967865267,['43034']
6.4,0.625886865288969,0.6358543310131123,0.6159193995648257,['43034']
6.700000000000001,0.614677724480718,0.6248306199077953,0.6045248290536407,['43034']
7.000000000000001,0.6145128841747143,0.6246684074011356,0.604357360948293,['43034']
7.300000000000001,0.6110512377486369,0.6212612967369089,0.6008411787603649,['43034']
7.6000000000000005,0.6204471351908473,0.6305062638869922,0.6103880064947024,['43034']
7.9,0.6176448499887844,0.6277499603354755,0.6075397396420934,['43034']
8.200000000000001,0.6258868652889691,0.6358543310131124,0.6159193995648258,['43034']
8.500000000000002,0.6179745306007919,0.6280742744919607,0.607874786709623,['43034']
8.8,0.6135238423386922,0.623695073223275,0.6033526114541093,['43034']
9.100000000000001,0.6171503290707733,0.6272634676403906,0.6070371905011559,['43034']
9.4,0.616820648458766,0.6269391248965831,0.606702172020949,['43034']
9.700000000000001,0.6242384622289321,0.6342340434795554,0.6142428809783088,['43034']
10.000000000000002,0.6229197397809025,0.632937600408126,0.6129018791536791,['43034']
10.3,0.6230845800869063,0.6330996660992887,0.6130694940745238,['43034']
10.600000000000001,0.6150074050927254,0.6251550364531748,0.6048597737322761,['43034']
10.9,0.6074247510165557,0.6176906304861964,0.5971588715469149,['43034']
11.200000000000001,0.619458093354825,0.6295335460288615,0.6093826406807886,['43034']
11.500000000000002,0.6143480438687108,0.6245061920747508,0.6041898956626708,['43034']
11.8,0.6159964469287476,0.6261282181871928,0.6058646756703023,['43034']
12.100000000000001,0.614677724480718,0.6248306199077953,0.6045248290536407,['43034']
12.400000000000002,0.6234142606989136,0.6334237886591194,0.6134047327387078,['43034']
12.700000000000001,0.6178096902947882,0.6279121188459269,0.6077072617436494,['43034']
13.000000000000002,0.6201174545788399,0.6301820361821097,0.6100528729755702,['43034']
13.300000000000002,0.6821246381200341,0.6936970745657127,0.6705522016743555,['43004']
13.600000000000001,0.7021856239228479,0.7134437051258066,0.6909275427198892,['43004']
13.900000000000002,0.6897663113745117,0.7012489722384627,0.6782836505105607,['43004']
14.200000000000001,0.6994716426601748,0.7107916164060487,0.6881516689143009,['43004']
14.500000000000002,0.7057686188085641,0.7170145569412112,0.694522680675917,['43004']
14.800000000000002,0.7007153925233491,0.7120198068953884,0.6894109781513099,['43004']
15.100000000000001,0.7050429377995527,0.7162657843116518,0.6938200912874537,['43004']
15.400000000000002,0.7011752036491156,0.7124932657201177,0.6898571415781134,['43004']
15.700000000000001,0.6842250841721532,0.6957485116148274,0.672701656729479,['43004']
16.000000000000004,0.6989557078900612,0.7102867582066084,0.6876246575735141,['43004']
16.300000000000004,0.6998713396379286,0.7111973110365579,0.6885453682392992,['43004']
16.600000000000005,0.6964419660617047,0.7078377549108464,0.685046177212563,['43004']
16.900000000000006,0.687524491903272,0.6990084104621742,0.6760405733443698,['43004']
17.200000000000003,0.6965831406828372,0.707942229628715,0.6852240517369594,['43004']
17.500000000000004,0.6913544723173324,0.7027883001926123,0.6799206444420525,['43004']
17.800000000000004,0.6937508446841736,0.7051473047970571,0.68235438457129,['43004']
18.100000000000005,0.7044313971983025,0.7156801250417384,0.6931826693548666,['43004']
18.400000000000006,0.6900404386444626,0.7015105728330395,0.6785703044558857,['43004']
18.700000000000003,0.6904404854004925,0.7019059219884228,0.6789750488125622,['43004']
19.000000000000004,0.6870235333187202,0.6985605122032081,0.6754865544342323,['43004']
19.300000000000004,0.6994334568111948,0.7107810831379838,0.6880858304844059,['43004']
19.600000000000005,0.6927710055093327,0.7042137699127673,0.6813282411058981,['43004']
19.900000000000006,0.6930025255990931,0.7044149631576017,0.6815900880405846,['43004']
20.200000000000003,0.6945563265279455,0.7059318986826212,0.6831807543732699,['43004']
20.500000000000004,0.6928592283994537,0.7042827165350576,0.6814357402638498,['43004']
20.800000000000004,0.7007984830201647,0.7121132415678537,0.6894837244724756,['43004']
21.100000000000005,0.7018784773265562,0.7131863905263253,0.6905705641267871,['43004']
21.400000000000006,0.6922117285880839,0.7036312239547793,0.6807922332213885,['43004']
