w1_values,w2_values,res,z_star_arr
0.1,0.1,7.27239329781431,['40004']
1.55,0.1,8.073031410431128,['00000']
3.0,0.1,8.205991567700249,['00000']
0.1,1.55,0.0,['43534']
1.55,1.55,7.305324829748491,['40004']
3.0,1.55,7.783859787370922,['40000']
0.1,3.0,0.0,['43534']
1.55,3.0,7.282985306296621,['40004']
3.0,3.0,7.193454364983309,['40004']
