z,t,k,N1,N2,utl1,utl2
['51244'],3,100,10000,5000,1.0744670815614028,2.0
['51245'],3,100,10000,5000,1.0620968876329546,1.0
['51250'],3,100,10000,5000,1.3738519315101614,1.0
['51251'],3,100,10000,5000,1.0928177322454846,1.0
['51252'],3,100,10000,5000,1.0991572685082929,1.0
['51253'],3,100,10000,5000,1.0617851571443797,1.0
['51254'],3,100,10000,5000,1.0633688097200915,2.0
['51255'],3,100,10000,5000,1.0681928848450006,1.0
['51300'],3,100,10000,5000,1.7840434658625302,1.0
['51301'],3,100,10000,5000,1.7102412132661056,1.0
['51302'],3,100,10000,5000,1.731347196739295,1.0
['51303'],3,100,10000,5000,1.6844084624316495,1.0
['51304'],3,100,10000,5000,1.7056798906310628,2.0
['51305'],3,100,10000,5000,1.6569915451124413,1.0
['51310'],3,100,10000,5000,1.3000661905732112,1.0
['51311'],3,100,10000,5000,1.0635608512497345,1.0
['51312'],3,100,10000,5000,1.0629332730969474,1.0
['51313'],3,100,10000,5000,1.0343509305287018,1.0
['51314'],3,100,10000,5000,1.0364840447135986,2.0
['51315'],3,100,10000,5000,1.0360362763357316,1.0
['51320'],3,100,10000,5000,1.3718303369491192,1.0
['51321'],3,100,10000,5000,1.0599172184589614,1.0
['51322'],3,100,10000,5000,1.0754272344568454,1.0
['51323'],3,100,10000,5000,1.0329110810699684,1.0
['51324'],3,100,10000,5000,1.0359519624723719,2.0
['51325'],3,100,10000,5000,1.0306103850222221,1.0
['51330'],3,100,10000,5000,1.197599044471521,2.0
['51331'],3,100,10000,5000,1.0255625170424052,2.0
['51332'],3,100,10000,5000,1.0272071674777072,2.0
['51333'],3,100,10000,5000,1.0184551624437561,2.0
['51334'],3,100,10000,5000,1.0182922117494368,3.0
['51335'],3,100,10000,5000,1.0173611975523023,2.0
['51340'],3,100,10000,5000,1.2427156163580249,1.0
['51341'],3,100,10000,5000,1.0269970966858541,1.0
['51342'],3,100,10000,5000,1.0298892962266257,1.0
['51343'],3,100,10000,5000,1.018833586415729,1.0
['51344'],3,100,10000,5000,1.0199366584782248,2.0
['51345'],3,100,10000,5000,1.0178781724222659,1.0
['51350'],3,100,10000,5000,1.168667934162574,1.0
['51351'],3,100,10000,5000,1.0294704041590785,1.0
['51352'],3,100,10000,5000,1.0281867070580302,1.0
['51353'],3,100,10000,5000,1.0191013384809826,1.0
['51354'],3,100,10000,5000,1.0184426472484798,2.0
['51355'],3,100,10000,5000,1.0209364566830863,1.0
['51400'],3,100,10000,5000,1.8978182118493871,1.0
['51401'],3,100,10000,5000,1.8037208680875851,1.0
['51402'],3,100,10000,5000,1.8369025097141318,1.0
['51403'],3,100,10000,5000,1.7870052614314123,1.0
['51404'],3,100,10000,5000,1.8206920255862402,2.0
['51405'],3,100,10000,5000,1.7579994531145098,1.0
['51410'],3,100,10000,5000,1.3389272227286253,1.0
['51411'],3,100,10000,5000,1.0850161370304225,1.0
['51412'],3,100,10000,5000,1.0880396105891845,1.0
['51413'],3,100,10000,5000,1.0554754813165896,1.0
['51414'],3,100,10000,5000,1.0619460401523857,2.0
['51415'],3,100,10000,5000,1.0565608990537443,1.0
['51420'],3,100,10000,5000,1.4365078488369045,1.0
['51421'],3,100,10000,5000,1.0899603082152265,1.0
['51422'],3,100,10000,5000,1.11048608437694,1.0
['51423'],3,100,10000,5000,1.058810099476593,1.0
['51424'],3,100,10000,5000,1.0674909324054136,2.0
['51425'],3,100,10000,5000,1.0565620862823055,1.0
['51430'],3,100,10000,5000,1.2252054465276514,2.0
['51431'],3,100,10000,5000,1.0464171513201674,2.0
['51432'],3,100,10000,5000,1.049062078869452,2.0
['51433'],3,100,10000,5000,1.0392205338557472,2.0
['51434'],3,100,10000,5000,1.041014378640465,3.0
['51435'],3,100,10000,5000,1.0382632545773494,2.0
['51440'],3,100,10000,5000,1.312390687092429,1.0
['51441'],3,100,10000,5000,1.0545325211431404,1.0
['51442'],3,100,10000,5000,1.0593553573026433,1.0
['51443'],3,100,10000,5000,1.043530043108809,1.0
['51444'],3,100,10000,5000,1.0481532483386848,2.0
['51445'],3,100,10000,5000,1.0433482021464255,1.0
['51450'],3,100,10000,5000,1.1763248478770238,1.0
['51451'],3,100,10000,5000,1.0463534148144469,1.0
['51452'],3,100,10000,5000,1.0455326118572554,1.0
['51453'],3,100,10000,5000,1.0378043077567283,1.0
['51454'],3,100,10000,5000,1.0383927621729085,2.0
['51455'],3,100,10000,5000,1.0397414052781873,1.0
['51500'],3,100,10000,5000,1.8206498252444774,2.0
['51501'],3,100,10000,5000,1.7328233364992074,2.0
['51502'],3,100,10000,5000,1.7415486481432738,2.0
['51503'],3,100,10000,5000,1.7151323239086913,2.0
['51504'],3,100,10000,5000,1.732713665017378,3.0
['51505'],3,100,10000,5000,1.6890784014126332,2.0
['51510'],3,100,10000,5000,1.3574796604757453,2.0
['51511'],3,100,10000,5000,1.0819391696131142,2.0
['51512'],3,100,10000,5000,1.0804655946445498,2.0
['51513'],3,100,10000,5000,1.0432013100794868,2.0
['51514'],3,100,10000,5000,1.0456847344089089,3.0
['51515'],3,100,10000,5000,1.0491480488990257,2.0
['51520'],3,100,10000,5000,1.405331970746967,2.0
['51521'],3,100,10000,5000,1.0674705041653665,2.0
['51522'],3,100,10000,5000,1.0850792182266977,2.0
['51523'],3,100,10000,5000,1.0341050648365944,2.0
['51524'],3,100,10000,5000,1.0385616324867872,3.0
['51525'],3,100,10000,5000,1.0354589601427024,2.0
['51530'],3,100,10000,5000,1.233090838372444,3.0
['51531'],3,100,10000,5000,1.02725330189672,3.0
['51532'],3,100,10000,5000,1.0291578950727738,3.0
['51533'],3,100,10000,5000,1.016004689384452,3.0
['51534'],3,100,10000,5000,1.015855958168506,4.0
['51535'],3,100,10000,5000,1.017781986171238,3.0
['51540'],3,100,10000,5000,1.264942978543465,2.0
['51541'],3,100,10000,5000,1.0258289278676713,2.0
['51542'],3,100,10000,5000,1.0301851283698003,2.0
['51543'],3,100,10000,5000,1.0142235731021325,2.0
['51544'],3,100,10000,5000,1.0162939268385656,3.0
['51545'],3,100,10000,5000,1.0155302335532874,2.0
['51550'],3,100,10000,5000,1.2469802589398575,2.0
['51551'],3,100,10000,5000,1.0453618938774434,2.0
['51552'],3,100,10000,5000,1.044338035097315,2.0
['51553'],3,100,10000,5000,1.0255580636817283,2.0
['51554'],3,100,10000,5000,1.0255219787758898,3.0
['51555'],3,100,10000,5000,1.032261972938483,2.0
['52000'],3,100,10000,5000,12.363856342598591,1.0
['52001'],3,100,10000,5000,12.076749964783893,1.0
['52002'],3,100,10000,5000,12.204532779413286,1.0
['52003'],3,100,10000,5000,12.200540055616736,1.0
['52004'],3,100,10000,5000,12.300703705954092,2.0
['52005'],3,100,10000,5000,12.092612218053308,1.0
['52010'],3,100,10000,5000,11.388143538612672,1.0
['52011'],3,100,10000,5000,10.003896002311926,1.0
['52012'],3,100,10000,5000,10.394489690507093,1.0
['52013'],3,100,10000,5000,10.128917763575018,1.0
['52014'],3,100,10000,5000,9.763714110945205,2.0
['52015'],3,100,10000,5000,9.828354613638833,1.0
['52020'],3,100,10000,5000,11.614852972957447,1.0
['52021'],3,100,10000,5000,10.254887373861482,1.0
['52022'],3,100,10000,5000,10.482588365745382,1.0
['52023'],3,100,10000,5000,10.101291220193877,1.0
['52024'],3,100,10000,5000,9.965436342854973,2.0
['52025'],3,100,10000,5000,9.9988810535653,1.0
['52030'],3,100,10000,5000,11.015638711342053,2.0
['52031'],3,100,10000,5000,9.646547401958152,2.0
['52032'],3,100,10000,5000,9.770174398219345,2.0
['52033'],3,100,10000,5000,9.553209209938887,2.0
['52034'],3,100,10000,5000,9.586428164928686,3.0
['52035'],3,100,10000,5000,9.302744155055029,2.0
['52040'],3,100,10000,5000,11.195329596125024,1.0
['52041'],3,100,10000,5000,9.938446694130976,1.0
['52042'],3,100,10000,5000,9.979696756747721,1.0
['52043'],3,100,10000,5000,9.69740063663695,1.0
['52044'],3,100,10000,5000,9.598679180984202,2.0
['52045'],3,100,10000,5000,9.564332032554393,1.0
['52050'],3,100,10000,5000,10.417986135753138,1.0
['52051'],3,100,10000,5000,9.734916477144072,1.0
['52052'],3,100,10000,5000,9.753175654188011,1.0
['52053'],3,100,10000,5000,9.596326585574705,1.0
['52054'],3,100,10000,5000,9.579466808145186,2.0
['52055'],3,100,10000,5000,9.453203956201973,1.0
['52100'],3,100,10000,5000,2.3154674469192362,1.0
['52101'],3,100,10000,5000,2.179532897349824,1.0
['52102'],3,100,10000,5000,2.213884985804326,1.0
['52103'],3,100,10000,5000,2.1372006940323103,1.0
['52104'],3,100,10000,5000,2.1798748959494487,2.0
['52105'],3,100,10000,5000,2.1067535539920454,1.0
['52110'],3,100,10000,5000,1.6154412630738606,1.0
['52111'],3,100,10000,5000,1.1808780540432864,1.0
['52112'],3,100,10000,5000,1.1932908839459275,1.0
['52113'],3,100,10000,5000,1.1084142411941063,1.0
['52114'],3,100,10000,5000,1.117290616164584,2.0
['52115'],3,100,10000,5000,1.1124973531762095,1.0
['52120'],3,100,10000,5000,1.7422436431769992,1.0
['52121'],3,100,10000,5000,1.1865814034007245,1.0
['52122'],3,100,10000,5000,1.224856874549438,1.0
['52123'],3,100,10000,5000,1.109746145479141,1.0
['52124'],3,100,10000,5000,1.128545032249889,2.0
['52125'],3,100,10000,5000,1.1083473469274925,1.0
['52130'],3,100,10000,5000,1.437875722256869,2.0
['52131'],3,100,10000,5000,1.081361840693575,2.0
['52132'],3,100,10000,5000,1.0879365396245735,2.0
['52133'],3,100,10000,5000,1.0505927295338429,2.0
['52134'],3,100,10000,5000,1.055133396692679,3.0
['52135'],3,100,10000,5000,1.0516981515835495,2.0
['52140'],3,100,10000,5000,1.5229497809169699,1.0
['52141'],3,100,10000,5000,1.0882758394156598,1.0
['52142'],3,100,10000,5000,1.1040582591186066,1.0
['52143'],3,100,10000,5000,1.0537979804628388,1.0
['52144'],3,100,10000,5000,1.0612282950822949,2.0
['52145'],3,100,10000,5000,1.0530011423966423,1.0
['52150'],3,100,10000,5000,1.3791688986734516,1.0
['52151'],3,100,10000,5000,1.0929417977339722,1.0
['52152'],3,100,10000,5000,1.0955537928263548,1.0
['52153'],3,100,10000,5000,1.0585551318920168,1.0
['52154'],3,100,10000,5000,1.0609548440625653,2.0
['52155'],3,100,10000,5000,1.0669581305920424,1.0
['52200'],3,100,10000,5000,2.5100363065284594,1.0
['52201'],3,100,10000,5000,2.355106747319292,1.0
['52202'],3,100,10000,5000,2.380958305380111,1.0
['52203'],3,100,10000,5000,2.331908416308536,1.0
['52204'],3,100,10000,5000,2.3438384597883806,2.0
['52205'],3,100,10000,5000,2.2708690947589405,1.0
['52210'],3,100,10000,5000,1.70208261395948,1.0
['52211'],3,100,10000,5000,1.2020736275122612,1.0
['52212'],3,100,10000,5000,1.2401850333536566,1.0
['52213'],3,100,10000,5000,1.1309063736675526,1.0
['52214'],3,100,10000,5000,1.1453403609870734,2.0
['52215'],3,100,10000,5000,1.131736955933352,1.0
['52220'],3,100,10000,5000,1.8801762815977197,1.0
['52221'],3,100,10000,5000,1.253854123174573,1.0
['52222'],3,100,10000,5000,1.3389141542740444,1.0
['52223'],3,100,10000,5000,1.170803782646167,1.0
['52224'],3,100,10000,5000,1.199892301895905,2.0
['52225'],3,100,10000,5000,1.1656191132954823,1.0
['52230'],3,100,10000,5000,1.5193165270942037,2.0
['52231'],3,100,10000,5000,1.1030602974539343,2.0
['52232'],3,100,10000,5000,1.132077716733228,2.0
['52233'],3,100,10000,5000,1.076563323820832,2.0
['52234'],3,100,10000,5000,1.0812091591995545,3.0
['52235'],3,100,10000,5000,1.0725345658311376,2.0
['52240'],3,100,10000,5000,1.6366395144281258,1.0
['52241'],3,100,10000,5000,1.1223826363353362,1.0
['52242'],3,100,10000,5000,1.167752075069466,1.0
['52243'],3,100,10000,5000,1.0836506003684103,1.0
['52244'],3,100,10000,5000,1.0948001726001526,2.0
['52245'],3,100,10000,5000,1.0814665620307957,1.0
['52250'],3,100,10000,5000,1.4087413603121695,1.0
['52251'],3,100,10000,5000,1.1037648490857188,1.0
['52252'],3,100,10000,5000,1.12416911951146,1.0
['52253'],3,100,10000,5000,1.0801281125809825,1.0
['52254'],3,100,10000,5000,1.079654037959412,2.0
['52255'],3,100,10000,5000,1.0855981236006214,1.0
['52300'],3,100,10000,5000,1.7995344072143376,1.0
['52301'],3,100,10000,5000,1.7148828691322862,1.0
['52302'],3,100,10000,5000,1.7299939645967997,1.0
['52303'],3,100,10000,5000,1.6857051751278953,1.0
['52304'],3,100,10000,5000,1.7072929107909778,2.0
['52305'],3,100,10000,5000,1.6640890918389406,1.0
['52310'],3,100,10000,5000,1.2926079290982062,1.0
['52311'],3,100,10000,5000,1.0526852807688485,1.0
['52312'],3,100,10000,5000,1.0610397597060244,1.0
['52313'],3,100,10000,5000,1.0312943079351828,1.0
['52314'],3,100,10000,5000,1.0326704480993802,2.0
['52315'],3,100,10000,5000,1.031213164094829,1.0
['52320'],3,100,10000,5000,1.38572198515812,1.0
['52321'],3,100,10000,5000,1.0603885358645446,1.0
['52322'],3,100,10000,5000,1.0883197044788322,1.0
['52323'],3,100,10000,5000,1.037767921472287,1.0
['52324'],3,100,10000,5000,1.0427106147531888,2.0
['52325'],3,100,10000,5000,1.035114877760959,1.0
['52330'],3,100,10000,5000,1.196726383285868,2.0
['52331'],3,100,10000,5000,1.0249530656346448,2.0
['52332'],3,100,10000,5000,1.0308173274868682,2.0
['52333'],3,100,10000,5000,1.0197476246783455,2.0
['52334'],3,100,10000,5000,1.0196336943719797,3.0
['52335'],3,100,10000,5000,1.0186504081086951,2.0
['52340'],3,100,10000,5000,1.2484001141655485,1.0
['52341'],3,100,10000,5000,1.0263782595795314,1.0
['52342'],3,100,10000,5000,1.034324718532948,1.0
['52343'],3,100,10000,5000,1.0202859457142501,1.0
['52344'],3,100,10000,5000,1.0217076528018831,2.0
['52345'],3,100,10000,5000,1.019120782918064,1.0
['52350'],3,100,10000,5000,1.1633140076468216,1.0
['52351'],3,100,10000,5000,1.0258998745092591,1.0
['52352'],3,100,10000,5000,1.0290071192685932,1.0
['52353'],3,100,10000,5000,1.0189833943098088,1.0
['52354'],3,100,10000,5000,1.0186370640448252,2.0
['52355'],3,100,10000,5000,1.019806276800938,1.0
['52400'],3,100,10000,5000,1.9543852916907105,1.0
['52401'],3,100,10000,5000,1.8671869285157496,1.0
['52402'],3,100,10000,5000,1.8836302510442011,1.0
['52403'],3,100,10000,5000,1.82540199853046,1.0
['52404'],3,100,10000,5000,1.851620999575413,2.0
['52405'],3,100,10000,5000,1.8063095196032064,1.0
['52410'],3,100,10000,5000,1.3583441232889806,1.0
['52411'],3,100,10000,5000,1.0851464204207923,1.0
['52412'],3,100,10000,5000,1.097658913872022,1.0
['52413'],3,100,10000,5000,1.0579198564970438,1.0
['52414'],3,100,10000,5000,1.064412789593958,2.0
['52415'],3,100,10000,5000,1.0582306978034743,1.0
['52420'],3,100,10000,5000,1.4803039698977947,1.0
['52421'],3,100,10000,5000,1.1059295998909706,1.0
['52422'],3,100,10000,5000,1.1371927719378188,1.0
['52423'],3,100,10000,5000,1.072983720569555,1.0
['52424'],3,100,10000,5000,1.0838434396728567,2.0
['52425'],3,100,10000,5000,1.0689493626462498,1.0
['52430'],3,100,10000,5000,1.2451116574019772,2.0
['52431'],3,100,10000,5000,1.0500781475780745,2.0
['52432'],3,100,10000,5000,1.0584829034691592,2.0
['52433'],3,100,10000,5000,1.0447646493979226,2.0
['52434'],3,100,10000,5000,1.0458096681967761,3.0
['52435'],3,100,10000,5000,1.042840198386478,2.0
['52440'],3,100,10000,5000,1.3255763314031346,1.0
['52441'],3,100,10000,5000,1.0602671404471438,1.0
['52442'],3,100,10000,5000,1.073667474707586,1.0
['52443'],3,100,10000,5000,1.0488735114844847,1.0
['52444'],3,100,10000,5000,1.0544103118568025,2.0
['52445'],3,100,10000,5000,1.0484053277311203,1.0
['52450'],3,100,10000,5000,1.1850633111533901,1.0
['52451'],3,100,10000,5000,1.0480479449644546,1.0
['52452'],3,100,10000,5000,1.0519173323726168,1.0
['52453'],3,100,10000,5000,1.0421915176404335,1.0
['52454'],3,100,10000,5000,1.0430432899867963,2.0
['52455'],3,100,10000,5000,1.043721940529774,1.0
['52500'],3,100,10000,5000,1.773467128476465,2.0
['52501'],3,100,10000,5000,1.6849276987138915,2.0
['52502'],3,100,10000,5000,1.6947934099085082,2.0
['52503'],3,100,10000,5000,1.6737373993778515,2.0
['52504'],3,100,10000,5000,1.682235778757306,3.0
['52505'],3,100,10000,5000,1.6413019400421214,2.0
['52510'],3,100,10000,5000,1.3144918539760715,2.0
['52511'],3,100,10000,5000,1.059384128231144,2.0
['52512'],3,100,10000,5000,1.0670191854070938,2.0
['52513'],3,100,10000,5000,1.0300508114246616,2.0
['52514'],3,100,10000,5000,1.0326890087965868,3.0
['52515'],3,100,10000,5000,1.03582078339733,2.0
['52520'],3,100,10000,5000,1.3734063979564284,2.0
['52521'],3,100,10000,5000,1.0565885411009772,2.0
['52522'],3,100,10000,5000,1.0797903232288701,2.0
['52523'],3,100,10000,5000,1.0285801390437188,2.0
['52524'],3,100,10000,5000,1.0337449949557729,3.0
['52525'],3,100,10000,5000,1.031272826120688,2.0
['52530'],3,100,10000,5000,1.2049688114237764,3.0
['52531'],3,100,10000,5000,1.0186584550209754,3.0
['52532'],3,100,10000,5000,1.0231802903520417,3.0
['52533'],3,100,10000,5000,1.0107009325199465,3.0
['52534'],3,100,10000,5000,1.0109658552018068,4.0
['52535'],3,100,10000,5000,1.0122606486268786,3.0
['52540'],3,100,10000,5000,1.237252388395399,2.0
['52541'],3,100,10000,5000,1.0177830844579703,2.0
['52542'],3,100,10000,5000,1.0242629353123351,2.0
['52543'],3,100,10000,5000,1.0098571272086478,2.0
['52544'],3,100,10000,5000,1.0113559234378116,3.0
['52545'],3,100,10000,5000,1.0107883864681642,2.0
['52550'],3,100,10000,5000,1.2147248393234447,2.0
['52551'],3,100,10000,5000,1.0331466948230539,2.0
['52552'],3,100,10000,5000,1.036704694259283,2.0
['52553'],3,100,10000,5000,1.019152037393207,2.0
['52554'],3,100,10000,5000,1.0196010064855816,3.0
['52555'],3,100,10000,5000,1.0244307360826357,2.0
['53000'],3,100,10000,5000,11.765675806896468,2.0
['53001'],3,100,10000,5000,11.63684433494406,2.0
['53002'],3,100,10000,5000,11.596160386196228,2.0
['53003'],3,100,10000,5000,11.441277300404105,2.0
['53004'],3,100,10000,5000,11.579250525503893,3.0
['53005'],3,100,10000,5000,11.32255066086857,2.0
['53010'],3,100,10000,5000,10.792094615850274,2.0
['53011'],3,100,10000,5000,9.633233327094029,2.0
['53012'],3,100,10000,5000,9.774368138869558,2.0
['53013'],3,100,10000,5000,9.286748403123324,2.0
['53014'],3,100,10000,5000,9.32860620745613,3.0
['53015'],3,100,10000,5000,9.484728888806078,2.0
['53020'],3,100,10000,5000,11.125437509284316,2.0
['53021'],3,100,10000,5000,9.824527316564263,2.0
['53022'],3,100,10000,5000,9.900774898943963,2.0
['53023'],3,100,10000,5000,9.59947086231635,2.0
['53024'],3,100,10000,5000,9.421470068763721,3.0
['53025'],3,100,10000,5000,9.475831933268509,2.0
['53030'],3,100,10000,5000,10.291448918004818,3.0
['53031'],3,100,10000,5000,9.162146923872944,3.0
['53032'],3,100,10000,5000,9.235053731337745,3.0
['53033'],3,100,10000,5000,8.847461342792172,3.0
['53034'],3,100,10000,5000,8.94649804149458,4.0
['53035'],3,100,10000,5000,8.973055698407109,3.0
['53040'],3,100,10000,5000,10.74810373314795,2.0
['53041'],3,100,10000,5000,9.437836126682262,2.0
['53042'],3,100,10000,5000,9.454910704259342,2.0
['53043'],3,100,10000,5000,8.956378381583727,2.0
['53044'],3,100,10000,5000,9.074148159738206,3.0
['53045'],3,100,10000,5000,9.068700156140578,2.0
['53050'],3,100,10000,5000,10.272962427633615,2.0
['53051'],3,100,10000,5000,9.12401642720946,2.0
['53052'],3,100,10000,5000,9.17897783042438,2.0
['53053'],3,100,10000,5000,8.799725788198003,2.0
['53054'],3,100,10000,5000,8.903651489795866,3.0
['53055'],3,100,10000,5000,9.022113685563397,2.0
['53100'],3,100,10000,5000,1.9555760787355587,2.0
['53101'],3,100,10000,5000,1.8572519408689208,2.0
['53102'],3,100,10000,5000,1.8862845864880466,2.0
['53103'],3,100,10000,5000,1.8390677904060233,2.0
['53104'],3,100,10000,5000,1.8617180033381813,3.0
['53105'],3,100,10000,5000,1.7976487821143015,2.0
['53110'],3,100,10000,5000,1.4039095061825742,2.0
['53111'],3,100,10000,5000,1.0955448597668311,2.0
['53112'],3,100,10000,5000,1.0968729793857162,2.0
['53113'],3,100,10000,5000,1.0510969629729001,2.0
['53114'],3,100,10000,5000,1.0551372816133031,3.0
['53115'],3,100,10000,5000,1.0530831966979208,2.0
['53120'],3,100,10000,5000,1.4801900203131408,2.0
['53121'],3,100,10000,5000,1.089402448668866,2.0
['53122'],3,100,10000,5000,1.108445737789312,2.0
['53123'],3,100,10000,5000,1.0459372260238111,2.0
['53124'],3,100,10000,5000,1.053046633292177,3.0
['53125'],3,100,10000,5000,1.042379289555078,2.0
['53130'],3,100,10000,5000,1.2638947871986084,3.0
['53131'],3,100,10000,5000,1.0349834142312049,3.0
['53132'],3,100,10000,5000,1.0373217342259902,3.0
['53133'],3,100,10000,5000,1.0215738424213874,3.0
['53134'],3,100,10000,5000,1.0215171741123854,4.0
['53135'],3,100,10000,5000,1.0207261681545707,3.0
['53140'],3,100,10000,5000,1.322531773984936,2.0
['53141'],3,100,10000,5000,1.0383428184257222,2.0
['53142'],3,100,10000,5000,1.0421115756059087,2.0
['53143'],3,100,10000,5000,1.0213510858845816,2.0
['53144'],3,100,10000,5000,1.0244151237925152,3.0
['53145'],3,100,10000,5000,1.0203449495233987,2.0
['53150'],3,100,10000,5000,1.2343690080823837,2.0
['53151'],3,100,10000,5000,1.0423015711889692,2.0
['53152'],3,100,10000,5000,1.0403286117954154,2.0
['53153'],3,100,10000,5000,1.0242246286164287,2.0
['53154'],3,100,10000,5000,1.0240935692818078,3.0
['53155'],3,100,10000,5000,1.027935622973607,2.0
['53200'],3,100,10000,5000,2.0651038039810867,2.0
['53201'],3,100,10000,5000,1.9607397812445924,2.0
['53202'],3,100,10000,5000,1.9798532855727455,2.0
['53203'],3,100,10000,5000,1.9255889171832656,2.0
['53204'],3,100,10000,5000,1.9531006225238166,3.0
['53205'],3,100,10000,5000,1.8967438274627573,2.0
['53210'],3,100,10000,5000,1.4083949656639951,2.0
['53211'],3,100,10000,5000,1.0882821804201708,2.0
['53212'],3,100,10000,5000,1.104220937559474,2.0
['53213'],3,100,10000,5000,1.0527093844799518,2.0
['53214'],3,100,10000,5000,1.0571560393738666,3.0
['53215'],3,100,10000,5000,1.0522676656006213,2.0
['53220'],3,100,10000,5000,1.5571907811148518,2.0
['53221'],3,100,10000,5000,1.112828969032229,2.0
['53222'],3,100,10000,5000,1.1587131874445347,2.0
['53223'],3,100,10000,5000,1.0717088774330668,2.0
['53224'],3,100,10000,5000,1.0827226171213788,3.0
['53225'],3,100,10000,5000,1.065569192344857,2.0
['53230'],3,100,10000,5000,1.2830790197317552,3.0
['53231'],3,100,10000,5000,1.042783143526096,3.0
['53232'],3,100,10000,5000,1.0534196798898912,3.0
['53233'],3,100,10000,5000,1.0324372713712273,3.0
['53234'],3,100,10000,5000,1.0333693591426019,4.0
['53235'],3,100,10000,5000,1.0308761447638617,3.0
['53240'],3,100,10000,5000,1.3652659058187302,2.0
['53241'],3,100,10000,5000,1.0495677166472057,2.0
['53242'],3,100,10000,5000,1.0659587382695557,2.0
['53243'],3,100,10000,5000,1.035582333854921,2.0
['53244'],3,100,10000,5000,1.038440687601538,3.0
['53245'],3,100,10000,5000,1.0330492208576172,2.0
['53250'],3,100,10000,5000,1.2151715686522364,2.0
['53251'],3,100,10000,5000,1.0410095748233272,2.0
['53252'],3,100,10000,5000,1.0475471575936377,2.0
['53253'],3,100,10000,5000,1.0303785323185395,2.0
['53254'],3,100,10000,5000,1.0308849098344917,3.0
['53255'],3,100,10000,5000,1.0325448186816044,2.0
['53300'],3,100,10000,5000,1.5339608578055226,2.0
['53301'],3,100,10000,5000,1.4846147787267907,2.0
['53302'],3,100,10000,5000,1.4936706271615334,2.0
['53303'],3,100,10000,5000,1.4685566467087843,2.0
['53304'],3,100,10000,5000,1.4771809012618033,3.0
['53305'],3,100,10000,5000,1.4446360554482145,2.0
['53310'],3,100,10000,5000,1.1703320766697738,2.0
['53311'],3,100,10000,5000,1.026310810420651,2.0
['53312'],3,100,10000,5000,1.0279374416449698,2.0
['53313'],3,100,10000,5000,1.0170722971412152,2.0
['53314'],3,100,10000,5000,1.0174386125043395,3.0
['53315'],3,100,10000,5000,1.0165100565160106,2.0
['53320'],3,100,10000,5000,1.2311620745910499,2.0
['53321'],3,100,10000,5000,1.0269502377597564,2.0
['53322'],3,100,10000,5000,1.03794824878489,2.0
['53323'],3,100,10000,5000,1.019187701018026,2.0
['53324'],3,100,10000,5000,1.0198686474972485,3.0
['53325'],3,100,10000,5000,1.0175701659735161,2.0
['53330'],3,100,10000,5000,1.1099273186454592,3.0
['53331'],3,100,10000,5000,1.0162926085702577,3.0
['53332'],3,100,10000,5000,1.0176855686248465,3.0
['53333'],3,100,10000,5000,1.0167203921580998,3.0
['53334'],3,100,10000,5000,1.016239240483841,4.0
['53335'],3,100,10000,5000,1.0153151529458448,3.0
['53340'],3,100,10000,5000,1.1367509265823592,2.0
['53341'],3,100,10000,5000,1.0167242402164063,2.0
['53342'],3,100,10000,5000,1.0179586133110625,2.0
['53343'],3,100,10000,5000,1.0173656585415225,2.0
['53344'],3,100,10000,5000,1.0167022286438734,3.0
['53345'],3,100,10000,5000,1.0159390284704912,2.0
['53350'],3,100,10000,5000,1.0903566042456139,2.0
['53351'],3,100,10000,5000,1.014072708981132,2.0
['53352'],3,100,10000,5000,1.0144404972783452,2.0
['53353'],3,100,10000,5000,1.0134493782191119,2.0
['53354'],3,100,10000,5000,1.0128457172724652,3.0
['53355'],3,100,10000,5000,1.0129256535954823,2.0
['53400'],3,100,10000,5000,1.6061917173195275,2.0
['53401'],3,100,10000,5000,1.5486904711095557,2.0
['53402'],3,100,10000,5000,1.564922109479654,2.0
['53403'],3,100,10000,5000,1.5339946091092036,2.0
['53404'],3,100,10000,5000,1.550518392642023,3.0
['53405'],3,100,10000,5000,1.5002413805147543,2.0
['53410'],3,100,10000,5000,1.1915561080924562,2.0
['53411'],3,100,10000,5000,1.047796915330526,2.0
['53412'],3,100,10000,5000,1.0497683458776104,2.0
['53413'],3,100,10000,5000,1.039101944170219,2.0
['53414'],3,100,10000,5000,1.0408518161170153,3.0
['53415'],3,100,10000,5000,1.0380810853291922,2.0
['53420'],3,100,10000,5000,1.2626738086889284,2.0
['53421'],3,100,10000,5000,1.0532785984864474,2.0
['53422'],3,100,10000,5000,1.0674099928503846,2.0
['53423'],3,100,10000,5000,1.043534763717467,2.0
['53424'],3,100,10000,5000,1.0469335834432159,3.0
['53425'],3,100,10000,5000,1.0434275548228322,2.0
['53430'],3,100,10000,5000,1.127192632515424,3.0
['53431'],3,100,10000,5000,1.0387433622249547,3.0
['53432'],3,100,10000,5000,1.0393034471172051,3.0
['53433'],3,100,10000,5000,1.0400946405073621,3.0
['53434'],3,100,10000,5000,1.0398867515879806,4.0
['53435'],3,100,10000,5000,1.0386319016167846,3.0
['53440'],3,100,10000,5000,1.1737343580988957,2.0
['53441'],3,100,10000,5000,1.042677452958158,2.0
['53442'],3,100,10000,5000,1.0451097741557842,2.0
['53443'],3,100,10000,5000,1.0433456060515325,2.0
['53444'],3,100,10000,5000,1.0438711030144623,3.0
