z,t,k,N1,N2,utl1,utl2
['13014'],3,100,10000,5000,9.686782072986647,3.0
['13015'],3,100,10000,5000,9.489626477546555,2.0
['13020'],3,100,10000,5000,11.437856811301057,2.0
['13021'],3,100,10000,5000,9.950357651994592,2.0
['13022'],3,100,10000,5000,10.124213007158103,2.0
['13023'],3,100,10000,5000,9.747666386529701,2.0
['13024'],3,100,10000,5000,9.714836133178988,3.0
['13025'],3,100,10000,5000,9.529436432506806,2.0
['13030'],3,100,10000,5000,10.653669493522944,3.0
['13031'],3,100,10000,5000,9.427357712806248,3.0
['13032'],3,100,10000,5000,9.589807322276506,3.0
['13033'],3,100,10000,5000,9.166272946210487,3.0
['13034'],3,100,10000,5000,9.18896571487237,4.0
['13035'],3,100,10000,5000,9.12214812078091,3.0
['13040'],3,100,10000,5000,10.912908161979225,2.0
['13041'],3,100,10000,5000,9.644389282546788,2.0
['13042'],3,100,10000,5000,9.727215232662436,2.0
['13043'],3,100,10000,5000,9.090981475684842,2.0
['13044'],3,100,10000,5000,9.191758656388254,3.0
['13045'],3,100,10000,5000,9.249135522408945,2.0
['13050'],3,100,10000,5000,10.073265287189281,2.0
['13051'],3,100,10000,5000,9.263172564634065,2.0
['13052'],3,100,10000,5000,9.374698908399424,2.0
['13053'],3,100,10000,5000,9.054776682442007,2.0
['13054'],3,100,10000,5000,9.324272630171311,3.0
['13055'],3,100,10000,5000,9.114697628805102,2.0
['13100'],3,100,10000,5000,2.122772017927176,2.0
['13101'],3,100,10000,5000,1.9921333903802836,2.0
['13102'],3,100,10000,5000,2.0182586424084654,2.0
['13103'],3,100,10000,5000,1.9589046490611728,2.0
['13104'],3,100,10000,5000,1.9927026313932747,3.0
['13105'],3,100,10000,5000,1.9249757942448904,2.0
['13110'],3,100,10000,5000,1.4957054425420848,2.0
['13111'],3,100,10000,5000,1.1416809884043144,2.0
['13112'],3,100,10000,5000,1.139573737471191,2.0
['13113'],3,100,10000,5000,1.08019840339312,2.0
['13114'],3,100,10000,5000,1.0844326817001828,3.0
['13115'],3,100,10000,5000,1.0814694039115162,2.0
['13120'],3,100,10000,5000,1.580162239204388,2.0
['13121'],3,100,10000,5000,1.1274474358161413,2.0
['13122'],3,100,10000,5000,1.1541603822624042,2.0
['13123'],3,100,10000,5000,1.0710301261315673,2.0
['13124'],3,100,10000,5000,1.079549654943072,3.0
['13125'],3,100,10000,5000,1.0662829465994539,2.0
['13130'],3,100,10000,5000,1.3438669303635733,3.0
['13131'],3,100,10000,5000,1.0589405362129727,3.0
['13132'],3,100,10000,5000,1.0601842657451317,3.0
['13133'],3,100,10000,5000,1.0365148354089377,3.0
['13134'],3,100,10000,5000,1.0362862507481991,4.0
['13135'],3,100,10000,5000,1.0350186496196518,3.0
['13140'],3,100,10000,5000,1.4069104025061538,2.0
['13141'],3,100,10000,5000,1.061753428025741,2.0
['13142'],3,100,10000,5000,1.0667473068570013,2.0
['13143'],3,100,10000,5000,1.0352220485030403,2.0
['13144'],3,100,10000,5000,1.0397321726089057,3.0
['13145'],3,100,10000,5000,1.0339402152408879,2.0
['13150'],3,100,10000,5000,1.2957768358194939,2.0
['13151'],3,100,10000,5000,1.0667661345508936,2.0
['13152'],3,100,10000,5000,1.0631779580894345,2.0
['13153'],3,100,10000,5000,1.0407982233361897,2.0
['13154'],3,100,10000,5000,1.0396476061876683,3.0
['13155'],3,100,10000,5000,1.0441664764414307,2.0
['13200'],3,100,10000,5000,2.2438685049862146,2.0
['13201'],3,100,10000,5000,2.1152855583030075,2.0
['13202'],3,100,10000,5000,2.153427366718508,2.0
['13203'],3,100,10000,5000,2.085267129704476,2.0
['13204'],3,100,10000,5000,2.1137069641063126,3.0
['13205'],3,100,10000,5000,2.0427261023293495,2.0
['13210'],3,100,10000,5000,1.5211862473355449,2.0
['13211'],3,100,10000,5000,1.1283424260630062,2.0
['13212'],3,100,10000,5000,1.1475609111064171,2.0
['13213'],3,100,10000,5000,1.0774262763122018,2.0
['13214'],3,100,10000,5000,1.083935309306325,3.0
['13215'],3,100,10000,5000,1.0764882671087779,2.0
['13220'],3,100,10000,5000,1.674790463213743,2.0
['13221'],3,100,10000,5000,1.1516220461589644,2.0
['13222'],3,100,10000,5000,1.2072119167921933,2.0
['13223'],3,100,10000,5000,1.0992589011234561,2.0
['13224'],3,100,10000,5000,1.1104658328612171,3.0
['13225'],3,100,10000,5000,1.088159435718047,2.0
['13230'],3,100,10000,5000,1.3726598912908996,3.0
['13231'],3,100,10000,5000,1.061407245650725,3.0
['13232'],3,100,10000,5000,1.074368670362304,3.0
['13233'],3,100,10000,5000,1.043736523269457,3.0
['13234'],3,100,10000,5000,1.0445331064646823,4.0
['13235'],3,100,10000,5000,1.0414834089297769,3.0
['13240'],3,100,10000,5000,1.4733969791177028,2.0
['13241'],3,100,10000,5000,1.0697584567504332,2.0
['13242'],3,100,10000,5000,1.0901167513382901,2.0
['13243'],3,100,10000,5000,1.0466872925599344,2.0
['13244'],3,100,10000,5000,1.0530287237868186,3.0
['13245'],3,100,10000,5000,1.0436012851485876,2.0
['13250'],3,100,10000,5000,1.2794633375573046,2.0
['13251'],3,100,10000,5000,1.0585651969221437,2.0
['13252'],3,100,10000,5000,1.0654687427452874,2.0
['13253'],3,100,10000,5000,1.0416078253195038,2.0
['13254'],3,100,10000,5000,1.0421632268846264,3.0
['13255'],3,100,10000,5000,1.0438556492558755,2.0
['13300'],3,100,10000,5000,1.6559065205309438,2.0
['13301'],3,100,10000,5000,1.5787286228964623,2.0
['13302'],3,100,10000,5000,1.6023444961869218,2.0
['13303'],3,100,10000,5000,1.5599317143594889,2.0
['13304'],3,100,10000,5000,1.5724254873189314,3.0
['13305'],3,100,10000,5000,1.5293092347458883,2.0
['13310'],3,100,10000,5000,1.2232432439419525,2.0
['13311'],3,100,10000,5000,1.0407728162488077,2.0
['13312'],3,100,10000,5000,1.041840916301313,2.0
['13313'],3,100,10000,5000,1.0245600263912755,2.0
['13314'],3,100,10000,5000,1.0243914342709086,3.0
['13315'],3,100,10000,5000,1.0229622326854608,2.0
['13320'],3,100,10000,5000,1.2869519680598962,2.0
['13321'],3,100,10000,5000,1.0394636149379561,2.0
['13322'],3,100,10000,5000,1.0532447593086087,2.0
['13323'],3,100,10000,5000,1.0253859845136513,2.0
['13324'],3,100,10000,5000,1.0261462238410923,3.0
['13325'],3,100,10000,5000,1.0221515558651548,2.0
['13330'],3,100,10000,5000,1.149542751652287,3.0
['13331'],3,100,10000,5000,1.0207894469662584,3.0
['13332'],3,100,10000,5000,1.0217291066311243,3.0
['13333'],3,100,10000,5000,1.0176282888993091,3.0
['13334'],3,100,10000,5000,1.017116819672759,4.0
['13335'],3,100,10000,5000,1.0160997496996549,3.0
['13340'],3,100,10000,5000,1.1789645855102202,2.0
['13341'],3,100,10000,5000,1.0204721731162716,2.0
['13342'],3,100,10000,5000,1.0227158860526269,2.0
['13343'],3,100,10000,5000,1.0178371668908348,2.0
['13344'],3,100,10000,5000,1.0180520236625785,3.0
['13345'],3,100,10000,5000,1.0165387005391604,2.0
['13350'],3,100,10000,5000,1.1214584736246405,2.0
['13351'],3,100,10000,5000,1.018457804367261,2.0
['13352'],3,100,10000,5000,1.0180672201206409,2.0
['13353'],3,100,10000,5000,1.0149201771837553,2.0
['13354'],3,100,10000,5000,1.0139469996966588,3.0
['13355'],3,100,10000,5000,1.0148575452971502,2.0
['13400'],3,100,10000,5000,1.7486992803461554,2.0
['13401'],3,100,10000,5000,1.6714312774580762,2.0
['13402'],3,100,10000,5000,1.693645939504022,2.0
['13403'],3,100,10000,5000,1.6429560056906525,2.0
['13404'],3,100,10000,5000,1.6674869804237744,3.0
['13405'],3,100,10000,5000,1.60634547446856,2.0
['13410'],3,100,10000,5000,1.2555214525357106,2.0
['13411'],3,100,10000,5000,1.0613637647834966,2.0
['13412'],3,100,10000,5000,1.0636939533857568,2.0
['13413'],3,100,10000,5000,1.0449675253367068,2.0
['13414'],3,100,10000,5000,1.0484470748703711,3.0
['13415'],3,100,10000,5000,1.0441811512561825,2.0
['13420'],3,100,10000,5000,1.3395203148436572,2.0
['13421'],3,100,10000,5000,1.0673877544578385,2.0
['13422'],3,100,10000,5000,1.082006359642048,2.0
['13423'],3,100,10000,5000,1.0502279840507918,2.0
['13424'],3,100,10000,5000,1.0546625688769988,3.0
['13425'],3,100,10000,5000,1.0472001168011411,2.0
['13430'],3,100,10000,5000,1.1710062102949979,3.0
['13431'],3,100,10000,5000,1.0422481702028867,3.0
['13432'],3,100,10000,5000,1.043581551088858,3.0
['13433'],3,100,10000,5000,1.0401294330892323,3.0
['13434'],3,100,10000,5000,1.0403061329321366,4.0
['13435'],3,100,10000,5000,1.0380540725046041,3.0
['13440'],3,100,10000,5000,1.2278000749746507,2.0
['13441'],3,100,10000,5000,1.047632886841674,2.0
['13442'],3,100,10000,5000,1.0511293366346854,2.0
['13443'],3,100,10000,5000,1.0430647955896801,2.0
['13444'],3,100,10000,5000,1.0450053404135844,3.0
['13445'],3,100,10000,5000,1.0416806252845316,2.0
['13450'],3,100,10000,5000,1.1263141179072906,2.0
['13451'],3,100,10000,5000,1.0379941294838795,2.0
['13452'],3,100,10000,5000,1.038014717017862,2.0
['13453'],3,100,10000,5000,1.035637989171486,2.0
['13454'],3,100,10000,5000,1.0353691289928657,3.0
['13455'],3,100,10000,5000,1.0345491870354968,2.0
['13500'],3,100,10000,5000,1.6666713869751446,3.0
['13501'],3,100,10000,5000,1.5912968894005128,3.0
['13502'],3,100,10000,5000,1.604944104992439,3.0
['13503'],3,100,10000,5000,1.5667028552106466,3.0
['13504'],3,100,10000,5000,1.5863396505498946,4.0
['13505'],3,100,10000,5000,1.5394989045418248,3.0
['13510'],3,100,10000,5000,1.2588024438293153,3.0
['13511'],3,100,10000,5000,1.0413809982997826,3.0
['13512'],3,100,10000,5000,1.0425246091317277,3.0
['13513'],3,100,10000,5000,1.0178468043315916,3.0
['13514'],3,100,10000,5000,1.0188646010681635,4.0
['13515'],3,100,10000,5000,1.0213444958519826,3.0
['13520'],3,100,10000,5000,1.3052291306139556,3.0
['13521'],3,100,10000,5000,1.032943469764122,3.0
['13522'],3,100,10000,5000,1.0472597691219196,3.0
['13523'],3,100,10000,5000,1.0131768138316941,3.0
['13524'],3,100,10000,5000,1.0157411124649314,4.0
['13525'],3,100,10000,5000,1.0137811102547125,3.0
['13530'],3,100,10000,5000,1.1600476042640953,4.0
['13531'],3,100,10000,5000,1.009881788247863,4.0
['13532'],3,100,10000,5000,1.0106078910916094,4.0
['13533'],3,100,10000,5000,1.003892235427635,4.0
['13534'],3,100,10000,5000,1.003620826597121,5.0
['13535'],3,100,10000,5000,1.0044050966306712,4.0
['13540'],3,100,10000,5000,1.1875798657341354,3.0
['13541'],3,100,10000,5000,1.0082288662915362,3.0
['13542'],3,100,10000,5000,1.010036890952942,3.0
['13543'],3,100,10000,5000,1.0029070425033946,3.0
['13544'],3,100,10000,5000,1.0034194320620025,4.0
['13545'],3,100,10000,5000,1.0032167189366525,3.0
['13550'],3,100,10000,5000,1.1640470387481403,3.0
['13551'],3,100,10000,5000,1.0190414905666318,3.0
['13552'],3,100,10000,5000,1.0182144752272648,3.0
['13553'],3,100,10000,5000,1.0078540221212413,3.0
['13554'],3,100,10000,5000,1.0076504522041672,4.0
['13555'],3,100,10000,5000,1.0111574746023622,3.0
['14000'],3,100,10000,5000,12.177498095665165,1.0
['14001'],3,100,10000,5000,11.85888296365641,1.0
['14002'],3,100,10000,5000,11.965567971526747,1.0
['14003'],3,100,10000,5000,11.856414718532319,1.0
['14004'],3,100,10000,5000,11.737305571877487,2.0
['14005'],3,100,10000,5000,11.879572243917512,1.0
['14010'],3,100,10000,5000,10.972456671449038,1.0
['14011'],3,100,10000,5000,9.949482080377194,1.0
['14012'],3,100,10000,5000,10.113631145780305,1.0
['14013'],3,100,10000,5000,9.831795957869025,1.0
['14014'],3,100,10000,5000,9.726811061941875,2.0
['14015'],3,100,10000,5000,9.6872009030735,1.0
['14020'],3,100,10000,5000,11.421827747590195,1.0
['14021'],3,100,10000,5000,10.321584891528715,1.0
['14022'],3,100,10000,5000,10.447982827179155,1.0
['14023'],3,100,10000,5000,9.626007458748965,1.0
['14024'],3,100,10000,5000,9.979864002748522,2.0
['14025'],3,100,10000,5000,9.860821440841185,1.0
['14030'],3,100,10000,5000,10.693782876504997,2.0
['14031'],3,100,10000,5000,9.648108698118719,2.0
['14032'],3,100,10000,5000,9.847948754712128,2.0
['14033'],3,100,10000,5000,9.238051211672351,2.0
['14034'],3,100,10000,5000,9.133264730311925,3.0
['14035'],3,100,10000,5000,9.203082887966795,2.0
['14040'],3,100,10000,5000,11.096904336072441,1.0
['14041'],3,100,10000,5000,9.805569531535928,1.0
['14042'],3,100,10000,5000,9.813989111935305,1.0
['14043'],3,100,10000,5000,9.460445065525379,1.0
['14044'],3,100,10000,5000,9.48174583450172,2.0
['14045'],3,100,10000,5000,9.371324577190386,1.0
['14050'],3,100,10000,5000,10.613794718108213,1.0
['14051'],3,100,10000,5000,9.518777946873827,1.0
['14052'],3,100,10000,5000,9.529640856939388,1.0
['14053'],3,100,10000,5000,9.398898467509797,1.0
['14054'],3,100,10000,5000,9.376852091107631,2.0
['14055'],3,100,10000,5000,9.271905828942732,1.0
['14100'],3,100,10000,5000,2.1639685510486926,1.0
['14101'],3,100,10000,5000,2.034438227210243,1.0
['14102'],3,100,10000,5000,2.070080962531544,1.0
['14103'],3,100,10000,5000,2.0056605426764778,1.0
['14104'],3,100,10000,5000,2.0291298562508877,2.0
['14105'],3,100,10000,5000,1.9804875577460097,1.0
['14110'],3,100,10000,5000,1.5122956000559997,1.0
['14111'],3,100,10000,5000,1.1448704174227102,1.0
['14112'],3,100,10000,5000,1.1542031483932356,1.0
['14113'],3,100,10000,5000,1.0866007627905665,1.0
['14114'],3,100,10000,5000,1.0943869625685612,2.0
['14115'],3,100,10000,5000,1.0863555829630342,1.0
['14120'],3,100,10000,5000,1.6046432737320693,1.0
['14121'],3,100,10000,5000,1.1442026969582777,1.0
['14122'],3,100,10000,5000,1.1664426964668593,1.0
['14123'],3,100,10000,5000,1.0772463336739377,1.0
['14124'],3,100,10000,5000,1.0914318858759582,2.0
['14125'],3,100,10000,5000,1.0738981880674037,1.0
['14130'],3,100,10000,5000,1.349181261032415,2.0
['14131'],3,100,10000,5000,1.061224280441884,2.0
['14132'],3,100,10000,5000,1.061362553370713,2.0
['14133'],3,100,10000,5000,1.0375872455401054,2.0
['14134'],3,100,10000,5000,1.0402184973852875,3.0
['14135'],3,100,10000,5000,1.036627565995606,2.0
['14140'],3,100,10000,5000,1.4356649522103873,1.0
['14141'],3,100,10000,5000,1.068275146268509,1.0
['14142'],3,100,10000,5000,1.0770401694368188,1.0
['14143'],3,100,10000,5000,1.0408920366236174,1.0
['14144'],3,100,10000,5000,1.047826036042478,2.0
['14145'],3,100,10000,5000,1.040474965066774,1.0
['14150'],3,100,10000,5000,1.305378177950289,1.0
['14151'],3,100,10000,5000,1.0691208464322532,1.0
['14152'],3,100,10000,5000,1.0667873417909743,1.0
['14153'],3,100,10000,5000,1.0420619638666284,1.0
['14154'],3,100,10000,5000,1.0434839964048732,2.0
['14155'],3,100,10000,5000,1.0465604751742086,1.0
['14200'],3,100,10000,5000,2.328276372627788,1.0
['14201'],3,100,10000,5000,2.2037069708703574,1.0
['14202'],3,100,10000,5000,2.2258432782839686,1.0
['14203'],3,100,10000,5000,2.1631733820403913,1.0
['14204'],3,100,10000,5000,2.1715690499536793,2.0
['14205'],3,100,10000,5000,2.136192126151055,1.0
['14210'],3,100,10000,5000,1.5789137515594462,1.0
['14211'],3,100,10000,5000,1.1492990673518992,1.0
['14212'],3,100,10000,5000,1.1723750133800035,1.0
['14213'],3,100,10000,5000,1.0896124809431464,1.0
['14214'],3,100,10000,5000,1.1014156335910616,2.0
['14215'],3,100,10000,5000,1.0878935821836582,1.0
['14220'],3,100,10000,5000,1.7311266010100517,1.0
['14221'],3,100,10000,5000,1.1872721521902911,1.0
['14222'],3,100,10000,5000,1.2388471109472732,1.0
['14223'],3,100,10000,5000,1.1137282361551804,1.0
['14224'],3,100,10000,5000,1.1323716516679483,2.0
['14225'],3,100,10000,5000,1.1040333486834373,1.0
['14230'],3,100,10000,5000,1.4055344285346716,2.0
['14231'],3,100,10000,5000,1.0699541432521318,2.0
['14232'],3,100,10000,5000,1.0866129643947398,2.0
['14233'],3,100,10000,5000,1.0505972007178106,2.0
['14234'],3,100,10000,5000,1.0540068205198645,3.0
['14235'],3,100,10000,5000,1.0487165533276526,2.0
['14240'],3,100,10000,5000,1.5280283864706627,1.0
['14241'],3,100,10000,5000,1.0869515073728109,1.0
['14242'],3,100,10000,5000,1.1114425489030904,1.0
['14243'],3,100,10000,5000,1.057952495649917,1.0
['14244'],3,100,10000,5000,1.0683411007378278,2.0
['14245'],3,100,10000,5000,1.0546251848911588,1.0
['14250'],3,100,10000,5000,1.3071730052984734,1.0
['14251'],3,100,10000,5000,1.0684665404749953,1.0
['14252'],3,100,10000,5000,1.0755675240650884,1.0
['14253'],3,100,10000,5000,1.0487726045911892,1.0
['14254'],3,100,10000,5000,1.0508625387806472,2.0
['14255'],3,100,10000,5000,1.0529017605108508,1.0
['14300'],3,100,10000,5000,1.6750734480482388,1.0
['14301'],3,100,10000,5000,1.6003871387727728,1.0
['14302'],3,100,10000,5000,1.616398072636637,1.0
['14303'],3,100,10000,5000,1.5799825834132555,1.0
['14304'],3,100,10000,5000,1.6003237352822022,2.0
['14305'],3,100,10000,5000,1.5492519446059472,1.0
['14310'],3,100,10000,5000,1.2292942623914926,1.0
['14311'],3,100,10000,5000,1.0406491891259426,1.0
['14312'],3,100,10000,5000,1.0423221800425813,1.0
['14313'],3,100,10000,5000,1.02474530329039,1.0
['14314'],3,100,10000,5000,1.0266376227848506,2.0
['14315'],3,100,10000,5000,1.0238161915347543,1.0
['14320'],3,100,10000,5000,1.2928105518286113,1.0
['14321'],3,100,10000,5000,1.0420062060300928,1.0
['14322'],3,100,10000,5000,1.0561773695620338,1.0
['14323'],3,100,10000,5000,1.0263857908270946,1.0
['14324'],3,100,10000,5000,1.0293587952619956,2.0
['14325'],3,100,10000,5000,1.0238377322324388,1.0
['14330'],3,100,10000,5000,1.1452179427327092,2.0
['14331'],3,100,10000,5000,1.0212852191678017,2.0
['14332'],3,100,10000,5000,1.0219749678808678,2.0
['14333'],3,100,10000,5000,1.0182415954972464,2.0
['14334'],3,100,10000,5000,1.0184043106991059,3.0
['14335'],3,100,10000,5000,1.0167346734832519,2.0
['14340'],3,100,10000,5000,1.191106046247093,1.0
['14341'],3,100,10000,5000,1.0233147990511426,1.0
['14342'],3,100,10000,5000,1.0257205790993378,1.0
['14343'],3,100,10000,5000,1.0198757590348628,1.0
['14344'],3,100,10000,5000,1.0208248507072946,2.0
['14345'],3,100,10000,5000,1.0185128510179746,1.0
['14350'],3,100,10000,5000,1.1169243473324502,1.0
['14351'],3,100,10000,5000,1.018893162621261,1.0
['14352'],3,100,10000,5000,1.0184011056950795,1.0
['14353'],3,100,10000,5000,1.0149277530726317,1.0
['14354'],3,100,10000,5000,1.015088427273811,2.0
['14355'],3,100,10000,5000,1.0151256990381603,1.0
['14400'],3,100,10000,5000,1.824244133863891,1.0
['14401'],3,100,10000,5000,1.7373137086414234,1.0
['14402'],3,100,10000,5000,1.7636728204407897,1.0
['14403'],3,100,10000,5000,1.713607613187183,1.0
['14404'],3,100,10000,5000,1.7476056195994951,2.0
['14405'],3,100,10000,5000,1.675233323120457,1.0
['14410'],3,100,10000,5000,1.2956970269520784,1.0
['14411'],3,100,10000,5000,1.0758640802090242,1.0
['14412'],3,100,10000,5000,1.0784198537780751,1.0
['14413'],3,100,10000,5000,1.054087338634981,1.0
['14414'],3,100,10000,5000,1.0600711327517343,2.0
['14415'],3,100,10000,5000,1.053235856062716,1.0
['14420'],3,100,10000,5000,1.3956769449262143,1.0
['14421'],3,100,10000,5000,1.083803347121649,1.0
['14422'],3,100,10000,5000,1.1030132574425118,1.0
['14423'],3,100,10000,5000,1.0592471717576353,1.0
['14424'],3,100,10000,5000,1.0687946904637942,2.0
['14425'],3,100,10000,5000,1.0572762058329417,1.0
['14430'],3,100,10000,5000,1.1952129065115469,2.0
['14431'],3,100,10000,5000,1.0485269236375607,2.0
['14432'],3,100,10000,5000,1.0508499889590934,2.0
['14433'],3,100,10000,5000,1.044996116228805,2.0
['14434'],3,100,10000,5000,1.0465135386241928,3.0
['14435'],3,100,10000,5000,1.043180253820264,2.0
['14440'],3,100,10000,5000,1.2744612112278755,1.0
['14441'],3,100,10000,5000,1.0590168526511456,1.0
['14442'],3,100,10000,5000,1.0629284405852526,1.0
['14443'],3,100,10000,5000,1.0508751157065352,1.0
['14444'],3,100,10000,5000,1.0547168839290249,2.0
['14445'],3,100,10000,5000,1.0493693959168018,1.0
['14450'],3,100,10000,5000,1.1426239180501898,1.0
['14451'],3,100,10000,5000,1.044209878211039,1.0
['14452'],3,100,10000,5000,1.0448250805105272,1.0
['14453'],3,100,10000,5000,1.040783321183527,1.0
['14454'],3,100,10000,5000,1.0417063710210361,2.0
['14455'],3,100,10000,5000,1.0409751442438655,1.0
['14500'],3,100,10000,5000,1.6482418769123945,2.0
['14501'],3,100,10000,5000,1.575761903585587,2.0
['14502'],3,100,10000,5000,1.5817686604262187,2.0
['14503'],3,100,10000,5000,1.5474156118699034,2.0
['14504'],3,100,10000,5000,1.5710322026557615,3.0
['14505'],3,100,10000,5000,1.5336129158422576,2.0
['14510'],3,100,10000,5000,1.2453641922531602,2.0
['14511'],3,100,10000,5000,1.03875866167074,2.0
['14512'],3,100,10000,5000,1.0397542897142267,2.0
['14513'],3,100,10000,5000,1.0153276110106553,2.0
['14514'],3,100,10000,5000,1.0176079981353188,3.0
['14515'],3,100,10000,5000,1.0188242141271784,2.0
['14520'],3,100,10000,5000,1.2879939579559396,2.0
['14521'],3,100,10000,5000,1.0299666274681634,2.0
['14522'],3,100,10000,5000,1.043108887555259,2.0
['14523'],3,100,10000,5000,1.0115087448642601,2.0
['14524'],3,100,10000,5000,1.015078319823601,3.0
['14525'],3,100,10000,5000,1.0127144952630502,2.0
['14530'],3,100,10000,5000,1.147342820461163,3.0
['14531'],3,100,10000,5000,1.0077824927470476,3.0
['14532'],3,100,10000,5000,1.0084706852779999,3.0
['14533'],3,100,10000,5000,1.0028334095585592,3.0
['14534'],3,100,10000,5000,1.003157501383905,4.0
['14535'],3,100,10000,5000,1.0033740650649898,3.0
['14540'],3,100,10000,5000,1.1800877023458243,2.0
['14541'],3,100,10000,5000,1.0081563556530933,2.0
['14542'],3,100,10000,5000,1.0100391396493644,2.0
['14543'],3,100,10000,5000,1.0028983899497486,2.0
['14544'],3,100,10000,5000,1.0041108148642113,3.0
['14545'],3,100,10000,5000,1.0034115040571105,2.0
['14550'],3,100,10000,5000,1.1556947308238317,2.0
['14551'],3,100,10000,5000,1.0161404482765384,2.0
['14552'],3,100,10000,5000,1.0164260425013556,2.0
['14553'],3,100,10000,5000,1.0066609741004555,2.0
['14554'],3,100,10000,5000,1.0071043352110982,3.0
['14555'],3,100,10000,5000,1.0098668770329717,2.0
['15000'],3,100,10000,5000,12.010051214269192,1.0
['15001'],3,100,10000,5000,11.837123236329012,1.0
['15002'],3,100,10000,5000,11.799503314092652,1.0
['15003'],3,100,10000,5000,11.765474340590453,1.0
['15004'],3,100,10000,5000,11.822855881929492,2.0
['15005'],3,100,10000,5000,11.751437184215922,1.0
['15010'],3,100,10000,5000,11.113704604738844,1.0
['15011'],3,100,10000,5000,9.840233157646022,1.0
['15012'],3,100,10000,5000,10.11271251716063,1.0
['15013'],3,100,10000,5000,9.410247092811169,1.0
['15014'],3,100,10000,5000,9.774485493870321,2.0
['15015'],3,100,10000,5000,9.287820364262812,1.0
['15020'],3,100,10000,5000,11.291972338035768,1.0
['15021'],3,100,10000,5000,9.866928450787608,1.0
['15022'],3,100,10000,5000,10.284436047126272,1.0
['15023'],3,100,10000,5000,9.615883962365103,1.0
['15024'],3,100,10000,5000,9.718478306474278,2.0
['15025'],3,100,10000,5000,9.744826541626034,1.0
['15030'],3,100,10000,5000,10.568333527595263,2.0
['15031'],3,100,10000,5000,9.586713504486104,2.0
['15032'],3,100,10000,5000,9.401385868569431,2.0
['15033'],3,100,10000,5000,9.108898919310384,2.0
['15034'],3,100,10000,5000,9.10214143850332,3.0
['15035'],3,100,10000,5000,9.100856282149367,2.0
['15040'],3,100,10000,5000,10.769780013351877,1.0
['15041'],3,100,10000,5000,9.5456581715192,1.0
['15042'],3,100,10000,5000,9.669378596829599,1.0
['15043'],3,100,10000,5000,9.119658325924439,1.0
['15044'],3,100,10000,5000,9.326710403246631,2.0
['15045'],3,100,10000,5000,9.219707943676825,1.0
['15050'],3,100,10000,5000,10.15375931395812,1.0
['15051'],3,100,10000,5000,9.397517339849594,1.0
['15052'],3,100,10000,5000,9.421763127721018,1.0
['15053'],3,100,10000,5000,9.055722634725754,1.0
['15054'],3,100,10000,5000,9.28257297591702,2.0
['15055'],3,100,10000,5000,9.099095367980452,1.0
['15100'],3,100,10000,5000,2.182972048160823,1.0
['15101'],3,100,10000,5000,2.057016647248786,1.0
['15102'],3,100,10000,5000,2.0817780594308117,1.0
['15103'],3,100,10000,5000,2.0392779260677183,1.0
['15104'],3,100,10000,5000,2.0602546535023625,2.0
['15105'],3,100,10000,5000,1.9888162172675086,1.0
['15110'],3,100,10000,5000,1.5556134790702878,1.0
['15111'],3,100,10000,5000,1.1634513011324141,1.0
['15112'],3,100,10000,5000,1.1646385651536504,1.0
['15113'],3,100,10000,5000,1.097200513388706,1.0
['15114'],3,100,10000,5000,1.1019843058695815,2.0
['15115'],3,100,10000,5000,1.1005723542334742,1.0
['15120'],3,100,10000,5000,1.6339414370582725,1.0
['15121'],3,100,10000,5000,1.1501640165312357,1.0
['15122'],3,100,10000,5000,1.1796199309673714,1.0
['15123'],3,100,10000,5000,1.0858022025298983,1.0
['15124'],3,100,10000,5000,1.0938966451273482,2.0
['15125'],3,100,10000,5000,1.0830786765495604,1.0
['15130'],3,100,10000,5000,1.3830580760407931,2.0
['15131'],3,100,10000,5000,1.0703090981953403,2.0
['15132'],3,100,10000,5000,1.0705040930349228,2.0
['15133'],3,100,10000,5000,1.0440693295428112,2.0
['15134'],3,100,10000,5000,1.0452681711897323,3.0
['15135'],3,100,10000,5000,1.0452532897512261,2.0
['15140'],3,100,10000,5000,1.4536660153007024,1.0
['15141'],3,100,10000,5000,1.073188243072697,1.0
['15142'],3,100,10000,5000,1.0791637175516335,1.0
['15143'],3,100,10000,5000,1.0435790067793032,1.0
['15144'],3,100,10000,5000,1.050090341746452,2.0
['15145'],3,100,10000,5000,1.0435962215911214,1.0
['15150'],3,100,10000,5000,1.3490334990333581,1.0
['15151'],3,100,10000,5000,1.0888870841658707,1.0
['15152'],3,100,10000,5000,1.084371913247912,1.0
['15153'],3,100,10000,5000,1.0552473820266535,1.0
['15154'],3,100,10000,5000,1.055972541837244,2.0
['15155'],3,100,10000,5000,1.0620353686377375,1.0
['15200'],3,100,10000,5000,2.2670817230626317,1.0
['15201'],3,100,10000,5000,2.127585472175087,1.0
['15202'],3,100,10000,5000,2.17858967790704,1.0
['15203'],3,100,10000,5000,2.111102773383219,1.0
['15204'],3,100,10000,5000,2.132863336320623,2.0
['15205'],3,100,10000,5000,2.0545468145778463,1.0
['15210'],3,100,10000,5000,1.5384710620081388,1.0
['15211'],3,100,10000,5000,1.136657565364618,1.0
['15212'],3,100,10000,5000,1.152678478949152,1.0
['15213'],3,100,10000,5000,1.0804594671514474,1.0
['15214'],3,100,10000,5000,1.0873174125924456,2.0
