ite,time,q,z,solver,attacker,|Q|,|X|,|T|,rho,k,utility_time,scaled_eu
0,15,20.0935673263,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,325.700040102,9.0935673263
0,30,19.3932965099,"[6, 9, 3, 4, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,334.4935948849,8.3932965099
0,45,19.9490973277,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,334.8034787178,8.9490973277
0,60,20.1015861167,"[6, 9, 3, 19, 11, 20, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,333.5097870827,9.1015861167
0,75,19.5511165032,"[6, 9, 3, 4, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,330.1307013035,8.5511165032
0,90,20.1246616815,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,354.7133209705,9.1246616815
0,105,20.0794295172,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,322.4926221371,9.0794295172
0,120,20.1393154972,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,340.458493948,9.1393154972
0,135,20.03102959,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,342.9342834949,9.03102959
0,150,19.760345566,"[6, 9, 3, 19, 11, 24, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,325.3760316372,8.760345566
0,165,19.8090026526,"[6, 9, 3, 19, 11, 10, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,321.0131847858,8.8090026526
0,180,19.8252516337,"[6, 9, 3, 19, 11, 10, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,344.9079675674,8.8252516337
0,195,19.9701427951,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,343.9772839546,8.9701427951
0,210,20.1368842042,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,345.0123493671,9.1368842042
0,225,20.196541118,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,358.5885910988,9.196541118
0,240,20.0666775842,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,356.3677244186,9.0666775842
0,255,19.8095689614,"[6, 9, 3, 19, 11, 24, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,357.3594424725,8.8095689614
0,270,19.3969030911,"[6, 9, 3, 4, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,341.1050765514,8.3969030911
0,285,20.0493349944,"[6, 9, 3, 19, 11, 5, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,343.572042942,9.0493349944
0,300,20.2522669922,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,356.2945413589,9.2522669922
0,315,20.2538616389,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,635.604216814,9.2538616389
0,330,20.0134583917,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,623.2591724396,9.0134583917
0,345,20.1496587391,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,625.8145432472,9.1496587391
0,360,20.1591293014,"[6, 9, 3, 19, 11, 27, 14, 4, 11, 28]",APS,dd,10,30,10,0.9500000000000001,10000,628.817969799,9.1591293014
