kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
1.676699878919724,dd,SA,3,3,1,16,10000,SA
1.6286851077754272,dd,APS,3,3,1,16,10000,APS_A
1.6034394821749962,dd,APS,3,3,1,16,10000,APS_B
1.6220602163709024,dd,MCTS,3,3,1,16,10000,MCTS
1.4779050271007825,dd,RME,3,3,1,16,10000,RME
