kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
1.0894015674381343,dd,SA,4,3,1,16,100,SA
1.1558283175734132,dd,APS,4,3,1,16,100,APS_A
1.0821029771856696,dd,APS,4,3,1,16,100,APS_B
1.071466586478179,dd,MCTS,4,3,1,16,100,MCTS
1.1039562255134718,dd,RME,4,3,1,16,100,RME
