kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
2.10358605660482,dd,SA,1,3,1,16,10000,SA
2.17116998384359,dd,APS,1,3,1,16,10000,APS_A
2.0567929071947124,dd,APS,1,3,1,16,10000,APS_B
2.1529192433670525,dd,MCTS,1,3,1,16,10000,MCTS
2.1536512451814813,dd,RME,1,3,1,16,10000,RME
