nhd,att_str,solver,comb_num,w1,w2,seq,k,solver_1
0.9511499999999998,pd,SA,1,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,SA
0.9410999999999997,pd,APS,1,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,APS_A
0.9499999999999997,pd,APS,1,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,APS_B
0.9422499999999999,pd,MCTS,1,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,MCTS
0.9412999999999998,pd,RME,1,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,RME
