untainted data,tainted data,att_str,solver,comb_num,w1,w2,t,state,k,c,solver_1
0.0002,0.122,atr,SA,3,20,1,17,4,10000,1,SA
0.0002,0.1215,atr,APS,3,20,1,17,4,10000,1,APS_A
0.0002,0.1334,atr,APS,3,20,1,17,4,10000,1,APS_B
0.0002,0.1086,atr,MCTS,3,20,1,17,4,10000,1,MCTS
0.0002,0.0788,atr,RME,3,20,1,17,4,10000,1,RME
