nhd,att_str,solver,comb_num,w1,w2,seq,k,solver_1
0.9642499999999999,pd,SA,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],100,SA
0.9400999999999999,pd,APS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],100,APS_A
0.9499999999999997,pd,APS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],100,APS_B
0.9543499999999999,pd,MCTS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],100,MCTS
0.95305,pd,RME,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],100,RME
