kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
1.3520003180899096,dd,SA,2,3,1,16,100,SA
1.3938206556070265,dd,APS,2,3,1,16,100,APS_A
1.3638797259468651,dd,APS,2,3,1,16,100,APS_B
1.3639767836908132,dd,MCTS,2,3,1,16,100,MCTS
1.3874928319950912,dd,RME,2,3,1,16,100,RME
