untainted data,tainted data,att_str,solver,comb_num,w1,w2,t,state,k,c,solver_1
0.3522,0.0252,rep,SA,2,15,1,16,7,100,-1,SA
0.3522,0.0332,rep,APS,2,15,1,16,7,100,-1,APS_A
0.3522,0.0218,rep,APS,2,15,1,16,7,100,-1,APS_B
0.3522,0.0302,rep,MCTS,2,15,1,16,7,100,-1,MCTS
0.3522,0.0441,rep,RME,2,15,1,16,7,100,-1,RME
