diff_n_comp,res,z
5,0.03430793516157687,['11455']
4,0.01237212415886225,['11500']
4,0.011565810405063543,['11501']
4,0.011955114755785675,['11502']
4,0.011136369208716962,['11503']
3,0.011577736583649603,['11504']
4,0.010460964118436097,['11505']
4,0.0054096080167427875,['11510']
4,0.0014126363023670488,['11511']
4,0.0017415146057319295,['11512']
4,0.0008670985681843707,['11513']
3,0.0010056372744914445,['11514']
4,0.0008342544427027356,['11515']
4,0.008146080136614248,['11520']
4,0.001983685542895705,['11521']
4,0.0025978299934587314,['11522']
4,0.001110234153062461,['11523']
3,0.0013785504749081153,['11524']
4,0.0009776242911676445,['11525']
3,0.004065014169367521,['11530']
3,0.0007056565459822723,['11531']
3,0.0008530547189163517,['11532']
3,0.0004537706033237762,['11533']
2,0.0005084420111767759,['11534']
3,0.00044140760339380947,['11535']
4,0.006197565382813622,['11540']
4,0.0009111943763080742,['11541']
4,0.0011978787997865504,['11542']
4,0.0005334943874972589,['11543']
3,0.0006411196012728694,['11544']
4,0.0004830624977858685,['11545']
4,0.0019263516651390738,['11550']
4,0.0006224446489455129,['11551']
4,0.000641885971125731,['11552']
4,0.0004493575803462001,['11553']
3,0.00045464531342780015,['11554']
4,0.0004926258359097915,['11555']
5,0.9277499795042049,['12000']
5,0.928410830218951,['12001']
5,0.9325626968884115,['12002']
5,0.9328288902472992,['12003']
4,0.9302973563240182,['12004']
5,0.926407986277857,['12005']
5,0.9233682154747653,['12010']
5,0.8949403288215985,['12011']
5,0.9051068436748819,['12012']
5,0.8866039789549904,['12013']
4,0.8909669258110136,['12014']
5,0.87967222917408,['12015']
5,0.9261816337650797,['12020']
5,0.9128700306853506,['12021']
5,0.9167368302672559,['12022']
5,0.9043736429617358,['12023']
4,0.9070102903902747,['12024']
5,0.8971617579783695,['12025']
4,0.9152123806839463,['12030']
4,0.8821662304434696,['12031']
4,0.8890372060149008,['12032']
4,0.8589382239179868,['12033']
3,0.8683528717321346,['12034']
4,0.8579982042957749,['12035']
5,0.921272624437078,['12040']
5,0.8964775868755651,['12041']
5,0.905201060248691,['12042']
5,0.8746210465893015,['12043']
4,0.8863168473757114,['12044']
5,0.8679825975065698,['12045']
5,0.8796697600133168,['12050']
5,0.8609137148163398,['12051']
5,0.8600532290802828,['12052']
5,0.8446011595231903,['12053']
4,0.8508743911490894,['12054']
5,0.8561194430965053,['12055']
5,0.5573858651185516,['12100']
5,0.5370584714597079,['12101']
5,0.541411291585142,['12102']
5,0.5284986361656855,['12103']
4,0.5315642666932927,['12104']
5,0.5128919185541783,['12105']
5,0.3739015453352897,['12110']
5,0.1487451278388935,['12111']
5,0.17531639409223676,['12112']
5,0.09787223017562724,['12113']
4,0.11172711154860099,['12114']
5,0.09464433525775245,['12115']
5,0.4621835443923863,['12120']
5,0.19488051905090711,['12121']
5,0.23802571187304783,['12122']
5,0.1235827547342697,['12123']
4,0.14743243864836772,['12124']
5,0.10911320541529144,['12125']
4,0.31690309980944187,['12130']
4,0.08179956727504194,['12131']
4,0.09786459799049659,['12132']
4,0.05464420251393801,['12133']
3,0.06140181438242995,['12134']
4,0.053704550382827836,['12135']
5,0.40483621153378185,['12140']
5,0.10383337970138252,['12141']
5,0.13245908030141643,['12142']
5,0.06417159519427153,['12143']
4,0.07643669057723015,['12144']
5,0.05890195764514382,['12145']
5,0.18155701095714916,['12150']
5,0.07311918659718206,['12151']
5,0.07474076183616055,['12152']
5,0.05449364397694831,['12153']
4,0.05514017758161698,['12154']
5,0.05866773036460198,['12155']
5,0.7825417700996068,['12200']
5,0.7553850539206023,['12201']
5,0.7560498400751203,['12202']
5,0.7414307360721968,['12203']
4,0.7503734748948021,['12204']
5,0.730968373751094,['12205']
5,0.6138158762947994,['12210']
5,0.2853406631550421,['12211']
5,0.3288856519100462,['12212']
5,0.19514255064137415,['12213']
4,0.21947567155351272,['12214']
5,0.18973632855344505,['12215']
5,0.6899509514253247,['12220']
5,0.35549284421993954,['12221']
5,0.41787679392953503,['12222']
5,0.23401023827219525,['12223']
4,0.2746144397799821,['12224']
5,0.21182436091029158,['12225']
4,0.5358725997359485,['12230']
4,0.16381012661081565,['12231']
4,0.19230391221877866,['12232']
4,0.11143925461954539,['12233']
3,0.12358905505389059,['12234']
4,0.1092800716049779,['12235']
5,0.6224381624343595,['12240']
5,0.20077090577508283,['12241']
5,0.24831877281287792,['12242']
5,0.12915159978410318,['12243']
4,0.15100649504762087,['12244']
5,0.11811448777408293,['12245']
5,0.3675621547574685,['12250']
5,0.15061921182963045,['12251']
5,0.1543621410901037,['12252']
5,0.1125597922031988,['12253']
4,0.11316986625917669,['12254']
5,0.1215749067517201,['12255']
5,0.48584772210653043,['12300']
5,0.4573518103856406,['12301']
5,0.46691205892134857,['12302']
5,0.4498652254647872,['12303']
4,0.4581519387466017,['12304']
5,0.4293439204071703,['12305']
5,0.2616508860694145,['12310']
5,0.06815656545757716,['12311']
5,0.08338615760405094,['12312']
5,0.04126525960279583,['12313']
4,0.04788299777434538,['12314']
5,0.04048598319630266,['12315']
5,0.3526325470915903,['12320']
5,0.09246519776378066,['12321']
5,0.11972069687475578,['12322']
5,0.052068392020943814,['12323']
4,0.06462679345858656,['12324']
5,0.045383001359810535,['12325']
4,0.1944665210523888,['12330']
4,0.033210572244751005,['12331']
4,0.04025007394446634,['12332']
4,0.021310490289818403,['12333']
3,0.023952105290744742,['12334']
4,0.021097785899893483,['12335']
5,0.27023340874955637,['12340']
5,0.042604448443860916,['12341']
5,0.05548990005336791,['12342']
5,0.024876305398717404,['12343']
4,0.029899472936994062,['12344']
5,0.02269802878121078,['12345']
5,0.10325982262521352,['12350']
5,0.03045793298384041,['12351']
5,0.031225525471379603,['12352']
5,0.021490993488773206,['12353']
4,0.021751757235330037,['12354']
5,0.02348034830850582,['12355']
5,0.7043278426252618,['12400']
5,0.6731952291654035,['12401']
5,0.678418052674786,['12402']
5,0.6571218733440715,['12403']
4,0.6725151972500305,['12404']
5,0.6481409032926364,['12405']
5,0.4529267807907383,['12410']
5,0.13305707121575325,['12411']
5,0.16121460873300783,['12412']
5,0.08286020912554784,['12413']
4,0.09507155216736599,['12414']
5,0.07999892299650624,['12415']
5,0.5563784411622978,['12420']
5,0.17573303069811616,['12421']
5,0.2214367118098714,['12422']
5,0.10138890770610921,['12423']
4,0.12421465979194782,['12424']
5,0.09061829117043733,['12425']
4,0.3480927147336307,['12430']
4,0.06614318562727388,['12431']
4,0.07991366670498935,['12432']
4,0.04270318290858408,['12433']
3,0.04778458339379383,['12434']
4,0.04210869803806197,['12435']
5,0.45254265933782845,['12440']
5,0.08388174592981212,['12441']
5,0.10767671310846685,['12442']
5,0.04973182228218677,['12443']
4,0.05970343827409788,['12444']
5,0.045368493596346135,['12445']
5,0.20627993296964486,['12450']
5,0.0612640091934185,['12451']
5,0.06324342586682373,['12452']
5,0.04343956510848637,['12453']
4,0.04366358616654536,['12454']
5,0.04778972349391849,['12455']
4,0.018117903737255716,['12500']
4,0.016856080026890517,['12501']
4,0.017343021190413838,['12502']
4,0.016244235088368714,['12503']
3,0.016927208792951905,['12504']
4,0.015270793916672324,['12505']
4,0.007853528083098832,['12510']
4,0.0020044749501164335,['12511']
4,0.0024770694759667974,['12512']
4,0.0012311415685371386,['12513']
3,0.0014275569480272678,['12514']
4,0.0011839817946250812,['12515']
4,0.011804105435304364,['12520']
4,0.002822909592981461,['12521']
4,0.003703539835970544,['12522']
4,0.0015738498122057764,['12523']
3,0.0019600007729914607,['12524']
4,0.0013817852439530131,['12525']
3,0.0058580917613045265,['12530']
3,0.0009963713298573476,['12531']
3,0.0012042382213055367,['12532']
3,0.0006393213590122057,['12533']
2,0.000717064848138052,['12534']
3,0.0006245334145696928,['12535']
4,0.008956548520465433,['12540']
4,0.001294495368039381,['12541']
4,0.0016963277798944603,['12542']
4,0.0007600690797915163,['12543']
3,0.0009091538833894305,['12544']
4,0.0006842281317634863,['12545']
4,0.0027648615063957417,['12550']
4,0.0008888938168133203,['12551']
4,0.0009091423207880098,['12552']
4,0.0006364416179579201,['12553']
3,0.0006424407432959805,['12554']
4,0.0006928198437754843,['12555']
4,0.9190917599733283,['13000']
4,0.9150170290829844,['13001']
4,0.91422198873483,['13002']
4,0.9147378335581515,['13003']
3,0.9117123745932215,['13004']
4,0.9052755616133974,['13005']
4,0.8906670747600508,['13010']
4,0.8570042319118737,['13011']
4,0.8705308324502563,['13012']
4,0.8408950479949614,['13013']
3,0.8463480417537569,['13014']
4,0.8288772391405063,['13015']
4,0.9082518011694479,['13020']
4,0.8808967210198343,['13021']
4,0.888809168973026,['13022']
4,0.8636048814702024,['13023']
3,0.8752279807313255,['13024']
4,0.8485077457076182,['13025']
3,0.8927705820090752,['13030']
3,0.8273349535924317,['13031']
3,0.8466813354916055,['13032']
3,0.7924566236704259,['13033']
2,0.8095276312781867,['13034']
3,0.789520930916096,['13035']
4,0.8983450650062197,['13040']
4,0.856740737522506,['13041']
4,0.8701923807843496,['13042']
4,0.8153867781982735,['13043']
3,0.8342934650110867,['13044']
4,0.8114241062489642,['13045']
4,0.8271346439688448,['13050']
4,0.7971789244539028,['13051']
4,0.799471345980811,['13052']
4,0.7728295258780187,['13053']
3,0.7771124477161109,['13054']
4,0.7787020895193606,['13055']
4,0.39233290194645376,['13100']
4,0.3757593807637155,['13101']
4,0.3821811530033152,['13102']
4,0.3669508233216467,['13103']
3,0.37500057777431955,['13104']
4,0.35246947558217806,['13105']
4,0.2136375706132162,['13110']
4,0.05957962518051272,['13111']
4,0.07299635603634533,['13112']
4,0.037043562547623796,['13113']
3,0.04278664071310847,['13114']
4,0.035449917217050264,['13115']
4,0.2911836924533865,['13120']
4,0.08139938802693812,['13121']
4,0.10536758503348073,['13122']
4,0.04640487216351895,['13123']
3,0.05717602666596335,['13124']
4,0.04078288237814568,['13125']
3,0.1608981921259902,['13130']
3,0.029791403096473438,['13131']
3,0.036009561359499474,['13132']
3,0.01921429361456282,['13133']
2,0.021519704137340348,['13134']
3,0.018824311156970867,['13135']
4,0.22903719637365966,['13140']
4,0.038138144732917566,['13141']
4,0.05014664306479888,['13142']
4,0.022771188701087134,['13143']
3,0.027113235985934386,['13144']
4,0.020597960721522993,['13145']
4,0.08376458259210355,['13150']
4,0.02677045699625054,['13151']
4,0.027631185395021306,['13152']
4,0.019346694604966467,['13153']
3,0.01945496797688088,['13154']
4,0.020963697030251645,['13155']
4,0.6446154484770923,['13200']
4,0.6216423220512255,['13201']
4,0.6290819383959558,['13202']
4,0.6079489549134998,['13203']
3,0.6188888324625993,['13204']
4,0.5957209842837843,['13205']
4,0.40799307190707484,['13210']
4,0.1217846095115137,['13211']
4,0.14769386817940097,['13212']
4,0.07584755508501186,['13213']
3,0.08650174709979445,['13214']
4,0.07352564902916314,['13215']
4,0.5079578244363655,['13220']
4,0.16058281660969265,['13221']
4,0.20403810890724017,['13222']
4,0.09371166730030002,['13223']
3,0.11528187793901674,['13224']
4,0.08300772706613338,['13225']
3,0.318471107384955,['13230']
3,0.061494806283386334,['13231']
3,0.07388897800399573,['13232']
3,0.03940886412975787,['13233']
2,0.04426359928085463,['13234']
3,0.03866125775330727,['13235']
4,0.41554578270197906,['13240']
4,0.07730043221235704,['13241']
4,0.10050670052278442,['13242']
4,0.04621424588882342,['13243']
3,0.05514943150132171,['13244']
4,0.04229776492497099,['13245']
4,0.18338344052109168,['13250']
4,0.05586723777452992,['13251']
4,0.05777323309263153,['13252']
4,0.039999894567865485,['13253']
3,0.040524331292092534,['13254']
4,0.043687674228797574,['13255']
4,0.29479670317167234,['13300']
4,0.27304435005223626,['13301']
4,0.2837276572838844,['13302']
4,0.26589045796719374,['13303']
3,0.2733242421180101,['13304']
4,0.2504090737298979,['13305']
4,0.12073072996160776,['13310']
4,0.023847060238645156,['13311']
4,0.02974851025511873,['13312']
4,0.013852307849452086,['13313']
3,0.01626424229684163,['13314']
4,0.013582553124361024,['13315']
4,0.1797276560219789,['13320']
4,0.0326396797662534,['13321']
4,0.04372602340636246,['13322']
4,0.017479266060208942,['13323']
3,0.022007720393232982,['13324']
4,0.015387134112435063,['13325']
3,0.08030612463331531,['13330']
3,0.01109290369596917,['13331']
3,0.013471681999374397,['13332']
3,0.006952572525960099,['13333']
2,0.00786925957771569,['13334']
3,0.006826167589932932,['13335']
4,0.12141800560690544,['13340']
4,0.014184536914122942,['13341']
4,0.018871520458432968,['13342']
4,0.0081849614846703,['13343']
3,0.009916110606479272,['13344']
4,0.007368590734136617,['13345']
4,0.03991857282239426,['13350']
4,0.010091733088434243,['13351']
4,0.010414290959262712,['13352']
4,0.007031153681882307,['13353']
3,0.007145042696630387,['13354']
4,0.007730488321780087,['13355']
4,0.5038328132455342,['13400']
4,0.47711134948678957,['13401']
4,0.48291908380666193,['13402']
4,0.461201147141852,['13403']
3,0.47546306878920175,['13404']
4,0.44125153593124034,['13405']
4,0.23450805187057794,['13410']
4,0.047568829987229694,['13411']
4,0.059120231710898745,['13412']
4,0.02795692812017462,['13413']
3,0.03260500436123364,['13414']
4,0.02717140470580689,['13415']
4,0.33035979597079723,['13420']
4,0.06493237502609937,['13421']
4,0.08646670658080063,['13422']
4,0.03524786716077078,['13423']
3,0.04402720989181045,['13424']
4,0.030851927958747753,['13425']
3,0.15840767643985953,['13430']
3,0.022099417547856666,['13431']
3,0.026958061998150065,['13432']
3,0.014087644802835074,['13433']
2,0.015771293499159414,['13434']
3,0.013757248967463203,['13435']
4,0.22964182654945794,['13440']
4,0.028397752298984405,['13441']
4,0.03732572724513508,['13442']
4,0.01646815207691283,['13443']
3,0.019784143376103548,['13444']
4,0.014859587968510425,['13445']
4,0.08216193518002446,['13450']
4,0.02058814509003455,['13451']
4,0.021112250288262847,['13452']
4,0.0142918081929432,['13453']
3,0.014428649241993335,['13454']
4,0.015593384958212726,['13455']
3,0.00865421210757039,['13500']
3,0.00799053276852402,['13501']
3,0.008266707560187292,['13502']
3,0.0076723329819079625,['13503']
2,0.00800137612745403,['13504']
3,0.0071869055041871134,['13505']
3,0.0032957104955682274,['13510']
3,0.0007010699799381143,['13511']
3,0.0008761675090270523,['13512']
3,0.0004183662738429163,['13513']
2,0.0004860947092401282,['13514']
3,0.00040304809965219387,['13515']
3,0.005126954449104915,['13520']
3,0.0009871760598523344,['13521']
3,0.0013195990629227582,['13522']
3,0.0005314658121306075,['13523']
2,0.0006694566485398898,['13524']
3,0.0004678759693911239,['13525']
2,0.0022769684466649198,['13530']
2,0.00033439824513392045,['13531']
2,0.00040660442474704393,['13532']
2,0.00021147423801511173,['13533']
1,0.00023845734033599078,['13534']
2,0.00020738902717660227,['13535']
3,0.0035832653075792698,['13540']
3,0.0004308399811977844,['13541']
3,0.0005712803719744855,['13542']
3,0.0002491600540349457,['13543']
2,0.00030018307924020986,['13544']
3,0.00022594411540992693,['13545']
3,0.0010887724656586625,['13550']
3,0.0003008291901904478,['13551']
3,0.0003106824377507121,['13552']
3,0.00021299558034611622,['13553']
2,0.00021579797038197553,['13554']
3,0.00023356834587978838,['13555']
5,0.9236906015462275,['14000']
5,0.9254375048405362,['14001']
5,0.9256535994299396,['14002']
5,0.9215829653755385,['14003']
4,0.9254516895309196,['14004']
5,0.9199259564997446,['14005']
5,0.9100096495088117,['14010']
5,0.8807114682649586,['14011']
5,0.8900315770759902,['14012']
5,0.8640608721582826,['14013']
4,0.8727703725047002,['14014']
5,0.860587916277759,['14015']
5,0.9176529531091429,['14020']
5,0.8978121831404288,['14021']
5,0.9079506743676328,['14022']
5,0.8802447985104959,['14023']
4,0.8925809374815599,['14024']
5,0.8758182591537866,['14025']
4,0.9077675578951623,['14030']
4,0.8626949287997165,['14031']
4,0.8707930567270389,['14032']
4,0.8290706702073408,['14033']
3,0.8417089447603783,['14034']
4,0.8239576776372236,['14035']
5,0.9154427323475224,['14040']
5,0.8784850517113982,['14041']
5,0.8863231328694159,['14042']
5,0.8559982091537451,['14043']
4,0.8680437665152309,['14044']
5,0.8441890623056608,['14045']
5,0.8617362054614348,['14050']
5,0.8348233042755769,['14051']
5,0.8283017796880228,['14052']
5,0.8229249840810602,['14053']
4,0.8189474407557894,['14054']
5,0.8189218780802489,['14055']
5,0.46537478360934975,['14100']
5,0.44360791391103194,['14101']
5,0.4532703358720609,['14102']
5,0.43263055629911396,['14103']
4,0.44305911037669676,['14104']
5,0.41987782677718777,['14105']
5,0.2644348249028597,['14110']
5,0.07756107524572681,['14111']
5,0.09408287042299028,['14112']
5,0.047573883080299244,['14113']
4,0.054962445450852375,['14114']
5,0.046378113512216775,['14115']
5,0.3520818737476757,['14120']
5,0.10332392438037732,['14121']
5,0.13419825871131202,['14122']
5,0.05977981601152378,['14123']
4,0.07369411063624061,['14124']
5,0.053048223873276325,['14125']
4,0.2037658466533051,['14130']
4,0.03898830812352881,['14131']
4,0.04710876750601354,['14132']
4,0.02507562695513335,['14133']
3,0.02829247099516457,['14134']
4,0.024569610632014995,['14135']
5,0.28087904796452545,['14140']
5,0.04960315346387338,['14141']
5,0.06458265873232048,['14142']
5,0.029450641431375827,['14143']
4,0.03518398467315248,['14144']
5,0.026673723014203062,['14145']
5,0.10948698521743254,['14150']
5,0.035086294879631115,['14151']
5,0.03621422874659482,['14152']
5,0.025177592716077103,['14153']
4,0.02552594402105173,['14154']
5,0.027557597858911858,['14155']
5,0.7022710676893749,['14200']
5,0.6743270504471665,['14201']
5,0.6858578079901899,['14202']
5,0.6675412916544785,['14203']
4,0.6744139926268911,['14204']
5,0.646352679349821,['14205']
5,0.4722411832369489,['14210']
5,0.1553867333750899,['14211']
5,0.184394221013814,['14212']
5,0.09709254295224788,['14213']
4,0.11054541233373015,['14214']
5,0.09391163601442484,['14215']
5,0.5757602699568717,['14220']
5,0.20007719654390918,['14221']
5,0.2506845755911136,['14222']
5,0.11948533507304719,['14223']
4,0.14498729276820582,['14224']
5,0.10567659665977094,['14225']
4,0.3758441235753904,['14230']
4,0.07854876599876025,['14231']
4,0.09389066456089175,['14232']
4,0.050792617171789914,['14233']
3,0.05719974380422194,['14234']
4,0.049906526024442247,['14235']
5,0.48203818788152136,['14240']
5,0.09934539754493174,['14241']
5,0.1265435667654053,['14242']
5,0.05934828926404509,['14243']
4,0.07066962938787531,['14244']
5,0.05391027431870011,['14245']
5,0.22795378522553048,['14250']
5,0.07181057978053104,['14251']
5,0.0739862326717687,['14252']
5,0.05163695254944887,['14253']
4,0.05203686077638769,['14254']
5,0.05625756991037017,['14255']
5,0.3563989736938282,['14300']
5,0.3334959251300779,['14301']
5,0.3426392165720537,['14302']
5,0.3248514277924356,['14303']
4,0.33332962414986994,['14304']
5,0.30480562117788085,['14305']
5,0.15272271835457196,['14310']
5,0.03085277088459792,['14311']
5,0.03851529796918734,['14312']
5,0.01818979664622339,['14313']
4,0.021011868732183126,['14314']
5,0.01756127370239397,['14315']
5,0.22256342214529223,['14320']
5,0.0424907742034465,['14321']
5,0.05654310121302432,['14322']
5,0.022904928610889733,['14323']
4,0.028690960777628442,['14324']
5,0.02016391880997574,['14325']
4,0.10339825565219092,['14330']
4,0.01436906215446815,['14331']
4,0.017451461747786327,['14332']
4,0.00909971993155279,['14333']
3,0.010183999765170352,['14334']
4,0.008923741803633938,['14335']
5,0.15375039221923092,['14340']
5,0.01840571468086306,['14341']
5,0.024581619115369043,['14342']
5,0.01065291823947365,['14343']
4,0.012901701666047765,['14344']
5,0.009731895099926285,['14345']
5,0.05196504598438746,['14350']
5,0.01317581015734389,['14351']
5,0.013603334510432729,['14352']
5,0.009227816849474109,['14353']
4,0.009364868637343374,['14354']
5,0.010156736413023537,['14355']
5,0.5648323413535109,['14400']
5,0.5432877235605547,['14401']
5,0.5484920986332058,['14402']
5,0.5279918524379653,['14403']
4,0.5374751309748419,['14404']
5,0.5047788330495431,['14405']
5,0.28471765987197584,['14410']
5,0.06144191076997126,['14411']
5,0.07599062225022911,['14412']
5,0.03616471117141734,['14413']
4,0.04185276663764524,['14414']
5,0.03531993804132946,['14415']
5,0.3876452663213976,['14420']
5,0.08271363580509235,['14421']
5,0.11033114658535592,['14422']
5,0.045452726869647575,['14423']
4,0.0564618764157718,['14424']
5,0.03998311856424419,['14425']
4,0.19655121440923304,['14430']
4,0.028821425765065266,['14431']
4,0.03493275364401009,['14432']
4,0.018189464299135306,['14433']
3,0.020438036881837335,['14434']
4,0.01798002794967387,['14435']
5,0.28083989768246415,['14440']
5,0.036960036157679406,['14441']
5,0.048186526453656654,['14442']
5,0.02123865665183917,['14443']
4,0.025869068988505457,['14444']
5,0.019418685354555335,['14445']
5,0.10573209623154581,['14450']
5,0.026621967398033804,['14451']
5,0.027335786909331302,['14452']
5,0.018569591292784935,['14453']
4,0.01867565605211699,['14454']
5,0.020415076741904056,['14455']
4,0.011772664338668023,['14500']
4,0.010789402710868614,['14501']
4,0.011200599979655083,['14502']
4,0.010411869199603489,['14503']
3,0.010859983144978727,['14504']
4,0.00975111381483141,['14505']
4,0.00443106814030505,['14510']
4,0.0009296324004128971,['14511']
4,0.0011555697757784664,['14512']
4,0.0005500780039277288,['14513']
3,0.0006405595425393692,['14514']
4,0.000528254056725953,['14515']
4,0.0069566393354860995,['14520']
4,0.0012923980341911481,['14521']
4,0.0017307580039441419,['14522']
4,0.0006938498487140244,['14523']
3,0.0008731738290723222,['14524']
4,0.0006132625648757181,['14525']
3,0.0030333727080682884,['14530']
3,0.0004383503688084891,['14531']
3,0.0005347715752632721,['14532']
3,0.00027780851735474704,['14533']
2,0.00031197525963958504,['14534']
3,0.0002715540903847108,['14535']
4,0.004758433551811275,['14540']
4,0.0005677018530841919,['14541']
4,0.0007525682751037566,['14542']
4,0.0003274592829765342,['14543']
3,0.00039423732355181276,['14544']
4,0.00029657022425908793,['14545']
4,0.0014557999249705947,['14550']
4,0.00039534609135833987,['14551']
4,0.00040846168171034555,['14552']
4,0.0002796114056688324,['14553']
3,0.00028292498994768794,['14554']
4,0.0003062424945510945,['14555']
5,0.9079997619315687,['15000']
5,0.901290802923487,['15001']
5,0.9009103148202157,['15002']
5,0.8930471611536459,['15003']
4,0.8969066464726542,['15004']
5,0.8940381854622359,['15005']
5,0.8716092698679544,['15010']
5,0.8276741236917571,['15011']
5,0.8438958407305112,['15012']
5,0.7934776844819625,['15013']
4,0.8075732901178129,['15014']
5,0.7863275167897938,['15015']
5,0.8919039900899989,['15020']
5,0.8556464970885769,['15021']
5,0.8711547425175086,['15022']
5,0.832841712085407,['15023']
4,0.8453347867260976,['15024']
5,0.8158448933136148,['15025']
4,0.8622370240110832,['15030']
4,0.7906493386904347,['15031']
4,0.805980240927755,['15032']
4,0.7506944995666639,['15033']
3,0.7634222470581812,['15034']
4,0.7378986144825724,['15035']
5,0.893948694033976,['15040']
5,0.8221408248799227,['15041']
5,0.8415644649901817,['15042']
5,0.7843314388227269,['15043']
4,0.800262522130216,['15044']
5,0.7669038540413545,['15045']
5,0.7870430195843382,['15050']
5,0.7485284708879033,['15051']
5,0.7551557586050563,['15052']
5,0.7255581369552331,['15053']
4,0.7250613633994805,['15054']
5,0.7279916207834827,['15055']
5,0.328326295761599,['15100']
5,0.31192121675145273,['15101']
5,0.32061767294408666,['15102']
5,0.3067754356489069,['15103']
4,0.3122211818800135,['15104']
5,0.2916351014181143,['15105']
5,0.17776891091892277,['15110']
5,0.0526266882023926,['15111']
5,0.06371606224740438,['15112']
5,0.03305188026479543,['15113']
4,0.03792052846980556,['15114']
5,0.03168619210297988,['15115']
5,0.24525622045235196,['15120']
5,0.07231917399536729,['15121']
5,0.09344317202579284,['15122']
5,0.041572189364818816,['15123']
4,0.05140959923170798,['15124']
5,0.03684679781362598,['15125']
4,0.1388662844140943,['15130']
4,0.026875514540195315,['15131']
4,0.03257401386761176,['15132']
4,0.017464312449247153,['15133']
3,0.019570506588690348,['15134']
4,0.016951310316809402,['15135']
5,0.19502571036908292,['15140']
5,0.03459289966024923,['15141']
5,0.044856307629770595,['15142']
5,0.020475729006605808,['15143']
4,0.02453815984017354,['15144']
5,0.01856008378374646,['15145']
5,0.07173784502231055,['15150']
5,0.023840456560339878,['15151']
5,0.024701261182923248,['15152']
5,0.01732764458040756,['15153']
4,0.0175784140426667,['15154']
5,0.018825872431209627,['15155']
5,0.5931739123763229,['15200']
5,0.568809605930227,['15201']
5,0.5777032488964936,['15202']
5,0.5663758353165207,['15203']
4,0.5691855111298685,['15204']
5,0.5429030859741795,['15205']
5,0.37044808441153393,['15210']
5,0.11140328740260257,['15211']
5,0.13526908605906737,['15212']
5,0.06962785029558674,['15213']
4,0.07954141201806555,['15214']
5,0.06727757486775646,['15215']
5,0.4671556417888536,['15220']
5,0.1475393432276507,['15221']
5,0.1877858030591116,['15222']
5,0.08594171588782518,['15223']
4,0.10628489262505582,['15224']
5,0.07655100013290164,['15225']
4,0.28741515145867796,['15230']
4,0.05575501703566326,['15231']
4,0.0676522987705386,['15232']
4,0.03621582647371442,['15233']
3,0.04047229764083495,['15234']
4,0.03566932931225754,['15235']
5,0.3811190731923034,['15240']
5,0.07137721779626077,['15241']
5,0.09243610999022574,['15242']
5,0.042516864921936355,['15243']
4,0.0506762596341047,['15244']
5,0.03851430351014348,['15245']
5,0.16168507939376592,['15250']
5,0.05110305164259354,['15251']
5,0.05264971480759414,['15252']
5,0.03662444113253091,['15253']
4,0.03721520534170862,['15254']
5,0.039938228400680474,['15255']
5,0.25400089933596576,['15300']
5,0.2361739558344902,['15301']
5,0.24397901984403098,['15302']
5,0.2279641948762142,['15303']
4,0.23890452860183353,['15304']
5,0.21501399344812636,['15305']
5,0.10451590009137295,['15310']
5,0.0217843705579796,['15311']
5,0.0270255873852891,['15312']
5,0.012731964236948251,['15313']
4,0.014893401674696011,['15314']
5,0.012405339987117514,['15315']
5,0.15672437800617944,['15320']
5,0.03000842814956012,['15321']
5,0.03998279051061543,['15322']
5,0.016023218460131772,['15323']
4,0.020136875680636768,['15324']
5,0.014220198119989078,['15325']
4,0.07139144714894394,['15330']
4,0.010163886885533548,['15331']
4,0.012363209232144236,['15332']
4,0.006458419637318329,['15333']
3,0.007269196171578079,['15334']
4,0.006304947452153574,['15335']
5,0.10831610340568794,['15340']
5,0.013121135938778972,['15341']
5,0.017324488812948128,['15342']
5,0.007549555867494641,['15343']
4,0.009132398704009143,['15344']
5,0.006824730972960767,['15345']
5,0.035545989484787335,['15350']
5,0.009240653476436541,['15351']
5,0.00950721963904177,['15352']
5,0.006490863535755875,['15353']
4,0.0065824615675144915,['15354']
5,0.007156412513022873,['15355']
5,0.4660576367107021,['15400']
5,0.4428478029939952,['15401']
5,0.4511042905136437,['15402']
5,0.42506711251266105,['15403']
4,0.4417154813417931,['15404']
5,0.4072986120897879,['15405']
5,0.21521531300774682,['15410']
5,0.043987962200429276,['15411']
5,0.05480632672603808,['15412']
5,0.02599453567437274,['15413']
4,0.030208408814840944,['15414']
5,0.02528102298533497,['15415']
5,0.30403391161624693,['15420']
5,0.059882692367007655,['15421']
5,0.08007886693440978,['15422']
5,0.03264455974568441,['15423']
4,0.040802338126428014,['15424']
5,0.028419831046327653,['15425']
4,0.14548306588595827,['15430']
4,0.020606993049929516,['15431']
4,0.025114829367027632,['15432']
4,0.012963819945521345,['15433']
3,0.01451431648372067,['15434']
4,0.012811258217095889,['15435']
5,0.21605946019537506,['15440']
5,0.026209318321000995,['15441']
5,0.03474301725956874,['15442']
5,0.015271243566988448,['15443']
4,0.018379443507763712,['15444']
5,0.013814669185104043,['15445']
5,0.07531210571896951,['15450']
5,0.01882729616304909,['15451']
5,0.019533889066343076,['15452']
5,0.013165232862667416,['15453']
4,0.013280775513812302,['15454']
5,0.014578306740936096,['15455']
4,0.006682617504986811,['15500']
4,0.006152990695728544,['15501']
4,0.006346196442283432,['15502']
4,0.005929034550900309,['15503']
