solver,time,attacker,|Q|,|X|,|T|,rho,k,EU,Lower,Upper
RME,525,att,20,20,20,0.95,10000,-13.97273916904,-15.15337109155788,-12.792107246522121
RME,540,att,20,20,20,0.95,10000,-13.42242650685,-14.695955412561396,-12.148897601138604
RME,555,att,20,20,20,0.95,10000,-13.56788025568,-14.614472444826296,-12.521288066533705
RME,570,att,20,20,20,0.95,10000,-13.31633183996,-14.697774776856676,-11.934888903063325
RME,585,att,20,20,20,0.95,10000,-13.519953397150001,-14.402572046305373,-12.637334747994629
RME,600,att,20,20,20,0.95,10000,-12.985534338219999,-14.596856460704778,-11.37421221573522
RME,615,att,20,20,20,0.95,10000,-13.16821289975,-14.527913489689015,-11.808512309810984
RME,630,att,20,20,20,0.95,10000,-13.54887117099,-14.979260904912557,-12.118481437067441
RME,645,att,20,20,20,0.95,10000,-13.28637067623,-15.145653921541179,-11.42708743091882
RME,660,att,20,20,20,0.95,10000,-13.71415343713,-14.48916228239352,-12.939144591866478
RME,675,att,20,20,20,0.95,10000,-13.44498583055,-14.800308270764056,-12.089663390335943
RME,690,att,20,20,20,0.95,10000,-13.90806402408,-14.720034404928967,-13.096093643231033
RME,705,att,20,20,20,0.95,10000,-13.48620729278,-14.332136952524623,-12.640277633035376
RME,720,att,20,20,20,0.95,10000,-13.281003470929999,-14.668579988405652,-11.893426953454346
RME,735,att,20,20,20,0.95,10000,-13.74894467459,-14.825140647154795,-12.672748702025205
RME,750,att,20,20,20,0.95,10000,-13.27122759471,-14.127178205507327,-12.415276983912673
RME,765,att,20,20,20,0.95,10000,-13.38829747114,-14.343999780955096,-12.432595161324903
RME,780,att,20,20,20,0.95,10000,-13.18930741543,-14.852147670058285,-11.526467160801714
RME,795,att,20,20,20,0.95,10000,-13.206228232600001,-14.969948107796155,-11.442508357403847
RME,810,att,20,20,20,0.95,10000,-13.44788065514,-14.758543214863685,-12.137218095416316
RME,825,att,20,20,20,0.95,10000,-13.51937152311,-14.393120858253074,-12.645622187966925
RME,840,att,20,20,20,0.95,10000,-13.09428694599,-15.030893752286492,-11.157680139693507
RME,855,att,20,20,20,0.95,10000,-12.92483539242,-14.256672607979011,-11.59299817686099
RME,870,att,20,20,20,0.95,10000,-13.57926883162,-14.206373592860642,-12.952164070379359
RME,885,att,20,20,20,0.95,10000,-12.986191461279999,-14.113229973452256,-11.859152949107742
RME,900,att,20,20,20,0.95,10000,-13.05797992226,-14.842262918432754,-11.273696926087245
RME,915,att,20,20,20,0.95,10000,-13.0043999442,-14.088399930322776,-11.920399958077223
RME,930,att,20,20,20,0.95,10000,-12.80963550361,-14.074321192324778,-11.544949814895222
RME,945,att,20,20,20,0.95,10000,-13.03437544993,-14.70161601109122,-11.36713488876878
RME,960,att,20,20,20,0.95,10000,-13.18995221167,-14.28919472978113,-12.090709693558871
RME,975,att,20,20,20,0.95,10000,-13.20906330552,-14.299302664728527,-12.118823946311474
RME,990,att,20,20,20,0.95,10000,-13.50297959653,-14.348228536634018,-12.657730656425983
RME,1005,att,20,20,20,0.95,10000,-12.82801592587,-14.150836853758031,-11.505194997981969
RME,1020,att,20,20,20,0.95,10000,-13.224643221800001,-15.024373637206317,-11.424912806393685
RME,1035,att,20,20,20,0.95,10000,-13.26358035177,-14.67450067783558,-11.852660025704422
RME,1050,att,20,20,20,0.95,10000,-12.92373672699,-14.182593578521582,-11.66487987545842
RME,1065,att,20,20,20,0.95,10000,-13.23532257048,-14.446930961231132,-12.023714179728866
RME,1080,att,20,20,20,0.95,10000,-13.129801478040001,-14.430915290725661,-11.828687665354341
RME,1095,att,20,20,20,0.95,10000,-13.48930681218,-14.43960704781425,-12.53900657654575
RME,1110,att,20,20,20,0.95,10000,-12.89492309756,-14.501245626013631,-11.288600569106368
RME,1125,att,20,20,20,0.95,10000,-12.77220095247,-14.91894860286869,-10.625453302071309
RME,1140,att,20,20,20,0.95,10000,-13.037348185839999,-14.192602989347005,-11.882093382332993
RME,1155,att,20,20,20,0.95,10000,-13.05342218875,-14.675035094460153,-11.431809283039847
RME,1170,att,20,20,20,0.95,10000,-12.95628630215,-14.431253232019353,-11.481319372280646
RME,1185,att,20,20,20,0.95,10000,-13.18777176847,-14.232973355249923,-12.142570181690077
RME,1200,att,20,20,20,0.95,10000,-13.27903825637,-14.118539909299075,-12.439536603440926
RME,15,att,20,20,20,0.95,100,-16.11426521793,-17.466126498517625,-14.762403937342377
RME,30,att,20,20,20,0.95,100,-15.44782164456,-18.334311303527876,-12.561331985592123
RME,45,att,20,20,20,0.95,100,-15.14559630052,-17.218953000155672,-13.072239600884327
RME,60,att,20,20,20,0.95,100,-14.66311044567,-16.63944850860495,-12.686772382735052
RME,75,att,20,20,20,0.95,100,-15.03532853779,-16.193174717142384,-13.877482358437616
RME,90,att,20,20,20,0.95,100,-14.85562680424,-15.865333858629818,-13.845919749850182
RME,105,att,20,20,20,0.95,100,-14.4782552908,-15.745151678069542,-13.211358903530458
RME,120,att,20,20,20,0.95,100,-14.8053496177,-15.989367471222398,-13.6213317641776
RME,135,att,20,20,20,0.95,100,-14.23597117748,-15.91208802292978,-12.55985433203022
RME,150,att,20,20,20,0.95,100,-14.75209530473,-16.10949125874063,-13.394699350719371
RME,165,att,20,20,20,0.95,100,-14.07313018914,-14.807420053923146,-13.338840324356855
RME,180,att,20,20,20,0.95,100,-14.15741179798,-15.198495480113143,-13.116328115846857
RME,195,att,20,20,20,0.95,100,-13.601067176880001,-14.65774043640915,-12.544393917350853
RME,210,att,20,20,20,0.95,100,-13.89772188405,-15.18203564744826,-12.61340812065174
RME,225,att,20,20,20,0.95,100,-14.320960459990001,-15.088703525803231,-13.553217394176771
RME,240,att,20,20,20,0.95,100,-13.92531626357,-15.654085811532354,-12.196546715607646
RME,255,att,20,20,20,0.95,100,-13.89932883683,-14.824109319030143,-12.974548354629857
RME,270,att,20,20,20,0.95,100,-13.88280488258,-15.492819358821473,-12.272790406338528
RME,285,att,20,20,20,0.95,100,-13.82770366739,-15.13405252808244,-12.52135480669756
RME,300,att,20,20,20,0.95,100,-13.84980424235,-15.141334350625641,-12.55827413407436
RME,315,att,20,20,20,0.95,100,-13.5154377307,-14.700244689889496,-12.330630771510505
RME,330,att,20,20,20,0.95,100,-14.02120729978,-15.39359788444564,-12.64881671511436
RME,345,att,20,20,20,0.95,100,-13.72685283959,-15.373911601756076,-12.079794077423925
RME,360,att,20,20,20,0.95,100,-13.83067010025,-15.24665585529257,-12.41468434520743
RME,375,att,20,20,20,0.95,100,-13.83307809505,-15.714526741426305,-11.951629448673696
RME,390,att,20,20,20,0.95,100,-14.01131368003,-14.964212015900914,-13.058415344159085
RME,405,att,20,20,20,0.95,100,-13.58814119336,-15.218095724194107,-11.958186662525893
RME,420,att,20,20,20,0.95,100,-13.62245842766,-14.815875065770355,-12.429041789549645
RME,435,att,20,20,20,0.95,100,-13.82374345215,-15.19182212508645,-12.45566477921355
RME,450,att,20,20,20,0.95,100,-13.90988260155,-14.938644845167481,-12.88112035793252
RME,465,att,20,20,20,0.95,100,-13.63566537882,-15.055594654724246,-12.215736102915756
RME,480,att,20,20,20,0.95,100,-13.5731827273,-14.800494018018693,-12.345871436581309
RME,495,att,20,20,20,0.95,100,-13.5999931623,-14.93760571674071,-12.26238060785929
RME,510,att,20,20,20,0.95,100,-13.63802645521,-14.903807385008268,-12.372245525411731
RME,525,att,20,20,20,0.95,100,-13.74070682048,-14.686983346757112,-12.794430294202888
RME,540,att,20,20,20,0.95,100,-13.59499259997,-14.900230873170905,-12.289754326769096
RME,555,att,20,20,20,0.95,100,-13.17117529617,-15.426790432055952,-10.915560160284048
RME,570,att,20,20,20,0.95,100,-13.24378854417,-14.683901294928674,-11.803675793411326
RME,585,att,20,20,20,0.95,100,-13.41183639636,-14.676291644018486,-12.147381148701514
RME,600,att,20,20,20,0.95,100,-13.51984241903,-14.945022128702089,-12.094662709357912
RME,615,att,20,20,20,0.95,100,-13.4734242864,-14.793753608622604,-12.153094964177397
RME,630,att,20,20,20,0.95,100,-12.65921308303,-14.579665880853119,-10.738760285206881
RME,645,att,20,20,20,0.95,100,-13.13881817317,-14.42346812547454,-11.854168220865459
RME,660,att,20,20,20,0.95,100,-13.61952745557,-14.69068679521784,-12.548368115922159
RME,675,att,20,20,20,0.95,100,-13.33637050826,-15.210990352522028,-11.461750663997972
RME,690,att,20,20,20,0.95,100,-13.22215027388,-14.393221124268473,-12.051079423491528
RME,705,att,20,20,20,0.95,100,-13.17659709069,-13.882734174908213,-12.470460006471788
RME,720,att,20,20,20,0.95,100,-13.35153674214,-14.195958004477628,-12.507115479802373
RME,735,att,20,20,20,0.95,100,-13.38346823648,-14.80029446141648,-11.966642011543522
RME,750,att,20,20,20,0.95,100,-12.87572912396,-14.527302092245183,-11.224156155674816
RME,765,att,20,20,20,0.95,100,-13.63385148809,-14.365395786154181,-12.90230719002582
RME,780,att,20,20,20,0.95,100,-13.07669673454,-14.57817206564142,-11.575221403438581
RME,795,att,20,20,20,0.95,100,-13.34801377364,-14.473201708640772,-12.222825838639228
RME,810,att,20,20,20,0.95,100,-13.47401029118,-14.782155201137396,-12.165865381222606
RME,825,att,20,20,20,0.95,100,-13.3110070155,-15.029331121780512,-11.592682909219487
RME,840,att,20,20,20,0.95,100,-13.54114786561,-14.612069741421193,-12.470225989798807
RME,855,att,20,20,20,0.95,100,-13.11657542212,-14.279123246265762,-11.954027597974239
RME,870,att,20,20,20,0.95,100,-13.0375024541,-14.646908828845588,-11.428096079354413
RME,885,att,20,20,20,0.95,100,-13.12588923142,-14.538331692446413,-11.713446770393588
RME,900,att,20,20,20,0.95,100,-13.5868238912,-14.728733980253327,-12.444913802146672
RME,915,att,20,20,20,0.95,100,-13.20947401667,-14.657087028652787,-11.761861004687214
RME,930,att,20,20,20,0.95,100,-13.17335360772,-14.559415597176791,-11.787291618263207
RME,945,att,20,20,20,0.95,100,-12.96966425004,-14.356213888057358,-11.58311461202264
RME,960,att,20,20,20,0.95,100,-13.17843843663,-14.74848516494323,-11.60839170831677
RME,975,att,20,20,20,0.95,100,-12.98114430585,-14.969217185707635,-10.993071425992365
RME,990,att,20,20,20,0.95,100,-12.94946507469,-14.077079535546561,-11.821850613833439
RME,1005,att,20,20,20,0.95,100,-13.08098233985,-14.103031864028345,-12.058932815671653
RME,1020,att,20,20,20,0.95,100,-12.95992696686,-14.321936341984543,-11.597917591735456
RME,1035,att,20,20,20,0.95,100,-13.02208456684,-14.317342368583601,-11.7268267650964
RME,1050,att,20,20,20,0.95,100,-13.25295491983,-14.839081035951295,-11.666828803708704
RME,1065,att,20,20,20,0.95,100,-13.05774561434,-14.219144608231957,-11.896346620448043
RME,1080,att,20,20,20,0.95,100,-13.103272541739999,-14.404475534537132,-11.802069548942866
RME,1095,att,20,20,20,0.95,100,-13.38310519026,-14.414510467559472,-12.351699912960528
RME,1110,att,20,20,20,0.95,100,-12.7986968916,-14.71161751945389,-10.885776263746111
RME,1125,att,20,20,20,0.95,100,-13.53308749009,-14.314867554495144,-12.751307425684857
RME,1140,att,20,20,20,0.95,100,-13.15486347039,-14.51480977642788,-11.79491716435212
RME,1155,att,20,20,20,0.95,100,-13.22893202731,-14.144896936376908,-12.312967118243092
RME,1170,att,20,20,20,0.95,100,-12.69659597091,-13.945559862654822,-11.447632079165178
RME,1185,att,20,20,20,0.95,100,-13.262842643319999,-14.317716733785842,-12.207968552854156
RME,1200,att,20,20,20,0.95,100,-13.07583914636,-14.3746514843453,-11.7770268083747
RME,15,att,20,20,20,0.75,10000,-15.76905453621,-17.631970066884932,-13.906139005535067
RME,30,att,20,20,20,0.75,10000,-15.76095499389,-17.787743559477185,-13.734166428302816
RME,45,att,20,20,20,0.75,10000,-15.65250475555,-16.89888522391714,-14.406124287182859
RME,60,att,20,20,20,0.75,10000,-15.51371015317,-16.972670274249293,-14.054750032090709
RME,75,att,20,20,20,0.75,10000,-15.401412776179999,-17.173346809273493,-13.629478743086505
RME,90,att,20,20,20,0.75,10000,-15.407147683449999,-16.44986034815278,-14.364435018747217
RME,105,att,20,20,20,0.75,10000,-14.43262087274,-16.274954308994005,-12.590287436485996
RME,120,att,20,20,20,0.75,10000,-15.13684902025,-16.40059209866906,-13.873105941830941
RME,135,att,20,20,20,0.75,10000,-14.97172171967,-17.251047997415416,-12.692395441924585
RME,150,att,20,20,20,0.75,10000,-14.8174417475,-16.401179464964397,-13.233704030035604
RME,165,att,20,20,20,0.75,10000,-14.24991571075,-17.161189916223194,-11.338641505276806
RME,180,att,20,20,20,0.75,10000,-14.49018673324,-16.25077667311874,-12.72959679336126
RME,195,att,20,20,20,0.75,10000,-14.46173009864,-16.16600721848406,-12.75745297879594
RME,210,att,20,20,20,0.75,10000,-14.66962686548,-15.940919535151425,-13.398334195808575
RME,225,att,20,20,20,0.75,10000,-14.73808630671,-15.610393832686725,-13.865778780733276
RME,240,att,20,20,20,0.75,10000,-14.83930829324,-16.140527171366756,-13.538089415113244
RME,255,att,20,20,20,0.75,10000,-14.77928624057,-15.46268755591975,-14.09588492522025
RME,270,att,20,20,20,0.75,10000,-14.26536431145,-15.885916727234816,-12.644811895665184
RME,285,att,20,20,20,0.75,10000,-14.29983852321,-15.331991469646628,-13.26768557677337
RME,300,att,20,20,20,0.75,10000,-14.33229370744,-15.784662048458244,-12.879925366421755
RME,315,att,20,20,20,0.75,10000,-14.08098512754,-15.272550535253822,-12.889419719826178
RME,330,att,20,20,20,0.75,10000,-14.44211049581,-15.814816257722793,-13.069404733897208
RME,345,att,20,20,20,0.75,10000,-14.77219381603,-15.809586087816683,-13.734801544243318
RME,360,att,20,20,20,0.75,10000,-14.40179908202,-15.913357338594327,-12.890240825445673
RME,375,att,20,20,20,0.75,10000,-14.22299177775,-15.382336829231456,-13.063646726268544
RME,390,att,20,20,20,0.75,10000,-14.10130103016,-15.626459612339172,-12.576142447980828
RME,405,att,20,20,20,0.75,10000,-14.18974188486,-15.316903210881627,-13.062580558838373
RME,420,att,20,20,20,0.75,10000,-14.27839791965,-15.40192008578695,-13.154875753513052
RME,435,att,20,20,20,0.75,10000,-14.2666347879,-15.552036193157313,-12.981233382642685
RME,450,att,20,20,20,0.75,10000,-14.34415220384,-15.2465021521223,-13.4418022555577
RME,465,att,20,20,20,0.75,10000,-14.21947791022,-14.98140069742087,-13.45755512301913
RME,480,att,20,20,20,0.75,10000,-14.6320687092,-15.081084088410273,-14.183053329989727
RME,495,att,20,20,20,0.75,10000,-14.458163428199999,-15.484365187173939,-13.431961669226059
RME,510,att,20,20,20,0.75,10000,-14.36657287873,-15.351865871049705,-13.381279886410296
RME,525,att,20,20,20,0.75,10000,-14.12922243734,-14.943716273837715,-13.314728600842283
RME,540,att,20,20,20,0.75,10000,-14.32142513801,-15.511577865996351,-13.131272410023648
RME,555,att,20,20,20,0.75,10000,-14.15269796561,-15.28816720089938,-13.017228730320621
RME,570,att,20,20,20,0.75,10000,-14.29873677402,-15.527518335442329,-13.069955212597671
RME,585,att,20,20,20,0.75,10000,-13.958734034079999,-14.856523741670678,-13.06094432648932
RME,600,att,20,20,20,0.75,10000,-14.018884291820001,-15.612303538723376,-12.425465044916626
RME,615,att,20,20,20,0.75,10000,-14.07270199989,-15.175851886838222,-12.969552112941779
RME,630,att,20,20,20,0.75,10000,-14.20367716907,-15.489454652826987,-12.917899685313012
RME,645,att,20,20,20,0.75,10000,-14.12670747291,-15.181881307754297,-13.071533638065704
RME,660,att,20,20,20,0.75,10000,-13.75213806696,-15.88894463002087,-11.615331503899132
RME,675,att,20,20,20,0.75,10000,-13.80530475941,-14.640981867690487,-12.969627651129512
RME,690,att,20,20,20,0.75,10000,-14.24250913837,-14.86613305047224,-13.61888522626776
RME,705,att,20,20,20,0.75,10000,-13.79727826954,-16.018469353909907,-11.576087185170094
RME,720,att,20,20,20,0.75,10000,-13.83983712295,-15.350165814935071,-12.329508430964928
RME,735,att,20,20,20,0.75,10000,-13.92491322023,-15.827600114854462,-12.022226325605537
RME,750,att,20,20,20,0.75,10000,-13.94685510478,-16.10701421836844,-11.786695991191557
RME,765,att,20,20,20,0.75,10000,-13.98204690504,-14.929714535115616,-13.034379274964385
RME,780,att,20,20,20,0.75,10000,-13.79137195113,-14.732849804302221,-12.849894097957778
RME,795,att,20,20,20,0.75,10000,-13.88590145019,-16.01591198641469,-11.75589091396531
RME,810,att,20,20,20,0.75,10000,-14.09205151804,-15.125781926205086,-13.058321109874914
RME,825,att,20,20,20,0.75,10000,-13.82759805992,-15.25565949110755,-12.399536628732449
RME,840,att,20,20,20,0.75,10000,-13.83651335018,-15.50173566573827,-12.171291034621731
RME,855,att,20,20,20,0.75,10000,-13.7618128291,-14.462289775469262,-13.061335882730738
RME,870,att,20,20,20,0.75,10000,-13.741066417799999,-14.812968773910592,-12.669164061689406
RME,885,att,20,20,20,0.75,10000,-13.93271868795,-15.515017487251022,-12.350419888648979
RME,900,att,20,20,20,0.75,10000,-13.42377455779,-14.21237542145956,-12.635173694120441
RME,915,att,20,20,20,0.75,10000,-13.94769104135,-15.297893812754442,-12.597488269945558
RME,930,att,20,20,20,0.75,10000,-13.65271266235,-15.166883044655611,-12.138542280044389
RME,945,att,20,20,20,0.75,10000,-13.95554201118,-15.105539544783658,-12.805544477576342
RME,960,att,20,20,20,0.75,10000,-13.61321390481,-14.84618703392427,-12.380240775695729
RME,975,att,20,20,20,0.75,10000,-13.75664653122,-14.890953809246056,-12.622339253193942
RME,990,att,20,20,20,0.75,10000,-13.55525116515,-14.806065632347433,-12.304436697952568
RME,1005,att,20,20,20,0.75,10000,-13.9740190626,-15.086872290257613,-12.861165834942387
RME,1020,att,20,20,20,0.75,10000,-13.8870334239,-15.56641891438425,-12.20764793341575
RME,1035,att,20,20,20,0.75,10000,-13.90823129451,-14.923985229493656,-12.892477359526342
RME,1050,att,20,20,20,0.75,10000,-13.53559963102,-14.367405215575808,-12.703794046464193
RME,1065,att,20,20,20,0.75,10000,-13.48061154397,-14.901747268839323,-12.059475819100676
RME,1080,att,20,20,20,0.75,10000,-14.05945051176,-15.340890896839094,-12.778010126680906
RME,1095,att,20,20,20,0.75,10000,-13.98438369282,-14.405779531218272,-13.562987854421728
RME,1110,att,20,20,20,0.75,10000,-13.45559018621,-14.836952334180143,-12.074228038239855
RME,1125,att,20,20,20,0.75,10000,-13.72148548328,-15.402692159061624,-12.040278807498376
RME,1140,att,20,20,20,0.75,10000,-13.65817033194,-15.422028989086591,-11.894311674793407
RME,1155,att,20,20,20,0.75,10000,-13.4565609511,-14.912973376732165,-12.000148525467836
RME,1170,att,20,20,20,0.75,10000,-14.17185775611,-14.794718921226355,-13.548996590993646
RME,1185,att,20,20,20,0.75,10000,-13.7321207853,-15.378985902709333,-12.085255667890666
RME,1200,att,20,20,20,0.75,10000,-13.54986957885,-14.32911114987208,-12.77062800782792
RME,15,att,20,20,20,0.75,100,-16.15909772401,-18.159495887214046,-14.158699560805953
RME,30,att,20,20,20,0.75,100,-15.93962263164,-17.328389867407793,-14.550855395872208
RME,45,att,20,20,20,0.75,100,-15.43937693141,-17.40763510252088,-13.471118760299117
RME,60,att,20,20,20,0.75,100,-15.24348743658,-16.485372053512314,-14.001602819647688
RME,75,att,20,20,20,0.75,100,-14.87735280419,-17.240939232420192,-12.513766375959808
RME,90,att,20,20,20,0.75,100,-15.31801554215,-16.907687892005846,-13.728343192294156
RME,105,att,20,20,20,0.75,100,-15.096672186,-16.386675128901977,-13.80666924309802
RME,120,att,20,20,20,0.75,100,-14.934579545390001,-15.903651459324678,-13.965507631455324
RME,135,att,20,20,20,0.75,100,-14.82551347842,-16.046185589647973,-13.604841367192027
RME,150,att,20,20,20,0.75,100,-14.60417194527,-15.353532607907304,-13.854811282632696
RME,165,att,20,20,20,0.75,100,-14.5417625298,-15.823171528811505,-13.260353530788494
RME,180,att,20,20,20,0.75,100,-14.77406700707,-15.192835961527129,-14.355298052612872
RME,195,att,20,20,20,0.75,100,-14.8179689162,-16.769336758629418,-12.866601073770582
RME,210,att,20,20,20,0.75,100,-14.75496845077,-16.11911810211586,-13.390818799424142
RME,225,att,20,20,20,0.75,100,-14.70154308045,-15.982401469349725,-13.420684691550274
RME,240,att,20,20,20,0.75,100,-14.563011143619999,-15.558925534309878,-13.56709675293012
RME,255,att,20,20,20,0.75,100,-15.047452538049999,-15.827385464005634,-14.267519612094365
RME,270,att,20,20,20,0.75,100,-14.56525707338,-16.40403916803417,-12.726474978725829
RME,285,att,20,20,20,0.75,100,-14.43511168096,-15.773549457067938,-13.096673904852063
RME,300,att,20,20,20,0.75,100,-14.37878351768,-15.809687226851468,-12.947879808508533
RME,315,att,20,20,20,0.75,100,-14.10026993069,-15.419559890569296,-12.780979970810705
RME,330,att,20,20,20,0.75,100,-14.3150604451,-16.177581188835447,-12.452539701364554
RME,345,att,20,20,20,0.75,100,-14.35204952637,-15.889509777784586,-12.814589274955413
RME,360,att,20,20,20,0.75,100,-14.63628304172,-15.768885306962222,-13.503680776477779
RME,375,att,20,20,20,0.75,100,-14.41012987123,-15.97334784483614,-12.84691189762386
RME,390,att,20,20,20,0.75,100,-13.62736423946,-15.412040780589068,-11.842687698330932
RME,405,att,20,20,20,0.75,100,-14.551915148920001,-15.286287103741186,-13.817543194098816
RME,420,att,20,20,20,0.75,100,-14.36062264287,-15.912142816619493,-12.809102469120507
RME,435,att,20,20,20,0.75,100,-13.91142316374,-15.86663098723533,-11.95621534024467
RME,450,att,20,20,20,0.75,100,-14.30569802142,-15.566561641000154,-13.044834401839845
RME,465,att,20,20,20,0.75,100,-14.35327464081,-15.180222826682227,-13.526326454937772
RME,480,att,20,20,20,0.75,100,-14.176944133260001,-14.85236177524952,-13.501526491270482
RME,495,att,20,20,20,0.75,100,-14.42923538943,-15.602322042090195,-13.256148736769804
RME,510,att,20,20,20,0.75,100,-14.12386278912,-16.20034156999057,-12.047384008249432
RME,525,att,20,20,20,0.75,100,-14.30574673843,-15.569781922327387,-13.041711554532615
RME,540,att,20,20,20,0.75,100,-14.07113227356,-16.150007286352476,-11.992257260767524
RME,555,att,20,20,20,0.75,100,-13.97783807748,-15.217215786830145,-12.738460368129854
RME,570,att,20,20,20,0.75,100,-13.89026438347,-15.162249446304667,-12.618279320635335
RME,585,att,20,20,20,0.75,100,-14.02917471271,-15.505665660279547,-12.552683765140454
RME,600,att,20,20,20,0.75,100,-13.88541321686,-15.166077240980762,-12.604749192739238
RME,615,att,20,20,20,0.75,100,-13.9500640887,-15.146381458032886,-12.753746719367113
RME,630,att,20,20,20,0.75,100,-14.0872051483,-15.428252089453157,-12.746158207146845
RME,645,att,20,20,20,0.75,100,-14.02049916096,-15.20221955420587,-12.83877876771413
RME,660,att,20,20,20,0.75,100,-14.21939215285,-14.917030398665213,-13.521753907034787
RME,675,att,20,20,20,0.75,100,-13.90560021626,-14.97691332520572,-12.83428710731428
RME,690,att,20,20,20,0.75,100,-14.12502294694,-14.77970864061296,-13.47033725326704
RME,705,att,20,20,20,0.75,100,-14.00522027542,-15.0818635656791,-12.928576985160898
RME,720,att,20,20,20,0.75,100,-13.75324341309,-15.324285287516437,-12.182201538663564
RME,735,att,20,20,20,0.75,100,-13.74739891506,-15.22925197157463,-12.26554585854537
RME,750,att,20,20,20,0.75,100,-13.7990205347,-15.350214284255742,-12.247826785144259
RME,765,att,20,20,20,0.75,100,-14.03531783348,-15.242186160717958,-12.828449506242043
RME,780,att,20,20,20,0.75,100,-13.9004097354,-14.905988251111744,-12.894831219688257
RME,795,att,20,20,20,0.75,100,-13.91218757828,-15.013571573000254,-12.810803583559744
RME,810,att,20,20,20,0.75,100,-13.75363603091,-15.076618093092916,-12.430653968727084
RME,825,att,20,20,20,0.75,100,-13.84319270937,-14.994916574234136,-12.691468844505863
RME,840,att,20,20,20,0.75,100,-14.03089008745,-15.412102088133487,-12.649678086766514
RME,855,att,20,20,20,0.75,100,-14.08226228292,-16.1043363728546,-12.060188192985398
RME,870,att,20,20,20,0.75,100,-13.91446480333,-15.101804217607173,-12.727125389052828
RME,885,att,20,20,20,0.75,100,-14.00410536914,-15.025313503151688,-12.982897235128311
RME,900,att,20,20,20,0.75,100,-14.21442492139,-15.528198834754173,-12.900651008025827
RME,915,att,20,20,20,0.75,100,-13.95570210613,-15.905987786018947,-12.005416426241052
RME,930,att,20,20,20,0.75,100,-14.12968988801,-15.139866143848886,-13.119513632171115
RME,945,att,20,20,20,0.75,100,-13.91306919093,-15.562411703903393,-12.263726677956608
RME,960,att,20,20,20,0.75,100,-14.24142738327,-14.912464028375567,-13.570390738164434
