solver,time,attacker,|Q|,|X|,|T|,rho,k,EU,Lower,Upper
SA_A,750,rep,10,10,30,0.95,10000,-1.4615022949861163,-1.4816993172218234,-1.4413052727504092
SA_A,765,rep,10,10,30,0.95,10000,-1.4615022949861163,-1.4816993172218234,-1.4413052727504092
SA_A,780,rep,10,10,30,0.95,10000,-1.4596572241727983,-1.4781420482831402,-1.4411724000624564
SA_A,795,rep,10,10,30,0.95,10000,-1.4596572241727983,-1.4781420482831402,-1.4411724000624564
SA_A,810,rep,10,10,30,0.95,10000,-1.4596572241727983,-1.4781420482831402,-1.4411724000624564
SA_A,825,rep,10,10,30,0.95,10000,-1.4596572241727983,-1.4781420482831402,-1.4411724000624564
SA_A,840,rep,10,10,30,0.95,10000,-1.4586794866366823,-1.4755025418985355,-1.4418564313748292
SA_A,855,rep,10,10,30,0.95,10000,-1.4586794866366823,-1.4755025418985355,-1.4418564313748292
SA_A,870,rep,10,10,30,0.95,10000,-1.4586794866366823,-1.4755025418985355,-1.4418564313748292
SA_A,885,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,900,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,915,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,930,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,945,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,960,rep,10,10,30,0.95,10000,-1.4564592193579997,-1.4714167266188165,-1.441501712097183
SA_A,975,rep,10,10,30,0.95,10000,-1.4552443578513903,-1.4704108299870209,-1.4400778857157597
SA_A,990,rep,10,10,30,0.95,10000,-1.4552443578513903,-1.4704108299870209,-1.4400778857157597
SA_A,1005,rep,10,10,30,0.95,10000,-1.4552443578513903,-1.4704108299870209,-1.4400778857157597
SA_A,1020,rep,10,10,30,0.95,10000,-1.4552443578513903,-1.4704108299870209,-1.4400778857157597
SA_A,1035,rep,10,10,30,0.95,10000,-1.4552443578513903,-1.4704108299870209,-1.4400778857157597
SA_A,1050,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1065,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1080,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1095,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1110,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1125,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1140,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1155,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1170,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1185,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,1200,rep,10,10,30,0.95,10000,-1.4551744327463196,-1.4703329979676505,-1.4400158675249888
SA_A,15,rep,10,30,10,0.95,10000,-11.249129337708787,-13.099852757310915,-9.39840591810666
SA_A,30,rep,10,30,10,0.95,10000,-11.244027167397105,-13.091704855035246,-9.396349479758964
SA_A,45,rep,10,30,10,0.95,10000,-11.240636881809017,-13.089744689358687,-9.391529074259347
SA_A,60,rep,10,30,10,0.95,10000,-11.238077007315821,-13.087499087147128,-9.388654927484515
SA_A,75,rep,10,30,10,0.95,10000,-11.230558763975495,-13.085333738148796,-9.375783789802194
SA_A,90,rep,10,30,10,0.95,10000,-11.228701337207088,-13.078561091150533,-9.378841583263643
SA_A,105,rep,10,30,10,0.95,10000,-11.228267011754825,-13.078281782871013,-9.378252240638638
SA_A,120,rep,10,30,10,0.95,10000,-11.12835208895883,-12.98408879598619,-9.272615381931468
SA_A,135,rep,10,30,10,0.95,10000,-11.110393316511443,-12.970551424488365,-9.250235208534521
SA_A,150,rep,10,30,10,0.95,10000,-10.706306335464511,-12.927936786374632,-8.48467588455439
SA_A,165,rep,10,30,10,0.95,10000,-10.530297700097528,-12.388051255486753,-8.672544144708302
SA_A,180,rep,10,30,10,0.95,10000,-10.526855901840843,-12.373807358405234,-8.679904445276453
SA_A,195,rep,10,30,10,0.95,10000,-10.173058113533346,-11.314916318554513,-9.031199908512178
SA_A,210,rep,10,30,10,0.95,10000,-9.814338399653277,-10.39481371865546,-9.233863080651094
SA_A,225,rep,10,30,10,0.95,10000,-9.709958932817083,-10.650642884765512,-8.769274980868653
SA_A,240,rep,10,30,10,0.95,10000,-9.686404067036126,-10.604308744481271,-8.76849938959098
SA_A,255,rep,10,30,10,0.95,10000,-9.449253255630774,-11.015104502886782,-7.883402008374766
SA_A,270,rep,10,30,10,0.95,10000,-9.429989765721787,-10.968694614447514,-7.89128491699606
SA_A,285,rep,10,30,10,0.95,10000,-9.420240258318726,-10.948727465029496,-7.891753051607957
SA_A,300,rep,10,30,10,0.95,10000,-9.276903625954354,-10.750186880751677,-7.803620371157031
SA_A,315,rep,10,30,10,0.95,10000,-9.201834941293448,-10.663131854678136,-7.7405380279087606
SA_A,330,rep,10,30,10,0.95,10000,-9.186388285584385,-10.631927363096608,-7.740849208072163
SA_A,345,rep,10,30,10,0.95,10000,-9.095871926848128,-10.505133437700323,-7.686610415995933
SA_A,360,rep,10,30,10,0.95,10000,-8.937945912164867,-10.299643501366134,-7.5762483229636
SA_A,375,rep,10,30,10,0.95,10000,-8.841187569135858,-9.94086736893399,-7.741507769337726
SA_A,390,rep,10,30,10,0.95,10000,-8.841187569135858,-9.94086736893399,-7.741507769337726
SA_A,405,rep,10,30,10,0.95,10000,-8.823995503632247,-9.908564182528213,-7.739426824736281
SA_A,420,rep,10,30,10,0.95,10000,-8.823995503632247,-9.908564182528213,-7.739426824736281
SA_A,435,rep,10,30,10,0.95,10000,-8.823995503632247,-9.908564182528213,-7.739426824736281
SA_A,450,rep,10,30,10,0.95,10000,-8.808888319932962,-9.89577158503185,-7.722005054834072
SA_A,465,rep,10,30,10,0.95,10000,-8.797405561324204,-9.86288411398643,-7.7319270086619785
SA_A,480,rep,10,30,10,0.95,10000,-8.583501483556073,-10.076938344039284,-7.090064623072863
SA_A,495,rep,10,30,10,0.95,10000,-8.583501483556073,-10.076938344039284,-7.090064623072863
SA_A,510,rep,10,30,10,0.95,10000,-8.583501483556073,-10.076938344039284,-7.090064623072863
SA_A,525,rep,10,30,10,0.95,10000,-8.583501483556073,-10.076938344039284,-7.090064623072863
SA_A,540,rep,10,30,10,0.95,10000,-8.578337852163502,-10.070287371612554,-7.08638833271445
SA_A,555,rep,10,30,10,0.95,10000,-8.564131794875042,-10.055675972321113,-7.072587617428971
SA_A,570,rep,10,30,10,0.95,10000,-8.562937543954007,-10.054694240670237,-7.071180847237777
SA_A,585,rep,10,30,10,0.95,10000,-8.497908456965325,-10.05743360391728,-6.93838331001337
SA_A,600,rep,10,30,10,0.95,10000,-8.497908456965325,-10.05743360391728,-6.93838331001337
SA_A,615,rep,10,30,10,0.95,10000,-8.497908456965325,-10.05743360391728,-6.93838331001337
SA_A,630,rep,10,30,10,0.95,10000,-8.497142798000036,-10.056027551516802,-6.93825804448327
SA_A,645,rep,10,30,10,0.95,10000,-8.421498229579269,-9.955830475060333,-6.887165984098205
SA_A,660,rep,10,30,10,0.95,10000,-8.421263467969865,-9.955428781352653,-6.887098154587077
SA_A,675,rep,10,30,10,0.95,10000,-8.362901493951457,-9.902375373069468,-6.823427614833446
SA_A,690,rep,10,30,10,0.95,10000,-8.362901493951457,-9.902375373069468,-6.823427614833446
SA_A,705,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,720,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,735,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,750,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,765,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,780,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,795,rep,10,30,10,0.95,10000,-8.36038816924579,-9.895997184303523,-6.824779154188056
SA_A,810,rep,10,30,10,0.95,10000,-8.359500671282722,-9.894689031245075,-6.824312311320369
SA_A,825,rep,10,30,10,0.95,10000,-8.352077391694435,-9.862087030155497,-6.842067753233373
SA_A,840,rep,10,30,10,0.95,10000,-8.350142540904129,-9.85376101734381,-6.846524064464446
SA_A,855,rep,10,30,10,0.95,10000,-8.350142540904129,-9.85376101734381,-6.846524064464446
SA_A,870,rep,10,30,10,0.95,10000,-8.350142540904129,-9.85376101734381,-6.846524064464446
SA_A,885,rep,10,30,10,0.95,10000,-8.350142540904129,-9.85376101734381,-6.846524064464446
SA_A,900,rep,10,30,10,0.95,10000,-8.350142540904129,-9.85376101734381,-6.846524064464446
SA_A,915,rep,10,30,10,0.95,10000,-8.280533951773991,-9.60987486381307,-6.951193039734912
SA_A,930,rep,10,30,10,0.95,10000,-8.186843543124308,-9.496270882260768,-6.877416203987847
SA_A,945,rep,10,30,10,0.95,10000,-8.186843543124308,-9.496270882260768,-6.877416203987847
SA_A,960,rep,10,30,10,0.95,10000,-8.164814767473878,-9.412252223074088,-6.917377311873668
SA_A,975,rep,10,30,10,0.95,10000,-8.124916695751653,-9.26403413120006,-6.985799260303246
SA_A,990,rep,10,30,10,0.95,10000,-8.026432272156455,-9.123983626789665,-6.928880917523245
SA_A,1005,rep,10,30,10,0.95,10000,-8.024929675312729,-9.124570583939596,-6.925288766685861
SA_A,1020,rep,10,30,10,0.95,10000,-8.024929675312729,-9.124570583939596,-6.925288766685861
SA_A,1035,rep,10,30,10,0.95,10000,-8.014241477723127,-9.130968654443391,-6.897514301002863
SA_A,1050,rep,10,30,10,0.95,10000,-8.014241477723127,-9.130968654443391,-6.897514301002863
SA_A,1065,rep,10,30,10,0.95,10000,-8.014241477723127,-9.130968654443391,-6.897514301002863
SA_A,1080,rep,10,30,10,0.95,10000,-7.9966680678945945,-9.116084701315629,-6.8772514344735605
SA_A,1095,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1110,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1125,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1140,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1155,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1170,rep,10,30,10,0.95,10000,-7.8823783396978735,-9.369499525080533,-6.395257154315214
SA_A,1185,rep,10,30,10,0.95,10000,-7.797509271850022,-9.218491042704528,-6.376527500995517
SA_A,1200,rep,10,30,10,0.95,10000,-7.7956734055167285,-9.21743136117043,-6.373915449863027
SA_A,15,rep,30,10,10,0.95,10000,-9.516698598131365,-11.28510628101109,-7.748290915251639
SA_A,30,rep,30,10,10,0.95,10000,-9.51442941716993,-11.281926293430033,-7.746932540909827
SA_A,45,rep,30,10,10,0.95,10000,-9.513289569570492,-11.282502230811872,-7.744076908329112
SA_A,60,rep,30,10,10,0.95,10000,-9.413391017452339,-11.359460476678084,-7.467321558226594
SA_A,75,rep,30,10,10,0.95,10000,-9.030463875692824,-11.06442699489864,-6.996500756487009
SA_A,90,rep,30,10,10,0.95,10000,-8.532325605373885,-10.196550407443548,-6.868100803304221
SA_A,105,rep,30,10,10,0.95,10000,-7.97583021640508,-9.803831341458865,-6.147829091351293
SA_A,120,rep,30,10,10,0.95,10000,-7.872816276537001,-9.792131986629325,-5.953500566444676
SA_A,135,rep,30,10,10,0.95,10000,-7.621518354950343,-9.283762899950101,-5.959273809950584
SA_A,150,rep,30,10,10,0.95,10000,-7.3031493602710125,-8.838515191907451,-5.767783528634574
SA_A,165,rep,30,10,10,0.95,10000,-6.974302127421578,-8.261157216570055,-5.687447038273101
SA_A,180,rep,30,10,10,0.95,10000,-6.58376065618559,-8.003631461524336,-5.163889850846845
SA_A,195,rep,30,10,10,0.95,10000,-6.454800756416985,-8.144522841743699,-4.76507867109027
SA_A,210,rep,30,10,10,0.95,10000,-6.435945161843062,-8.099227675679742,-4.772662648006381
SA_A,225,rep,30,10,10,0.95,10000,-6.432418396675709,-8.092616608761423,-4.7722201845899965
SA_A,240,rep,30,10,10,0.95,10000,-5.950140327123259,-8.014032518642665,-3.886248135603854
SA_A,255,rep,30,10,10,0.95,10000,-5.573560877046511,-7.713022316481425,-3.434099437611597
SA_A,270,rep,30,10,10,0.95,10000,-5.475244726535191,-7.576525958861314,-3.373963494209068
SA_A,285,rep,30,10,10,0.95,10000,-5.182506198123646,-7.298708034941966,-3.0663043613053267
SA_A,300,rep,30,10,10,0.95,10000,-5.117692878781486,-6.996947348673191,-3.23843840888978
SA_A,315,rep,30,10,10,0.95,10000,-4.680352569835166,-6.59904432488398,-2.761660814786351
SA_A,330,rep,30,10,10,0.95,10000,-4.577906071871621,-6.695212328382047,-2.4605998153611957
SA_A,345,rep,30,10,10,0.95,10000,-4.184562895912236,-6.451562505233246,-1.9175632865912244
SA_A,360,rep,30,10,10,0.95,10000,-4.180262245838704,-6.447131876536641,-1.9133926151407663
SA_A,375,rep,30,10,10,0.95,10000,-3.8735024094082338,-5.76824043203924,-1.9787643867772273
SA_A,390,rep,30,10,10,0.95,10000,-3.6766281295698686,-6.020773269936751,-1.332482989202986
SA_A,405,rep,30,10,10,0.95,10000,-3.6628643296686847,-5.980190453172831,-1.3455382061645378
SA_A,420,rep,30,10,10,0.95,10000,-3.461063171788922,-5.730623287473126,-1.1915030561047182
SA_A,435,rep,30,10,10,0.95,10000,-3.177349533303434,-5.492091686078037,-0.8626073805288308
SA_A,450,rep,30,10,10,0.95,10000,-2.9833333109004836,-5.061640855502834,-0.9050257662981331
SA_A,465,rep,30,10,10,0.95,10000,-2.684403859704708,-4.623662238504538,-0.7451454809048781
SA_A,480,rep,30,10,10,0.95,10000,-2.490454146183113,-4.394484654228723,-0.5864236381375023
SA_A,495,rep,30,10,10,0.95,10000,-2.3852462457473496,-4.245237579098259,-0.5252549123964407
SA_A,510,rep,30,10,10,0.95,10000,-2.285167524027178,-4.046488079968593,-0.5238469680857631
SA_A,525,rep,30,10,10,0.95,10000,-2.087014979919791,-3.8461861138978617,-0.32784384594172034
SA_A,540,rep,30,10,10,0.95,10000,-1.9739358883281557,-3.2967167997099933,-0.6511549769463179
SA_A,555,rep,30,10,10,0.95,10000,-1.8736876062877326,-3.2545459752579013,-0.49282923731756356
SA_A,570,rep,30,10,10,0.95,10000,-1.6940286507750342,-3.1304747733936207,-0.25758252815644767
SA_A,585,rep,30,10,10,0.95,10000,-1.692540830743651,-3.1310918226223956,-0.253989838864906
SA_A,600,rep,30,10,10,0.95,10000,-1.690656392246513,-3.1321545334153775,-0.24915825107764822
SA_A,615,rep,30,10,10,0.95,10000,-1.5812933339637147,-3.008048407389944,-0.15453826053748543
SA_A,630,rep,30,10,10,0.95,10000,-1.5793077757254992,-3.00732250937639,-0.15129304207460859
SA_A,645,rep,30,10,10,0.95,10000,-1.579042491196116,-3.0074251285397673,-0.15065985385246483
SA_A,660,rep,30,10,10,0.95,10000,-1.5786448129111479,-3.0074658792794446,-0.14982374654285135
SA_A,675,rep,30,10,10,0.95,10000,-1.5691917398307762,-2.9558288368359005,-0.18255464282565215
SA_A,690,rep,30,10,10,0.95,10000,-1.4736901040132775,-2.4497696271428238,-0.497610580883731
SA_A,705,rep,30,10,10,0.95,10000,-1.4736315825933823,-2.449776727870586,-0.4974864373161789
SA_A,720,rep,30,10,10,0.95,10000,-1.4654004963051896,-2.4521159089623272,-0.4786850836480522
SA_A,735,rep,30,10,10,0.95,10000,-1.4649791741514055,-2.4523064467943283,-0.4776519015084828
SA_A,750,rep,30,10,10,0.95,10000,-1.4649791741514055,-2.4523064467943283,-0.4776519015084828
SA_A,765,rep,30,10,10,0.95,10000,-1.4644854188578298,-2.4525384052154706,-0.47643243250018896
SA_A,780,rep,30,10,10,0.95,10000,-1.4632579399835242,-2.4480297389510666,-0.47848614101598186
SA_A,795,rep,30,10,10,0.95,10000,-1.3613121842031752,-2.20133749428293,-0.5212868741234205
SA_A,810,rep,30,10,10,0.95,10000,-1.358597743774286,-2.188711981313382,-0.5284835062351896
SA_A,825,rep,30,10,10,0.95,10000,-1.35817089161624,-2.1886615235728324,-0.5276802596596476
SA_A,840,rep,30,10,10,0.95,10000,-1.3454588075473486,-2.166388278132732,-0.5245293369619654
SA_A,855,rep,30,10,10,0.95,10000,-1.2452944365972778,-1.8528262123790977,-0.6377626608154577
SA_A,870,rep,30,10,10,0.95,10000,-1.2450631572517066,-1.8527819431349428,-0.6373443713684704
SA_A,885,rep,30,10,10,0.95,10000,-1.1572625906400198,-1.2379436408684248,-1.0765815404116148
SA_A,900,rep,30,10,10,0.95,10000,-1.1572625906400198,-1.2379436408684248,-1.0765815404116148
SA_A,915,rep,30,10,10,0.95,10000,-1.1572625906400198,-1.2379436408684248,-1.0765815404116148
SA_A,930,rep,30,10,10,0.95,10000,-1.1572625906400198,-1.2379436408684248,-1.0765815404116148
SA_A,945,rep,30,10,10,0.95,10000,-1.1531414298221194,-1.2224256196597927,-1.0838572399844462
SA_A,960,rep,30,10,10,0.95,10000,-1.1527687529567696,-1.2214180932683454,-1.0841194126451938
SA_A,975,rep,30,10,10,0.95,10000,-1.1527687529567696,-1.2214180932683454,-1.0841194126451938
SA_A,990,rep,30,10,10,0.95,10000,-1.1527687529567696,-1.2214180932683454,-1.0841194126451938
SA_A,1005,rep,30,10,10,0.95,10000,-1.1527687529567696,-1.2214180932683454,-1.0841194126451938
SA_A,1020,rep,30,10,10,0.95,10000,-1.1527687529567696,-1.2214180932683454,-1.0841194126451938
SA_A,1035,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1050,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1065,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1080,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1095,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1110,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1125,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1140,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1155,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1170,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1185,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_A,1200,rep,30,10,10,0.95,10000,-1.1488180113133601,-1.215658594195213,-1.0819774284315073
SA_B,15,att,30,30,30,0.95,10000,-26.80655155216849,-29.388553187196255,-24.224549917140724
SA_B,30,att,30,30,30,0.95,10000,-25.28985272108256,-28.885410235025855,-21.694295207139266
SA_B,45,att,30,30,30,0.95,10000,-22.901385338687017,-26.379445979667047,-19.423324697706988
SA_B,60,att,30,30,30,0.95,10000,-21.41289696822835,-24.480030892686088,-18.34576304377061
SA_B,75,att,30,30,30,0.95,10000,-20.336698257182505,-24.839144798070595,-15.834251716294414
SA_B,90,att,30,30,30,0.95,10000,-18.089458090186785,-22.96406097239738,-13.21485520797619
SA_B,105,att,30,30,30,0.95,10000,-16.564442527847753,-21.19309680472257,-11.935788250972937
SA_B,120,att,30,30,30,0.95,10000,-14.750319995688915,-21.507358303261242,-7.993281688116588
SA_B,135,att,30,30,30,0.95,10000,-12.857927732045859,-18.33908090494547,-7.37677455914625
SA_B,150,att,30,30,30,0.95,10000,-10.641999761072007,-18.08521043144077,-3.1987890907032446
SA_B,165,att,30,30,30,0.95,10000,-9.130684344859896,-15.111530672343655,-3.1498380173761378
SA_B,180,att,30,30,30,0.95,10000,-7.646367252642966,-14.226104817121811,-1.0666296881641193
SA_B,195,att,30,30,30,0.95,10000,-5.97955601574725,-12.354245895215174,0.39513386372067316
SA_B,210,att,30,30,30,0.95,10000,-4.0479411469063455,-7.768419575278651,-0.3274627185340404
SA_B,225,att,30,30,30,0.95,10000,-3.0217816126996953,-6.01652358017126,-0.027039645228130738
SA_B,240,att,30,30,30,0.95,10000,-2.449818401966385,-6.266743475043809,1.367106671111039
SA_B,255,att,30,30,30,0.95,10000,-2.0390986054046905,-5.658607031168362,1.5804098203589807
SA_B,270,att,30,30,30,0.95,10000,-1.2078883765234087,-5.178490963503532,2.762714210456715
SA_B,285,att,30,30,30,0.95,10000,-0.8112198669261302,-4.919199434877355,3.2967597010250946
SA_B,300,att,30,30,30,0.95,10000,-0.06938963687062834,-3.302858260108183,3.1640789863669263
SA_B,315,att,30,30,30,0.95,10000,0.7050655656085724,-1.4107778420657535,2.820908973282898
SA_B,330,att,30,30,30,0.95,10000,0.7080327864693089,-1.397611183057856,2.813676755996474
SA_B,345,att,30,30,30,0.95,10000,1.0133914685849803,-0.30146363881290594,2.3282465759828668
SA_B,360,att,30,30,30,0.95,10000,1.1354649012426479,-0.14850829738978466,2.41943809987508
SA_B,375,att,30,30,30,0.95,10000,1.211271229299181,-0.06966209860401107,2.492204557202373
SA_B,390,att,30,30,30,0.95,10000,1.2120792876831714,-0.06979566998813502,2.4939542453544776
SA_B,405,att,30,30,30,0.95,10000,1.3114531765978683,0.10589171366469152,2.517014639531045
SA_B,420,att,30,30,30,0.95,10000,1.3764940058106867,0.19910958676766044,2.553878424853713
SA_B,435,att,30,30,30,0.95,10000,1.413171001152579,0.19113446355507624,2.635207538750082
SA_B,450,att,30,30,30,0.95,10000,1.5982965352161622,1.3729354883344538,1.8236575820978707
SA_B,465,att,30,30,30,0.95,10000,1.5982965352161622,1.3729354883344538,1.8236575820978707
SA_B,480,att,30,30,30,0.95,10000,1.5986957224450244,1.3709058821878177,1.8264855627022312
SA_B,495,att,30,30,30,0.95,10000,1.5989080122289046,1.3712946405545476,1.8265213839032615
SA_B,510,att,30,30,30,0.95,10000,1.5996215388346158,1.3727915261708807,1.8264515514983508
SA_B,525,att,30,30,30,0.95,10000,1.5996215388346158,1.3727915261708807,1.8264515514983508
SA_B,540,att,30,30,30,0.95,10000,1.6283083395746545,1.3167902922727295,1.9398263868765795
SA_B,555,att,30,30,30,0.95,10000,1.6372032487707195,1.3312518815741345,1.9431546159673045
SA_B,570,att,30,30,30,0.95,10000,1.681008317245886,1.3466993297824146,2.0153173047093573
SA_B,585,att,30,30,30,0.95,10000,1.6883680257924938,1.3628589833797553,2.013877068205232
SA_B,600,att,30,30,30,0.95,10000,1.6885288894282149,1.3625385435863313,2.0145192352700985
SA_B,615,att,30,30,30,0.95,10000,1.6909002154941555,1.3582487854028187,2.023551645585492
SA_B,630,att,30,30,30,0.95,10000,1.691225854165591,1.3592017372268959,2.0232499711042857
SA_B,645,att,30,30,30,0.95,10000,1.691225854165591,1.3592017372268959,2.0232499711042857
SA_B,660,att,30,30,30,0.95,10000,1.691225854165591,1.3592017372268959,2.0232499711042857
SA_B,675,att,30,30,30,0.95,10000,1.6916646899610868,1.3604675705411986,2.022861809380975
SA_B,690,att,30,30,30,0.95,10000,1.6916646899610868,1.3604675705411986,2.022861809380975
SA_B,705,att,30,30,30,0.95,10000,1.6916646899610868,1.3604675705411986,2.022861809380975
SA_B,720,att,30,30,30,0.95,10000,1.6916646899610868,1.3604675705411986,2.022861809380975
SA_B,735,att,30,30,30,0.95,10000,1.6916646899610868,1.3604675705411986,2.022861809380975
SA_B,750,att,30,30,30,0.95,10000,1.7286148458523285,1.385389509313457,2.0718401823912
SA_B,765,att,30,30,30,0.95,10000,1.7286148458523285,1.385389509313457,2.0718401823912
SA_B,780,att,30,30,30,0.95,10000,1.7628974709844443,1.4251612249320629,2.1006337170368257
SA_B,795,att,30,30,30,0.95,10000,1.7628974709844443,1.4251612249320629,2.1006337170368257
SA_B,810,att,30,30,30,0.95,10000,1.7628974709844443,1.4251612249320629,2.1006337170368257
SA_B,825,att,30,30,30,0.95,10000,1.7628974709844443,1.4251612249320629,2.1006337170368257
SA_B,840,att,30,30,30,0.95,10000,1.7628974709844443,1.4251612249320629,2.1006337170368257
SA_B,855,att,30,30,30,0.95,10000,1.7632985331512727,1.4248041367621647,2.1017929295403808
SA_B,870,att,30,30,30,0.95,10000,1.7905207802916514,1.4546746228044591,2.126366937778844
SA_B,885,att,30,30,30,0.95,10000,1.790752267411174,1.455626079012831,2.125878455809517
SA_B,900,att,30,30,30,0.95,10000,1.7912866693024334,1.4577807860891578,2.124792552515709
SA_B,915,att,30,30,30,0.95,10000,1.7912866693024334,1.4577807860891578,2.124792552515709
SA_B,930,att,30,30,30,0.95,10000,1.7912866693024334,1.4577807860891578,2.124792552515709
SA_B,945,att,30,30,30,0.95,10000,1.7914413023205682,1.4584170814981625,2.1244655231429737
SA_B,960,att,30,30,30,0.95,10000,1.7914413023205682,1.4584170814981625,2.1244655231429737
SA_B,975,att,30,30,30,0.95,10000,1.7914413023205682,1.4584170814981625,2.1244655231429737
SA_B,990,att,30,30,30,0.95,10000,1.7914413023205682,1.4584170814981625,2.1244655231429737
SA_B,1005,att,30,30,30,0.95,10000,1.7914413023205682,1.4584170814981625,2.1244655231429737
SA_B,1020,att,30,30,30,0.95,10000,1.7926434122569368,1.4577058007633499,2.1275810237505235
SA_B,1035,att,30,30,30,0.95,10000,1.7926434122569368,1.4577058007633499,2.1275810237505235
SA_B,1050,att,30,30,30,0.95,10000,1.7926434122569368,1.4577058007633499,2.1275810237505235
SA_B,1065,att,30,30,30,0.95,10000,1.7926434122569368,1.4577058007633499,2.1275810237505235
SA_B,1080,att,30,30,30,0.95,10000,1.7928325970456207,1.4584809760229898,2.1271842180682516
SA_B,1095,att,30,30,30,0.95,10000,1.7928325970456207,1.4584809760229898,2.1271842180682516
SA_B,1110,att,30,30,30,0.95,10000,1.7928325970456207,1.4584809760229898,2.1271842180682516
SA_B,1125,att,30,30,30,0.95,10000,1.7928325970456207,1.4584809760229898,2.1271842180682516
SA_B,1140,att,30,30,30,0.95,10000,1.8206358292954967,1.4945447880048919,2.1467268705861016
SA_B,1155,att,30,30,30,0.95,10000,1.8206358292954967,1.4945447880048919,2.1467268705861016
SA_B,1170,att,30,30,30,0.95,10000,1.8206358292954967,1.4945447880048919,2.1467268705861016
SA_B,1185,att,30,30,30,0.95,10000,1.8294493488939332,1.5303439486253914,2.128554749162475
SA_B,1200,att,30,30,30,0.95,10000,1.8294493488939332,1.5303439486253914,2.128554749162475
SA_B,15,att,10,10,30,0.95,10000,-8.615883033824325,-16.498641012339093,-0.7331250553095581
SA_B,30,att,10,10,30,0.95,10000,-2.0995089343142532,-4.9478559249859,0.7488380563573931
SA_B,45,att,10,10,30,0.95,10000,-0.4919291063380612,-1.5991414653591494,0.6152832526830269
SA_B,60,att,10,10,30,0.95,10000,-0.1264275457902791,-0.34343538851740674,0.09058029693684855
