kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
2.2794024408373423,dd,SA,2,3,1,29,10000,SA
2.201800382934651,dd,APS,2,3,1,29,10000,APS_A
2.2129416878451367,dd,APS,2,3,1,29,10000,APS_B
2.296896829413758,dd,MCTS,2,3,1,29,10000,MCTS
2.1920854850795912,dd,RME,2,3,1,29,10000,RME
