kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
1.5108401408357872,dd,SA,4,3,1,9,10000,SA
1.5197442713227167,dd,APS,4,3,1,9,10000,APS_A
1.5181542480214794,dd,APS,4,3,1,9,10000,APS_B
1.4593446719643186,dd,MCTS,4,3,1,9,10000,MCTS
1.516821545513198,dd,RME,4,3,1,9,10000,RME
