nhd,att_str,solver,comb_num,w1,w2,seq,k,solver_1
0.8666666666666669,pd,SA,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,SA
0.8512666666666668,pd,APS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,APS_A
0.8603666666666671,pd,APS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,APS_B
0.8570000000000002,pd,MCTS,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,MCTS
0.8972666666666669,pd,RME,2,2.55,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],10000,RME
