kl_div,att_str,solver,comb_num,w1,w2,t,k,solver_1
2.206077653167112,dd,SA,1,3,1,23,10000,SA
2.2210765100519363,dd,APS,1,3,1,23,10000,APS_A
2.140011222787406,dd,APS,1,3,1,23,10000,APS_B
2.283188835080804,dd,MCTS,1,3,1,23,10000,MCTS
2.2029760186324334,dd,RME,1,3,1,23,10000,RME
