untainted data,tainted data,att_str,solver,comb_num,w1,w2,t,state,k,c,solver_1
0.1775,0.0085,rep,SA,4,15,1,9,12,10000,-1,SA
0.1775,0.0097,rep,APS,4,15,1,9,12,10000,-1,APS_A
0.1775,0.0072,rep,APS,4,15,1,9,12,10000,-1,APS_B
0.1775,0.0114,rep,MCTS,4,15,1,9,12,10000,-1,MCTS
0.1775,0.0102,rep,RME,4,15,1,9,12,10000,-1,RME
