ite,time,q,scaled_eu,z,solver,attacker,|Q|,|X|,|T|,rho,k,utility_time,RS_iters,mcts_iters,sa_iters,eps,lr
0,15,19.871873317027152,-6.128126682972847,[6 3 7 1 8 3 5 6 6 6],MCTS,rep,30,10,10,0.95,10000,103.86232566833496,5000,10,-1,0.05,0.005
0,30,24.765319767933914,-1.2346802320660937,[7 3 2 1 9 9 5 0 3 6],MCTS,rep,30,10,10,0.95,10000,99.39554381370544,5000,10,-1,0.05,0.005
0,45,24.85510973185741,-1.1448902681425892,[7 3 2 1 9 9 5 0 6 6],MCTS,rep,30,10,10,0.95,10000,99.72293877601624,5000,10,-1,0.05,0.005
0,60,24.85510973185741,-1.1448902681425892,[7 3 2 1 9 9 5 0 6 6],MCTS,rep,30,10,10,0.95,10000,100.08375334739685,5000,10,-1,0.05,0.005
0,75,24.85510973185741,-1.1448902681425892,[7 1 2 5 2 9 5 3 6 6],MCTS,rep,30,10,10,0.95,10000,99.82144784927368,5000,10,-1,0.05,0.005
0,90,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 5 0 6 6],MCTS,rep,30,10,10,0.95,10000,99.0666732788086,5000,10,-1,0.05,0.005
0,105,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 5 0 6 6],MCTS,rep,30,10,10,0.95,10000,99.946063041687,5000,10,-1,0.05,0.005
0,120,24.86445254755301,-1.1355474524469926,[7 8 5 1 9 9 5 3 5 6],MCTS,rep,30,10,10,0.95,10000,99.93408846855164,5000,10,-1,0.05,0.005
0,135,24.86445254755301,-1.1355474524469926,[7 8 5 1 9 9 5 3 5 6],MCTS,rep,30,10,10,0.95,10000,99.84201669692992,5000,10,-1,0.05,0.005
0,150,24.86445254755301,-1.1355474524469926,[7 8 5 1 9 9 5 3 5 6],MCTS,rep,30,10,10,0.95,10000,127.06834578514099,5000,10,-1,0.05,0.005
0,165,24.86445254755301,-1.1355474524469926,[7 3 2 8 3 3 5 0 3 6],MCTS,rep,30,10,10,0.95,10000,99.27514457702637,5000,10,-1,0.05,0.005
0,180,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.32669138908386,5000,10,-1,0.05,0.005
0,195,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.53037691116332,5000,10,-1,0.05,0.005
0,210,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,100.27589559555055,5000,10,-1,0.05,0.005
0,225,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,100.0809063911438,5000,10,-1,0.05,0.005
0,240,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.68267250061035,5000,10,-1,0.05,0.005
0,255,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.15834140777588,5000,10,-1,0.05,0.005
0,270,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.16502332687378,5000,10,-1,0.05,0.005
0,285,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.48845314979552,5000,10,-1,0.05,0.005
0,300,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.42376804351808,5000,10,-1,0.05,0.005
0,315,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,98.53656506538393,5000,10,-1,0.05,0.005
0,330,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,98.94308400154114,5000,10,-1,0.05,0.005
0,345,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,98.72861170768738,5000,10,-1,0.05,0.005
0,360,24.86445254755301,-1.1355474524469926,[7 3 2 1 9 9 8 0 2 5],MCTS,rep,30,10,10,0.95,10000,99.07410836219788,5000,10,-1,0.05,0.005
