ite,time,q,z,solver,attacker,|Q|,|X|,|T|,rho,k,utility_time,params_solver_dict,scaled_eu
0,15,19.7475811431,"[5, 1, 0, 1, 2, 5, 2, 5, 5, 7, 2, 5, 9, 3, 3, 2, 2, 9, 7, 3, 3, 6, 7, 2, 0, 8, 7, 0, 8, 1]",RME,rep,10,10,30,0.9500000000000001,10000,40.5724618435,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-26.2524188569
0,30,24.455427907,"[9, 2, 3, 9, 3, 3, 7, 6, 2, 9, 0, 3, 7, 7, 5, 5, 5, 2, 3, 3, 0, 1, 1, 4, 0, 8, 0, 9, 6, 7]",RME,rep,10,10,30,0.9500000000000001,10000,55.1753487587,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-21.544572093
0,45,22.5700820149,"[1, 5, 5, 4, 6, 9, 3, 7, 6, 5, 7, 1, 5, 7, 2, 3, 4, 8, 1, 3, 9, 9, 8, 6, 9, 7, 3, 5, 0, 6]",RME,rep,10,10,30,0.9500000000000001,10000,70.3637342453,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-23.4299179851
0,60,22.4061899361,"[3, 2, 2, 3, 4, 5, 1, 6, 5, 0, 4, 0, 9, 3, 4, 2, 9, 2, 1, 7, 4, 0, 8, 1, 3, 8, 6, 1, 5, 5]",RME,rep,10,10,30,0.9500000000000001,10000,83.7878496647,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-23.5938100639
0,75,22.4758341699,"[6, 7, 1, 5, 4, 8, 9, 2, 8, 4, 3, 7, 6, 9, 8, 6, 3, 7, 6, 5, 4, 4, 2, 4, 9, 7, 1, 0, 6, 7]",RME,rep,10,10,30,0.9500000000000001,10000,101.0650503635,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-23.5241658301
0,90,23.5960533824,"[5, 7, 7, 8, 6, 1, 7, 8, 1, 3, 2, 2, 9, 9, 4, 8, 7, 8, 3, 5, 8, 0, 8, 4, 9, 3, 3, 1, 6, 4]",RME,rep,10,10,30,0.9500000000000001,10000,115.3671710491,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-22.4039466176
0,105,23.4094016255,"[8, 2, 2, 4, 8, 3, 1, 3, 7, 1, 4, 3, 2, 9, 3, 4, 4, 6, 9, 5, 3, 1, 5, 8, 8, 7, 3, 0, 6, 7]",RME,rep,10,10,30,0.9500000000000001,10000,130.3993432522,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-22.5905983745
0,120,22.542488248,"[2, 2, 7, 2, 0, 6, 5, 6, 6, 5, 0, 3, 0, 9, 1, 6, 3, 3, 3, 8, 3, 4, 3, 3, 2, 7, 7, 2, 0, 7]",RME,rep,10,10,30,0.9500000000000001,10000,144.410777092,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-23.457511752
0,135,23.1962420209,"[1, 2, 9, 6, 1, 2, 6, 4, 9, 5, 9, 0, 1, 9, 3, 6, 4, 4, 3, 5, 4, 1, 8, 3, 9, 6, 8, 5, 7, 4]",RME,rep,10,10,30,0.9500000000000001,10000,160.5518841743,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-22.8037579791
0,150,25.3729326511,"[7, 8, 1, 4, 6, 3, 0, 2, 8, 2, 0, 3, 4, 3, 3, 5, 5, 0, 0, 7, 3, 0, 1, 4, 7, 9, 5, 0, 0, 3]",RME,rep,10,10,30,0.9500000000000001,10000,175.363666296,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-20.6270673489
0,165,23.2896690855,"[6, 4, 6, 4, 9, 3, 8, 3, 7, 1, 5, 8, 7, 6, 0, 5, 2, 4, 1, 3, 4, 4, 5, 4, 1, 9, 0, 6, 5, 7]",RME,rep,10,10,30,0.9500000000000001,10000,190.2949631214,"{'APS': {'cooling_schedule': array([     1,     11,     21, ..., 999971, 999981, 999991])}, 'MCTS': {'RS_iters': 5000, 'mcts_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'MCTS'}, 'SA': {'RS_iters': 5000, 'sa_iters': 100, 'eps': 0.05, 'lr': 0.1, 'flag': 'SA'}, 'RME': {'N': 100}}",-22.7103309145
